Step Volume Temp Press KinEng PotEng Enthalpy E_mol E_vdwl E_tail E_coul E_long
1200200.00 47361.8008 200.021240 3912.91992 2441.54272 2000.50317 7144.79102 1939.43005 -16.0325584 -8.20221138 268.675293 -191.569489
1200400.00 47361.8008 198.757584 4077.49023 2426.11792 2004.38440 7246.91992 1935.80212 -9.41742134 -8.20221138 269.447662 -191.447937
1200600.00 47361.8008 201.682343 4733.14502 2461.81885 2030.15381 7761.26611 1951.57703 9.42094773E-02 -8.20221138 269.498230 -191.015594
1200800.00 47361.8008 199.067001 3656.53491 2429.89478 2048.34595 7003.89453 1971.36060 -1.89651489 -8.20221138 269.973602 -191.091751
1201000.00 47361.8008 199.407547 2434.40186 2434.05151 2000.72168 6116.27148 1948.06494 -25.3675766 -8.20221138 269.314545 -191.290237
1201200.00 47361.8008 199.684753 3516.55151 2437.43530 1986.71765 6853.11670 1915.11499 -6.67506981 -8.20221138 269.554413 -191.276672
1201400.00 47361.8008 198.093857 3947.83008 2418.01611 2037.40979 7182.28418 1972.01135 -13.8288651 -8.20221138 270.122070 -190.894653
1201600.00 47361.8008 201.018311 3579.72241 2453.71338 1968.58911 6894.89990 1901.14624 -11.5079479 -8.20221138 269.835602 -190.884705
1201800.00 47361.8008 196.142975 3071.98657 2394.20288 1978.81604 6494.91162 1912.03064 -11.5127096 -8.20221138 269.499725 -191.201523
1202000.00 47361.8008 202.161118 2693.76538 2467.66284 2012.28015 6340.58936 1946.14136 -11.4843731 -8.20221138 269.165192 -191.542160
1202200.00 47361.8008 198.834549 3504.24561 2427.05737 1991.38684 6838.90820 1921.50037 -8.34431934 -8.20221138 269.657867 -191.427124
1202400.00 47361.8008 198.419479 3343.31201 2421.99097 1989.70557 6721.00000 1926.29578 -14.4980087 -8.20221138 269.254120 -191.346313
1202600.00 47361.8008 203.259735 3522.55664 2481.07300 2046.86865 6961.05371 1957.64355 10.6627283 -8.20221138 269.755005 -191.192657
1202800.00 47361.8008 199.486328 3807.47632 2435.01343 1956.84985 7021.77588 1892.03430 -13.5333576 -8.20221138 269.616608 -191.267624
1203000.00 47361.8008 202.415665 4114.89551 2470.77002 1962.63159 7275.65576 1909.35352 -24.7448635 -8.20221138 269.497528 -191.474564
1203200.00 47361.8008 201.776123 3666.26978 2462.96338 1955.39453 6950.73584 1889.32544 -11.8127928 -8.20221138 269.520935 -191.639114
