Step Volume Temp Press KinEng PotEng Enthalpy E_mol E_vdwl E_tail E_coul E_long
1100200.00 46918.7617 200.594193 3640.46240 2448.53662 2019.04712 6958.61377 1957.18921 -16.5754738 -8.27966213 269.435974 -191.002594
1100400.00 46918.7617 203.908127 3979.22339 2488.98755 2017.93494 7229.75391 1947.29980 -7.76491499 -8.27966213 269.546295 -191.146255
1100600.00 46918.7617 199.309555 3772.58203 2432.85547 1976.62524 6990.91504 1916.35352 -18.1389332 -8.27966213 269.603516 -191.192825
1100800.00 46918.7617 202.239197 2939.86865 2468.61621 1999.47375 6479.73047 1934.68616 -13.7655802 -8.27966213 269.821869 -191.268646
1101000.00 46918.7617 201.058197 3070.30200 2454.20020 2002.33411 6557.42529 1938.55408 -15.6183805 -8.27966213 270.518524 -191.120132
1101200.00 46918.7617 197.163086 3299.52856 2406.65479 1964.32019 6628.71729 1906.36084 -20.1591625 -8.27966213 269.461090 -191.342636
1101400.00 46918.7617 201.228531 1971.58118 2456.27930 2007.05945 5812.41699 1926.85840 1.55479264 -8.27966213 269.852661 -191.206406
1101600.00 46918.7617 201.928757 1554.22351 2464.82666 1969.23413 5497.55713 1898.33752 -8.23845291 -8.27966213 270.052643 -190.917603
1101800.00 46918.7617 194.308853 3233.19312 2371.81494 1984.19531 6568.36133 1908.75183 -3.28459764 -8.27966213 269.838348 -191.110199
1102000.00 46918.7617 199.093811 3715.41870 2430.22217 2025.88794 6998.42969 1961.47485 -12.9973221 -8.27966213 268.800873 -191.390503
1102200.00 46918.7617 198.158752 2972.03589 2418.80835 1983.68469 6436.14404 1906.98572 -1.20347500 -8.27966213 269.252899 -191.350433
1102400.00 46918.7617 202.971237 3306.41919 2477.55151 1995.03064 6735.03906 1939.29504 -22.2143555 -8.27966213 269.275085 -191.325119
1102600.00 46918.7617 200.881973 5314.47412 2452.04932 2008.05029 8096.59229 1932.85693 -2.94829392 -8.27966213 269.489197 -191.347534
