Step Volume Temp Press KinEng PotEng Enthalpy E_mol E_vdwl E_tail E_coul E_long
1850200.00 50309.2031 200.347885 2305.62256 2445.52979 1917.06543 6054.24951 1883.22437 -43.9632797 -7.72167826 268.452667 -190.648331
1850400.00 50309.2031 198.364853 3055.97363 2421.32422 1969.15942 6632.67627 1927.11169 -36.0398636 -7.72167826 268.549408 -190.461823
1850600.00 50309.2031 202.155121 4381.61914 2467.58960 1920.09949 7602.51904 1877.52075 -35.5392914 -7.72167826 268.426849 -190.308807
1850800.00 50309.2031 193.854218 3852.67358 2366.26538 1933.29834 7126.30176 1887.10864 -32.0122566 -7.72167826 268.442749 -190.240753
1851000.00 50309.2031 199.707535 2665.76855 2437.71362 1948.95154 6342.56104 1917.56213 -47.5200005 -7.72167826 269.048431 -190.139023
1851200.00 50309.2031 200.019394 2960.31299 2441.52002 1941.63159 6555.15723 1903.99817 -41.1211128 -7.72167826 268.834686 -190.080200
1851400.00 50309.2031 196.494614 2988.31860 2398.49512 1914.93665 6505.98535 1883.76416 -47.2159348 -7.72167826 268.471405 -190.083054
1851600.00 50309.2031 203.110657 2861.10889 2479.25342 1945.81995 6524.29199 1890.80603 -24.0246983 -7.72167826 269.083252 -190.044617
1851800.00 50309.2031 200.054825 3205.25562 2441.95239 1948.43774 6742.11230 1900.74805 -30.5030956 -7.72167826 268.379761 -190.186951
1852000.00 50309.2031 194.373306 4143.94336 2372.60181 1923.03149 7336.07812 1883.75867 -39.7113953 -7.72167826 269.205017 -190.220856
1852200.00 50309.2031 199.316849 4148.35156 2432.94458 1946.70215 7423.32568 1914.40076 -46.6757164 -7.72167826 269.233521 -190.256485
1852400.00 50309.2031 201.054031 2614.83252 2454.14941 1966.67908 6339.35254 1912.91431 -25.6437473 -7.72167826 269.448456 -190.039886
1852600.00 50309.2031 201.175934 2619.31030 2455.63745 1923.42297 6300.86963 1888.97314 -44.3341179 -7.72167826 269.172455 -190.388519
1852800.00 50309.2031 196.134308 2152.96191 2394.09717 1962.30701 5936.04980 1924.69836 -41.5426521 -7.72167826 269.532990 -190.381714
1853000.00 50309.2031 200.522095 1789.81372 2447.65649 1957.78418 5718.64160 1927.68396 -49.3975754 -7.72167826 269.817413 -190.319687
1853200.00 50309.2031 201.493393 1613.80322 2459.51245 1910.38525 5553.95801 1882.79028 -51.1610374 -7.72167826 269.123352 -190.367416
1853400.00 50309.2031 201.011353 2414.15991 2453.62842 1953.80457 6178.72168 1902.89502 -26.8381119 -7.72167826 268.354370 -190.606644
1853600.00 50309.2031 199.130264 3362.80835 2430.66699 2018.66516 6916.65186 1970.95886 -29.8852997 -7.72167826 268.050629 -190.459061
1853800.00 50309.2031 198.550537 2533.44409 2423.59082 1955.85925 6238.25830 1904.46948 -26.6669636 -7.72167826 268.643066 -190.586395
1854000.00 50309.2031 205.492096 1739.43384 2508.32202 1944.79004 5729.34912 1914.87878 -47.7254601 -7.72167826 268.289062 -190.652267
