Step Volume Temp Press KinEng PotEng Enthalpy E_mol E_vdwl E_tail E_coul E_long
1700200.00 49618.5586 199.812042 3694.87842 2438.98901 1973.87988 7086.61523 1930.37805 -34.9378090 -7.82915640 268.698547 -190.258926
1700400.00 49618.5586 196.861115 3787.77100 2402.96899 1945.03345 7088.96924 1902.99524 -36.8008652 -7.82915640 268.943420 -190.104309
1700600.00 49618.5586 201.187134 2088.63550 2455.77417 1952.73975 5919.92529 1915.09534 -40.9308014 -7.82915640 268.565186 -189.989899
1700800.00 49618.5586 203.502747 2636.14380 2484.03931 1931.90894 6323.55664 1891.27356 -38.0487976 -7.82915640 268.628723 -189.944641
1701000.00 49618.5586 194.527466 3554.36450 2374.48340 1982.33472 6928.88379 1943.21704 -40.1122360 -7.82915640 269.327118 -190.097244
1701200.00 49618.5586 204.076065 2736.11670 2491.03760 1974.51868 6445.50830 1920.94788 -25.6768856 -7.82915640 269.238983 -189.991241
1701400.00 49618.5586 200.188324 2447.89355 2443.58228 1923.20044 6138.16602 1879.79163 -35.1311646 -7.82915640 268.799500 -190.259415
1701600.00 49618.5586 201.705887 3411.36108 2462.10620 1953.07288 6883.76221 1917.23865 -43.0640259 -7.82915640 269.208313 -190.310043
1701800.00 49618.5586 206.098877 4172.39258 2515.72900 2007.07385 7542.09521 1964.78101 -36.8075447 -7.82915640 269.464874 -190.364563
1702000.00 49618.5586 200.659042 3323.63110 2449.32788 1965.74756 6820.17383 1906.03186 -19.6333294 -7.82915640 269.556915 -190.207993
1702200.00 49618.5586 196.115646 2381.88306 2393.86938 1993.04858 6110.53369 1933.36499 -19.4412594 -7.82915640 269.416046 -190.291245
1702400.00 49618.5586 203.153381 3462.19800 2479.77490 1991.99268 6977.13818 1940.73438 -27.1055679 -7.82915640 268.771179 -190.407364
1702600.00 49618.5586 193.894211 3141.62354 2366.75366 1989.61731 6629.76221 1935.94360 -24.7873058 -7.82915640 268.990265 -190.529236
1702800.00 49618.5586 201.389008 2058.51733 2458.23828 1939.62036 5887.47559 1903.84009 -42.3571663 -7.82915640 268.689819 -190.552338
1703000.00 49618.5586 204.653091 2885.01074 2498.08105 1975.77246 6561.55029 1919.46289 -21.8567677 -7.82915640 268.647888 -190.481613
1703200.00 49618.5586 198.298996 4127.63086 2420.52026 1970.72559 7378.14746 1927.11853 -35.5324402 -7.82915640 269.464691 -190.325073
1703400.00 49618.5586 198.712036 3874.95483 2425.56201 1956.87415 7186.49219 1907.47705 -28.6268826 -7.82915640 268.629303 -190.605316
1703600.00 49618.5586 201.151184 2788.64893 2455.33521 2003.59607 6476.89746 1962.48438 -37.1012573 -7.82915640 268.658295 -190.445312
1703800.00 49618.5586 202.862534 3194.85669 2476.22461 1922.80737 6710.94482 1882.93274 -38.6467819 -7.82915640 268.974579 -190.453110
1704000.00 49618.5586 198.996597 2364.70850 2429.03540 1924.74890 6064.97217 1900.36597 -54.0921936 -7.82915640 268.909119 -190.434006
1704200.00 49618.5586 199.042877 2523.47583 2429.60034 1957.71033 6213.38818 1910.23157 -30.4492168 -7.82915640 268.356445 -190.428558
1704400.00 49618.5586 202.877029 2683.69043 2476.40161 1949.76721 6368.18359 1909.48962 -37.0506592 -7.82915640 267.634583 -190.306320
1704600.00 49618.5586 199.467148 2807.29443 2434.77930 1941.35327 6407.59131 1903.40210 -40.4274712 -7.82915640 268.489838 -190.111252
1704800.00 49618.5586 206.030624 2700.35181 2514.89551 1965.45154 6434.41846 1934.15198 -47.8300400 -7.82915640 268.989441 -189.859863
1705000.00 49618.5586 197.418564 3236.69263 2409.77344 2010.79578 6762.75586 1942.25403 -10.2004128 -7.82915640 268.595947 -189.853745
1705200.00 49618.5586 197.714920 3224.29956 2413.39087 1966.44189 6713.05127 1916.42126 -28.3583679 -7.82915640 268.698853 -190.319870
1705400.00 49618.5586 203.146332 2832.26245 2479.68872 2007.59473 6536.81006 1969.63281 -39.8898888 -7.82915640 268.448608 -190.596817
1705600.00 49618.5586 198.905426 3462.49438 2427.92261 1964.38245 6897.89014 1909.00122 -22.1801186 -7.82915640 268.285736 -190.724274
1705800.00 49618.5586 202.313583 3147.07642 2469.52417 1942.67114 6689.53223 1904.50793 -39.2087669 -7.82915640 268.236725 -190.864792
1706000.00 49618.5586 200.029953 2611.77197 2441.64917 1954.44116 6286.06201 1918.25037 -42.0675240 -7.82915640 268.947144 -190.688889
1706200.00 49618.5586 197.022903 2882.06274 2404.94385 1945.71216 6436.21973 1903.49194 -36.6120834 -7.82915640 269.340546 -190.508347
1706400.00 49618.5586 199.690948 2932.22803 2437.51099 1997.74878 6557.12500 1950.56946 -31.8965530 -7.82915640 269.284424 -190.208450
1706600.00 49618.5586 200.754700 2549.58203 2450.49561 1940.47144 6235.93604 1897.06409 -35.8352318 -7.82915640 269.242157 -189.999664
1706800.00 49618.5586 200.835144 1990.93994 2451.47729 1934.38794 5826.58057 1895.41553 -39.3984108 -7.82915640 268.352875 -189.982101
1707000.00 49618.5586 203.398499 2135.75171 2482.76685 1971.33069 5999.60400 1926.14050 -32.8056488 -7.82915640 268.357727 -190.361847
1707200.00 49618.5586 200.210724 2567.53955 2443.85571 1949.42371 6251.24316 1901.99646 -30.6995182 -7.82915640 268.716370 -190.589539
