Step Volume Temp Press KinEng PotEng Enthalpy E_mol E_vdwl E_tail E_coul E_long
1050200.00 46698.2734 196.673645 3034.43994 2400.68042 1984.65466 6451.92969 1901.76331 4.93629265 -8.31875420 269.683441 -191.728348
1050400.00 46698.2734 199.568619 3676.54175 2436.01782 1967.34998 6907.26367 1901.11890 -11.0774117 -8.31875420 269.080780 -191.772263
1050600.00 46698.2734 201.431335 3672.99438 2458.75488 1979.38440 6939.61914 1906.55554 -4.52202606 -8.31875420 269.082001 -191.731094
1050800.00 46698.2734 199.998627 3509.35547 2441.26660 1918.57288 6749.87354 1848.39893 -7.42004347 -8.31875420 269.245361 -191.651260
1051000.00 46698.2734 199.065903 3170.11304 2429.88135 1982.70837 6571.58398 1901.21826 3.58668280 -8.31875420 269.537384 -191.634033
1051200.00 46698.2734 202.317917 3613.39648 2469.57690 1945.24854 6875.71631 1865.25085 2.55886483 -8.31875420 269.052826 -191.614075
1051400.00 46698.2734 200.898575 4295.68311 2452.25171 1988.39624 7366.20801 1902.29968 8.04688072 -8.31875420 269.604462 -191.554718
1051600.00 46698.2734 197.997757 4299.41797 2416.84326 2015.96814 7360.91504 1937.47583 -3.59333376E-03 -8.31875420 269.896210 -191.400192
1051800.00 46698.2734 197.012985 3587.40161 2404.82275 1953.74841 6801.75781 1902.91846 -27.7616539 -8.31875420 270.113129 -191.521545
1052000.00 46698.2734 203.965897 4088.70581 2489.69287 1944.91040 7219.20166 1871.65686 -5.07336998 -8.31875420 269.926605 -191.599701
1052200.00 46698.2734 198.218781 4409.69385 2419.54126 1988.91895 7411.66650 1914.41565 -3.95263243 -8.31875420 269.963104 -191.507217
1052400.00 46698.2734 200.649338 4536.32520 2449.20947 1944.38660 7483.04395 1851.92554 13.2374744 -8.31875420 270.575928 -191.352264
1052600.00 46698.2734 201.792175 3364.39331 2463.15942 2019.96753 6774.43506 1928.92786 12.3039551 -8.31875420 270.115204 -191.379562
1052800.00 46698.2734 198.935638 3571.34180 2428.29150 1975.49097 6836.03174 1878.78699 17.2525826 -8.31875420 270.667664 -191.216217
