Step Volume Temp Press KinEng PotEng Enthalpy E_mol E_vdwl E_tail E_coul E_long
1250200.00 47584.3516 199.890625 3549.09351 2439.94849 1952.68030 6855.58936 1901.04651 -25.9360886 -8.16384888 268.729980 -191.160034
1250400.00 47584.3516 200.723663 2706.42627 2450.11670 1938.99414 6267.28662 1886.79224 -25.8488846 -8.16384888 269.075531 -191.024658
1250600.00 47584.3516 198.897766 3423.52344 2427.82910 1989.36646 6793.01465 1930.44421 -19.5769405 -8.16384888 269.612274 -191.113068
1250800.00 47584.3516 199.631531 4197.96973 2436.78564 1977.99048 7328.03711 1907.59290 -7.70024157 -8.16384888 269.276733 -191.178925
1251000.00 47584.3516 201.562286 3664.99512 2460.35352 2002.16699 7005.91309 1925.47229 -2.38083982 -8.16384888 270.098236 -191.022659
1251200.00 47584.3516 199.599930 2982.39575 2436.39990 1957.86597 6463.95605 1895.14490 -16.0660839 -8.16384888 269.758850 -190.971664
1251400.00 47584.3516 202.349518 3712.10986 2469.96265 1930.64722 6976.69873 1875.18152 -23.3832664 -8.16384888 269.747345 -190.898376
1251600.00 47584.3516 200.260254 4268.19873 2444.46021 2043.60266 7450.06055 1974.92102 -10.2082434 -8.16384888 269.719452 -190.829529
1251800.00 47584.3516 194.996979 3316.09351 2380.21460 2010.59924 6692.07959 1938.10205 -6.55421972 -8.16384888 270.050995 -190.999573
1252000.00 47584.3516 199.107925 2566.25830 2430.39429 2000.35852 6211.65674 1933.23584 -11.4208717 -8.16384888 269.709656 -191.166153
1252200.00 47584.3516 203.942429 3324.69019 2489.40649 1947.99243 6744.63086 1893.32056 -23.2212009 -8.16384888 269.187286 -191.294281
1252400.00 47584.3516 197.742249 3164.35620 2413.72437 1957.59814 6567.28760 1895.85645 -16.4019947 -8.16384888 269.429199 -191.285355
1252600.00 47584.3516 201.267700 1705.32385 2456.75757 1988.89746 5629.09668 1914.26550 -3.83928490 -8.16384888 269.643005 -191.171799
1252800.00 47584.3516 199.631897 2767.14209 2436.79028 1983.42761 6340.52881 1910.21741 -4.98056793 -8.16384888 269.300995 -191.110245
1253000.00 47584.3516 196.688309 3287.15601 2400.85962 1971.56433 6653.60791 1898.15930 -4.29489899 -8.16384888 268.881348 -191.181458
1253200.00 47584.3516 197.926376 3253.80225 2415.97192 1909.55945 6583.56934 1839.07544 -7.40022135 -8.16384888 269.022583 -191.138214
1253400.00 47584.3516 199.619095 3782.62598 2436.63379 1991.76831 7053.42725 1921.61035 -8.24404716 -8.16384888 269.555878 -191.153870
1253600.00 47584.3516 201.547424 4003.96313 2460.17212 1944.81470 7183.61279 1886.49194 -20.4772949 -8.16384888 270.097351 -191.297226
1253800.00 47584.3516 196.346848 3713.95215 2396.69141 1965.51843 6939.57764 1909.46643 -21.8152618 -8.16384888 269.420013 -191.552795
1254000.00 47584.3516 199.804413 3276.67310 2438.89600 2013.71936 6726.52490 1937.61682 -1.15892994 -8.16384888 268.760468 -191.499084
1254200.00 47584.3516 199.557373 3218.83984 2435.88062 1962.78564 6632.44141 1910.71216 -26.3358746 -8.16384888 269.723877 -191.314407
1254400.00 47584.3516 196.854248 3714.95264 2402.88501 1931.72888 6912.67578 1866.91138 -13.3000240 -8.16384888 269.572449 -191.454910
1254600.00 47584.3516 200.116653 3731.86865 2442.70728 1968.46545 7000.97363 1903.48474 -13.6286926 -8.16384888 269.760498 -191.151154
1254800.00 47584.3516 202.164673 3312.24146 2467.70630 2023.72925 6790.02832 1962.52600 -17.7545719 -8.16384888 269.991180 -191.033432
1255000.00 47584.3516 198.102463 2918.60474 2418.12134 1963.21960 6406.76221 1908.60449 -23.4180622 -8.16384888 269.140045 -191.106827
1255200.00 47584.3516 201.630630 4135.26953 2461.18750 1959.63831 7290.57471 1905.01282 -23.6819344 -8.16384888 269.366028 -191.058594
1255400.00 47584.3516 200.086975 3842.01562 2442.34497 1966.23010 7074.81494 1907.39807 -19.0821552 -8.16384888 268.894806 -190.980606
1255600.00 47584.3516 195.542526 2946.23511 2386.87354 1973.47949 6404.94873 1917.41467 -22.2159481 -8.16384888 269.225555 -190.944778
1255800.00 47584.3516 201.170090 3705.44971 2455.56592 1971.88354 6998.91650 1893.53101 -0.157778233 -8.16384888 269.541351 -191.030914
1256000.00 47584.3516 200.767639 4345.28076 2450.65356 1973.35742 7439.50098 1907.81665 -12.6424370 -8.16384888 269.471405 -191.288345
1256200.00 47584.3516 190.795395 4423.79492 2328.92822 1980.61841 7379.52295 1916.81714 -14.2939873 -8.16384888 269.473877 -191.378601
1256400.00 47584.3516 200.387833 4348.86182 2446.01733 1968.11169 7432.10449 1896.00378 -5.82597589 -8.16384888 269.316345 -191.382431
1256600.00 47584.3516 200.650635 4746.46826 2449.22534 1986.17859 7729.30566 1921.55554 -12.6203489 -8.16384888 268.605499 -191.362106
1256800.00 47584.3516 199.529999 5294.54053 2435.54639 1891.91724 8001.71045 1829.29724 -15.4546556 -8.16384888 269.223419 -191.148804
1257000.00 47584.3516 200.988281 3734.30420 2453.34668 1966.91370 7011.75146 1907.69434 -18.7880211 -8.16384888 269.206818 -191.199356
1257200.00 47584.3516 200.605286 3569.43604 2448.67188 1963.27185 6889.02148 1906.26038 -20.8419495 -8.16384888 269.036774 -191.183472
1257400.00 47584.3516 195.764389 3797.77246 2389.58179 1984.70825 7009.82617 1927.79993 -20.9988384 -8.16384888 269.308838 -191.401688
1257600.00 47584.3516 198.617401 4036.26978 2424.40674 1997.16541 7222.61816 1928.91443 -9.66245937 -8.16384888 269.171295 -191.257858
1257800.00 47584.3516 199.745804 4054.24365 2438.18042 2015.42969 7267.12939 1957.75928 -20.0505829 -8.16384888 268.968140 -191.247177
1258000.00 47584.3516 194.876663 3695.65381 2378.74585 2019.71033 6963.12500 1941.02722 0.787733674 -8.16384888 268.847351 -190.951996
1258200.00 47584.3516 199.947372 3316.78857 2440.64111 1978.72937 6721.11865 1917.07996 -16.8304024 -8.16384888 269.534454 -191.054657
1258400.00 47584.3516 205.044968 4202.20117 2502.86450 2001.85974 7420.92139 1929.89832 -5.93330956 -8.16384888 269.103668 -191.209061
1258600.00 47584.3516 200.260666 4125.28418 2444.46533 1957.06323 7264.34766 1896.17249 -16.2021027 -8.16384888 268.476227 -191.383392
1258800.00 47584.3516 195.074844 4031.98901 2381.16479 2012.17517 7191.41553 1945.22534 -11.1613884 -8.16384888 269.545074 -191.433823
1259000.00 47584.3516 202.047882 4325.68945 2466.28076 2028.93982 7497.11523 1965.17468 -14.1893816 -8.16384888 269.233063 -191.278595
1259200.00 47584.3516 198.229095 3780.26196 2419.66699 1982.98718 7026.03857 1923.49390 -19.2449150 -8.16384888 269.954742 -191.216492
1259400.00 47584.3516 196.943207 3600.51172 2403.97095 1994.23279 6896.84717 1929.66406 -14.2276602 -8.16384888 269.947388 -191.151031
1259600.00 47584.3516 201.052155 3402.07251 2454.12646 2042.09265 6857.15186 1979.09546 -14.8253984 -8.16384888 269.213654 -191.391083
1259800.00 47584.3516 200.721298 3667.45068 2450.08789 1988.26135 6983.44629 1938.33191 -27.1726418 -8.16384888 268.674438 -191.572403
1260000.00 47584.3516 200.210281 4075.89648 2443.85010 1945.05225 7217.44824 1886.75378 -18.5315266 -8.16384888 268.451508 -191.621552
1260200.00 47584.3516 202.310532 3155.87231 2469.48682 2024.26184 6683.82617 1960.06714 -12.8036699 -8.16384888 268.662689 -191.664200
