Step Volume Temp Press KinEng PotEng Enthalpy E_mol E_vdwl E_tail E_coul E_long
2000200.00 51006.1797 198.600708 2747.17480 2424.20312 1908.63464 6376.38623 1863.77759 -33.4052353 -7.61616516 268.415344 -190.153122
2000400.00 51006.1797 203.327576 2643.10278 2481.90112 1938.35132 6386.38477 1891.22400 -31.2238503 -7.61616516 268.424225 -190.073013
2000600.00 51006.1797 195.968765 2785.39160 2392.07642 1965.48169 6429.53516 1921.85413 -34.4282265 -7.61616516 268.185394 -190.129501
2000800.00 51006.1797 202.372314 2894.06665 2470.24072 1896.83459 6519.89258 1854.48291 -35.9707794 -7.61616516 268.324738 -190.002319
2001000.00 51006.1797 207.439133 2164.14648 2532.08862 1959.49231 6101.43066 1914.42566 -32.8228188 -7.61616516 267.856628 -189.967224
2001200.00 51006.1797 198.717255 2186.31763 2425.62573 1954.10205 6006.06982 1891.12988 -14.6162920 -7.61616516 267.761993 -190.173569
2001400.00 51006.1797 196.070267 2242.22021 2393.31519 1943.36060 6004.60254 1911.70264 -46.0849953 -7.61616516 267.984985 -190.241989
2001600.00 51006.1797 196.474640 1832.29395 2398.25146 1975.25586 5736.50098 1937.03052 -39.3909454 -7.61616516 268.018646 -190.402313
2001800.00 51006.1797 199.017303 1721.92004 2429.28809 1989.94470 5700.12207 1940.01794 -28.3926563 -7.61616516 268.535919 -190.216522
2002000.00 51006.1797 192.332153 2332.97705 2347.68652 1963.54553 6046.67041 1924.86462 -39.7106171 -7.61616516 268.469940 -190.078369
2002200.00 51006.1797 199.094482 2870.49243 2430.23022 1946.03589 6511.54736 1897.52563 -29.5795937 -7.61616516 268.429413 -190.339447
2002400.00 51006.1797 201.030045 2889.95288 2453.85669 1948.29468 6551.90869 1902.61084 -32.3265305 -7.61616516 268.218201 -190.207825
2002600.00 51006.1797 199.621674 2991.52612 2436.66528 1946.96545 6608.94580 1896.50513 -26.8142128 -7.61616516 267.536194 -190.261688
2002800.00 51006.1797 195.515778 3183.15063 2386.54712 1973.62390 6728.03027 1934.72559 -38.8032875 -7.61616516 268.001221 -190.299591
2003000.00 51006.1797 200.335587 3780.04468 2445.37964 1992.98938 7250.24121 1950.65588 -35.6683083 -7.61616516 268.214325 -190.212524
2003200.00 51006.1797 196.056473 3050.23999 2393.14722 1925.75134 6587.88916 1878.24084 -29.9476089 -7.61616516 267.901764 -190.443588
2003400.00 51006.1797 200.673508 2157.19312 2449.50439 1953.29541 6007.47754 1905.61243 -30.2594910 -7.61616516 268.287506 -190.344955
2003600.00 51006.1797 203.888077 2615.91992 2488.74292 1909.76526 6344.41992 1876.08398 -44.1589966 -7.61616516 268.266998 -190.426788
2003800.00 51006.1797 193.760574 2924.06494 2365.12231 1909.61768 6449.87256 1879.11206 -47.0556335 -7.61616516 268.147186 -190.585892
2004000.00 51006.1797 202.614807 2883.77563 2473.20068 1901.43774 6519.80078 1861.87488 -37.9529610 -7.61616516 268.080444 -190.564743
2004200.00 51006.1797 199.050964 2975.43628 2429.69922 1985.03406 6628.07959 1948.32104 -40.4898376 -7.61616516 267.815247 -190.612320
2004400.00 51006.1797 196.641403 3331.80322 2400.28687 1904.35046 6783.07520 1875.99536 -49.1499329 -7.61616516 268.056824 -190.551865
2004600.00 51006.1797 201.186142 2678.00317 2455.76196 1922.15454 6370.01025 1897.16064 -52.1948547 -7.61616516 267.757111 -190.568176
2004800.00 51006.1797 201.459030 2106.86670 2459.09302 1936.23718 5962.57080 1894.88269 -36.3243752 -7.61616516 268.265717 -190.586792
2005000.00 51006.1797 202.239746 1676.88831 2468.62280 1886.84778 5602.86230 1863.16394 -53.6930923 -7.61616516 268.037354 -190.660385
2005200.00 51006.1797 198.438171 2210.31641 2422.21899 1937.79199 6004.20508 1906.98596 -46.3784065 -7.61616516 267.829010 -190.644592
2005400.00 51006.1797 201.624359 2213.46802 2461.11108 1968.90686 6076.55664 1922.41492 -31.4923973 -7.61616516 268.353790 -190.369431
2005600.00 51006.1797 196.124695 2161.66650 2393.97998 1926.02515 5928.00977 1881.26697 -33.5952148 -7.61616516 268.590424 -190.237106
2005800.00 51006.1797 197.990463 2153.42969 2416.75439 1906.75696 5925.38916 1891.20886 -63.0324440 -7.61616516 268.763397 -190.182922
2006000.00 51006.1797 199.757767 3064.21924 2438.32666 1956.35693 6674.07275 1916.17822 -38.6739006 -7.61616516 269.000732 -190.148209
2006200.00 51006.1797 204.329636 2409.05859 2494.13281 1928.66370 6214.82959 1887.84802 -37.0879631 -7.61616516 268.232544 -190.328857
2006400.00 51006.1797 194.943237 1940.99036 2379.55859 1955.37354 5778.78174 1911.46533 -34.0607452 -7.61616516 268.248322 -190.279388
2006600.00 51006.1797 203.582169 3572.75635 2485.00879 1927.80090 7070.48584 1897.91748 -48.4569931 -7.61616516 268.632690 -190.292328
2006800.00 51006.1797 198.475235 3230.14014 2422.67163 1934.42896 6759.91406 1909.87195 -53.4974823 -7.61616516 268.582825 -190.528244
2007000.00 51006.1797 199.991837 3137.83154 2441.18384 1953.67151 6729.00293 1918.56409 -42.8970375 -7.61616516 268.684479 -190.679993
2007200.00 51006.1797 203.418793 3134.06323 2483.01465 1937.77515 6752.13428 1911.03760 -50.9298515 -7.61616516 268.309113 -190.641647
2007400.00 51006.1797 201.419113 3211.96777 2458.60571 1922.07532 6769.97656 1882.14758 -37.1653824 -7.61616516 267.744781 -190.651657
2007600.00 51006.1797 197.956573 3339.13623 2416.34058 1957.10413 6857.33740 1910.71472 -30.8223305 -7.61616516 267.759521 -190.547867
2007800.00 51006.1797 203.723633 2224.00342 2486.73584 1961.71655 6102.82764 1912.59045 -28.4508533 -7.61616516 267.994843 -190.418015
2008000.00 51006.1797 200.734863 1259.72302 2450.25342 1885.09998 5272.42725 1857.47144 -49.5671539 -7.61616516 267.877899 -190.682236
2008200.00 51006.1797 200.038483 1975.60669 2441.75342 1918.43701 5829.79053 1882.05566 -41.4904861 -7.61616516 268.388702 -190.516922
2008400.00 51006.1797 204.877884 2608.38647 2500.82495 1974.90173 6416.03418 1931.85303 -34.6992035 -7.61616516 268.317596 -190.569717
2008600.00 51006.1797 199.749924 1929.47253 2438.23096 1918.34497 5791.85791 1881.88379 -41.3518867 -7.61616516 268.347900 -190.534851
2008800.00 51006.1797 198.580673 2078.73877 2423.95850 1948.85608 5919.13184 1908.19263 -37.1437569 -7.61616516 268.281067 -190.473892
2009000.00 51006.1797 201.000046 2924.02222 2453.49048 1981.60071 6610.19189 1935.22656 -31.3071365 -7.61616516 268.153687 -190.472504
2009200.00 51006.1797 199.841446 3299.83936 2439.34790 1882.12524 6776.13379 1850.24146 -46.1030464 -7.61616516 268.376007 -190.389023
2009400.00 51006.1797 198.290695 2716.58643 2420.41895 1980.25488 6421.46826 1934.98755 -32.7483215 -7.61616516 268.224457 -190.208740
2009600.00 51006.1797 200.119858 2235.39380 2442.74658 1976.96692 6082.56201 1936.98157 -38.0177994 -7.61616516 268.263184 -190.260086
2009800.00 51006.1797 194.792847 3240.62646 2377.72266 1922.03418 6710.37061 1889.67957 -45.0203056 -7.61616516 267.923859 -190.548996
2010000.00 51006.1797 201.176010 4085.05786 2455.63818 1945.14075 7439.54248 1901.94690 -33.9651566 -7.61616516 267.869995 -190.711044
2010200.00 51006.1797 200.399033 3277.86377 2446.15430 1973.18738 6857.65527 1932.36499 -37.0390282 -7.61616516 268.364319 -190.502945
2010400.00 51006.1797 198.015656 2726.85889 2417.06177 1904.59680 6350.09473 1856.58215 -29.6854534 -7.61616516 268.041809 -190.341766
2010600.00 51006.1797 202.961517 2874.78564 2477.43311 1932.07288 6547.98047 1899.40002 -44.9533386 -7.61616516 267.765442 -190.139145
2010800.00 51006.1797 201.598083 2622.46582 2460.79028 1936.55176 6348.12305 1895.97949 -37.4345551 -7.61616516 268.158966 -190.152100
2011000.00 51006.1797 196.301712 2378.57520 2396.14062 1936.81604 6102.31396 1906.16565 -47.9978714 -7.61616516 268.839600 -190.191345
2011200.00 51006.1797 201.263596 2357.18359 2456.70728 1937.64246 6147.79443 1887.13940 -28.7452888 -7.61616516 269.218475 -189.970215
2011400.00 51006.1797 201.750092 2702.10181 2462.64575 1934.02136 6406.68701 1899.45605 -44.4666824 -7.61616516 269.001251 -189.969254
2011600.00 51006.1797 195.791687 2810.47681 2389.91479 1960.27271 6440.82471 1921.61011 -40.2857208 -7.61616516 269.009125 -190.060776
2011800.00 51006.1797 202.365387 2989.21240 2470.15649 1990.63794 6684.38770 1958.14075 -45.9079285 -7.61616516 268.630554 -190.225433
2012000.00 51006.1797 201.964157 2807.38135 2465.25854 1885.82483 6439.41797 1855.19849 -46.8997612 -7.61616516 267.987488 -190.461426
2012200.00 51006.1797 200.172150 3194.68555 2443.38477 1951.50208 6771.32617 1912.22998 -38.4800873 -7.61616516 268.063416 -190.311295
2012400.00 51006.1797 205.078949 3267.67480 2503.27930 1944.84253 6878.85596 1897.05176 -30.4228439 -7.61616516 268.239685 -190.026016
2012600.00 51006.1797 200.198700 2740.06641 2443.70898 1948.81494 6430.78467 1912.25598 -42.1430588 -7.61616516 268.598206 -189.896271
2012800.00 51006.1797 197.596085 2066.59668 2411.94019 1940.29321 5889.51855 1912.34094 -50.6550789 -7.61616516 268.557098 -189.949677
2013000.00 51006.1797 197.063156 2375.26758 2405.43506 1960.98096 6133.31299 1928.12305 -45.1306801 -7.61616516 268.220459 -190.231903
2013200.00 51006.1797 201.695129 2919.00098 2461.97510 1967.41553 6600.75586 1930.06836 -41.2036171 -7.61616516 268.747711 -190.196915
2013400.00 51006.1797 196.732758 1582.31384 2401.40210 1923.46497 5501.90723 1893.44580 -48.6114311 -7.61616516 268.645935 -190.015289
2013600.00 51006.1797 198.820496 1544.10461 2426.88574 1963.98828 5539.49170 1914.29980 -28.7931137 -7.61616516 268.553802 -190.072174
2013800.00 51006.1797 201.718887 2716.75488 2462.26465 1975.88733 6459.07227 1940.10022 -42.3835106 -7.61616516 268.347931 -190.177246
2014000.00 51006.1797 197.574875 2904.29907 2411.68140 1910.54028 6482.65088 1873.38245 -41.4027214 -7.61616516 268.517334 -189.956665
2014200.00 51006.1797 198.698395 1778.95874 2425.39551 2005.39917 5754.11377 1966.93152 -40.3060341 -7.61616516 268.804108 -190.030426
2014400.00 51006.1797 200.351562 2329.65576 2445.57471 1937.41455 6115.95703 1893.12219 -34.1481209 -7.61616516 268.624481 -190.184097
2014600.00 51006.1797 196.684326 3548.29150 2400.81104 1949.64941 6989.93799 1927.63293 -56.0744476 -7.61616516 268.275208 -190.184174
2014800.00 51006.1797 201.674606 3503.84253 2461.72437 1976.02832 7044.16602 1944.14490 -46.3167686 -7.61616516 268.377350 -190.177185
2015000.00 51006.1797 200.794937 2861.20215 2450.98682 1910.18652 6489.54346 1880.80420 -48.7274857 -7.61616516 268.333435 -190.223679
2015200.00 51006.1797 204.440231 2946.48828 2495.48267 1956.88452 6644.17969 1930.37378 -51.6033096 -7.61616516 268.296600 -190.182632
2015400.00 51006.1797 199.282623 3121.02075 2432.52710 1961.58496 6715.75439 1922.09558 -39.1030807 -7.61616516 268.595215 -190.002731
2015600.00 51006.1797 197.913696 1918.95459 2415.81689 1958.76367 5802.03906 1929.25769 -48.4953003 -7.61616516 268.139252 -190.137863
2015800.00 51006.1797 205.885452 1578.15417 2513.12354 1969.14575 5656.21533 1925.74658 -35.3649368 -7.61616516 268.872528 -190.108353
2016000.00 51006.1797 201.422562 2677.13965 2458.64771 1957.69690 6407.79590 1923.76062 -44.9018822 -7.61616516 268.885345 -190.047226
2016200.00 51006.1797 200.841736 2768.31079 2451.55811 1921.49243 6432.32129 1885.61438 -42.4416161 -7.61616516 268.382416 -190.062851
2016400.00 51006.1797 203.163086 2432.47559 2479.89331 1965.76331 6255.10938 1931.44238 -44.2291794 -7.61616516 268.768372 -190.218277
2016600.00 51006.1797 198.539627 1844.44836 2423.45752 1921.72510 5717.21729 1892.12549 -48.3866043 -7.61616516 268.503052 -190.516876
2016800.00 51006.1797 198.009354 1972.44824 2416.98486 1962.02148 5846.25684 1926.30676 -41.9342308 -7.61616516 268.135773 -190.486862
2017000.00 51006.1797 199.207764 2470.74072 2431.61328 1973.27026 6242.80029 1923.67505 -28.3301582 -7.61616516 268.534882 -190.609497
2017200.00 51006.1797 200.948593 2638.90112 2452.86230 1931.04126 6346.91016 1892.24438 -38.6578636 -7.61616516 268.035217 -190.580536
2017400.00 51006.1797 201.401764 2849.67432 2458.39404 1965.52063 6543.70947 1927.33813 -39.3474007 -7.61616516 267.919312 -190.389496
2017600.00 51006.1797 202.849121 3198.78784 2476.06104 1929.64966 6785.20166 1906.52844 -54.4640770 -7.61616516 267.954865 -190.369629
2017800.00 51006.1797 199.300644 3435.96753 2432.74683 1928.18689 6916.85645 1896.65076 -46.0671539 -7.61616516 268.006958 -190.403580
2018000.00 51006.1797 200.613037 3320.90601 2448.76636 1975.96484 6895.06250 1935.49585 -37.4183617 -7.61616516 268.079895 -190.192612
2018200.00 51006.1797 194.022141 2930.79736 2368.31519 1929.46167 6477.91748 1912.39294 -60.9767380 -7.61616516 268.480652 -190.435104
2018400.00 51006.1797 199.650375 2407.12476 2437.01562 1934.72083 6162.33105 1907.40125 -51.1430588 -7.61616516 268.863220 -190.400589
2018600.00 51006.1797 203.949432 2440.69775 2489.49170 1947.79285 6252.85352 1912.40869 -42.9953156 -7.61616516 268.638855 -190.259415
2018800.00 51006.1797 198.171463 2051.46777 2418.96362 1890.76086 5835.75537 1880.16736 -67.6348877 -7.61616516 268.527374 -190.299026
2019000.00 51006.1797 198.407364 2321.90161 2421.84302 1964.94458 6113.98682 1936.29968 -49.2848473 -7.61616516 268.074585 -190.144806
2019200.00 51006.1797 200.887573 2733.71680 2452.11743 1942.65015 6428.30518 1900.34326 -35.9044304 -7.61616516 268.474152 -190.262909
2019400.00 51006.1797 195.814743 3228.25952 2390.19653 1902.70496 6694.31592 1866.71545 -41.9380150 -7.61616516 268.143402 -190.215881
2019600.00 51006.1797 201.929810 3265.62988 2464.83960 1930.80090 6824.85352 1913.34949 -61.0461082 -7.61616516 268.484894 -189.987350
2019800.00 51006.1797 197.246002 3199.57300 2407.66699 1940.53479 6728.27686 1910.90613 -48.4976120 -7.61616516 268.395020 -190.268677
2020000.00 51006.1797 201.594986 3154.13794 2460.75244 1923.79346 6730.82324 1896.52393 -50.0286484 -7.61616516 267.767303 -190.469101
2020200.00 51006.1797 202.744156 3679.36548 2474.77979 1949.34290 7161.10254 1914.22314 -42.6623535 -7.61616516 268.165649 -190.383530
2020400.00 51006.1797 196.910446 2793.27441 2403.57104 1948.65161 6430.06348 1910.32190 -39.7386360 -7.61616516 268.225250 -190.156876
2020600.00 51006.1797 198.758606 2732.73242 2426.13037 1981.52734 6440.46289 1944.30847 -40.5422592 -7.61616516 267.908630 -190.147552
2020800.00 51006.1797 200.155472 3535.54443 2443.18115 1970.18848 7043.36523 1929.24084 -36.8510056 -7.61616516 267.903198 -190.104599
2021000.00 51006.1797 199.356750 3106.09814 2433.43164 1902.02612 6645.99951 1871.02942 -47.2432594 -7.61616516 268.282898 -190.042984
2021200.00 51006.1797 206.744797 2938.35596 2523.61304 1908.89465 6618.27051 1886.72974 -56.1113319 -7.61616516 268.095520 -189.819366
2021400.00 51006.1797 200.670044 2632.34180 2449.46216 1930.06433 6337.65381 1895.73267 -44.2865944 -7.61616516 268.448364 -189.830154
2021600.00 51006.1797 202.150604 2327.03125 2467.53467 1910.24365 6108.79346 1877.61011 -45.5965767 -7.61616516 268.196930 -189.966904
2021800.00 51006.1797 201.869614 2735.23560 2464.10474 1991.94556 6490.71729 1940.51343 -26.4108505 -7.61616516 267.817627 -189.974625
2022000.00 51006.1797 199.391876 2552.97485 2433.86035 1932.74707 6265.69580 1898.70984 -44.2346191 -7.61616516 268.201935 -189.930115
2022200.00 51006.1797 202.707657 2139.00781 2474.33398 1929.12024 5994.60400 1890.98999 -40.4217072 -7.61616516 268.335388 -189.783325
2022400.00 51006.1797 201.840164 2468.42285 2463.74512 1949.55835 6249.49609 1898.40344 -28.0116920 -7.61616516 268.883728 -189.717087
2022600.00 51006.1797 198.889557 2169.32275 2427.72876 1970.68066 6012.10938 1928.21155 -36.6945381 -7.61616516 268.926605 -189.762817
2022800.00 51006.1797 198.985657 2013.03125 2428.90186 1916.36340 5842.70459 1892.13416 -54.4641724 -7.61616516 268.419495 -189.726074
2023000.00 51006.1797 197.614273 2613.56641 2412.16235 1932.48926 6288.81250 1897.86646 -44.4900284 -7.61616516 268.943726 -189.830841
2023200.00 51006.1797 202.898773 2706.97583 2476.66724 1930.07996 6420.39258 1890.46997 -38.9967613 -7.61616516 268.568298 -189.961548
2023400.00 51006.1797 195.357300 2987.87183 2384.61279 1924.72168 6531.93066 1899.27344 -52.1538734 -7.61616516 267.783020 -190.180847
2023600.00 51006.1797 197.631866 3072.27979 2412.37695 1949.98401 6647.74609 1909.20874 -37.3815994 -7.61616516 268.229523 -190.072678
2023800.00 51006.1797 204.025375 2791.14648 2490.41870 1911.44348 6478.12012 1880.72534 -47.4956436 -7.61616516 268.214050 -190.000214
2024000.00 51006.1797 195.079880 2851.16504 2381.22656 1917.37427 6419.50488 1867.63269 -28.1145115 -7.61616516 267.979309 -190.123138
2024200.00 51006.1797 198.644653 3171.13647 2424.73950 1950.17932 6733.84082 1918.53870 -46.2492828 -7.61616516 268.097046 -190.207230
2024400.00 51006.1797 202.714737 3343.02515 2474.42065 1930.67883 6891.88477 1891.28284 -38.5719185 -7.61616516 268.172974 -190.205063
2024600.00 51006.1797 204.893433 3403.71851 2501.01465 1968.59033 7001.53857 1926.34985 -35.7449036 -7.61616516 268.003967 -190.018570
2024800.00 51006.1797 196.864883 3627.85107 2403.01489 1949.04126 7050.71582 1906.75867 -35.3031654 -7.61616516 267.745239 -190.159485
2025000.00 51006.1797 198.340317 3058.02466 2421.02466 1956.15857 6651.96436 1925.72034 -46.9278297 -7.61616516 267.762848 -190.396667
2025200.00 51006.1797 204.443436 2939.86133 2495.52173 1944.32385 6626.72852 1901.76074 -35.3612862 -7.61616516 268.133026 -190.208664
2025400.00 51006.1797 196.532166 2472.11279 2398.95361 1943.55273 6181.44385 1901.70117 -36.4975739 -7.61616516 268.579315 -190.230148
2025600.00 51006.1797 203.598114 3224.14062 2485.20361 1936.85376 6820.40771 1904.36206 -45.2766571 -7.61616516 268.193176 -190.424789
2025800.00 51006.1797 198.166428 2787.06519 2418.90210 1902.51794 6394.64209 1871.42651 -46.3083000 -7.61616516 267.962097 -190.562286
2026000.00 51006.1797 197.994553 2406.83081 2416.80396 1937.20874 6144.38867 1906.47302 -46.6649551 -7.61616516 267.984985 -190.584152
2026200.00 51006.1797 200.723434 3393.83984 2450.11401 1940.60645 6915.30518 1901.23596 -38.6135902 -7.61616516 268.545258 -190.561234
2026400.00 51006.1797 203.177155 3362.21143 2480.06519 1957.92505 6939.04785 1926.53137 -46.4752312 -7.61616516 268.366638 -190.497696
2026600.00 51006.1797 198.863098 3386.59399 2427.40601 1930.97302 6877.57422 1895.28699 -42.4220238 -7.61616516 268.569061 -190.460968
2026800.00 51006.1797 196.056870 3287.60693 2393.15210 1992.08728 6830.80078 1948.70557 -34.2943954 -7.61616516 268.135895 -190.459778
2027000.00 51006.1797 204.039948 3469.79614 2490.59668 1936.73596 7008.41992 1898.85950 -40.1297531 -7.61616516 268.406036 -190.399780
2027200.00 51006.1797 197.346024 2238.17578 2408.88794 1941.88135 6015.68750 1914.33179 -51.1383629 -7.61616516 268.979248 -190.291443
2027400.00 51006.1797 202.713196 1994.13806 2474.40186 1974.82666 5932.61377 1937.43030 -40.9355240 -7.61616516 268.750214 -190.418365
2027600.00 51006.1797 200.114532 2697.93921 2442.68140 1951.71985 6401.32471 1915.79724 -42.2013931 -7.61616516 268.383209 -190.259247
2027800.00 51006.1797 198.458206 2711.75537 2422.46362 1952.75806 6392.42236 1913.55469 -38.8108253 -7.61616516 268.291626 -190.277435
2028000.00 51006.1797 207.162567 2884.68335 2528.71265 1965.21545 6639.76562 1926.90601 -39.9781380 -7.61616516 268.411499 -190.123993
2028200.00 51006.1797 202.552094 3067.50269 2472.43530 1932.28870 6686.55566 1905.19031 -51.5164948 -7.61616516 268.769501 -190.154633
2028400.00 51006.1797 200.508698 3631.08179 2447.49292 1925.21887 7073.77490 1892.42310 -45.6020622 -7.61616516 268.700317 -190.302505
2028600.00 51006.1797 202.365112 3163.59570 2470.15308 1999.36548 6822.83154 1963.10205 -42.5827866 -7.61616516 269.093018 -190.246857
2028800.00 51006.1797 197.133850 3019.76758 2406.29810 1982.36682 6634.98779 1940.33948 -36.0472908 -7.61616516 268.287750 -190.213165
2029000.00 51006.1797 201.402390 2695.97412 2458.40161 1949.76208 6413.62549 1923.81274 -52.4175339 -7.61616516 268.698181 -190.331360
2029200.00 51006.1797 196.110413 1921.36243 2393.80566 1953.41870 5776.47363 1915.28186 -40.2538071 -7.61616516 268.719086 -190.328384
2029400.00 51006.1797 199.356705 1150.03259 2433.43115 1945.34814 5234.25732 1910.48792 -43.9040794 -7.61616516 268.843445 -190.079193
2029600.00 51006.1797 199.418045 1918.40088 2434.17969 1970.54065 5831.76660 1941.30981 -48.9720421 -7.61616516 268.373810 -190.170853
2029800.00 51006.1797 195.522614 2765.47339 2386.63062 1932.73547 6376.52637 1893.44714 -38.6611290 -7.61616516 268.328003 -190.378555
2030000.00 51006.1797 199.585541 2508.79199 2436.22437 1958.26758 6260.71387 1919.35840 -39.1309509 -7.61616516 268.720215 -190.680099
2030200.00 51006.1797 202.317505 3122.45776 2469.57202 1943.67200 6735.95557 1904.64514 -38.3951797 -7.61616516 268.204834 -190.782791
2030400.00 51006.1797 196.400558 2906.57397 2397.34717 1934.64905 6494.11768 1909.65295 -52.2663994 -7.61616516 268.104950 -190.842422
2030600.00 51006.1797 198.655396 2721.56396 2424.87061 1956.53625 6405.90430 1916.81348 -38.0011597 -7.61616516 268.468323 -190.744278
2030800.00 51006.1797 201.072845 2227.51660 2454.37891 1995.12073 6106.48877 1947.42896 -29.7855015 -7.61616516 268.161591 -190.684402
2031000.00 51006.1797 197.769852 2271.11890 2414.06128 1927.86194 6031.34668 1900.56616 -49.9364853 -7.61616516 267.707214 -190.474960
2031200.00 51006.1797 200.442169 2608.88013 2446.68091 1922.57153 6309.92725 1905.88977 -60.4450111 -7.61616516 267.651306 -190.524551
2031400.00 51006.1797 202.099152 2726.94800 2466.90649 1930.45740 6425.86621 1897.68835 -44.6250687 -7.61616516 267.974487 -190.580399
2031600.00 51006.1797 201.382645 2884.02710 2458.16040 1932.67773 6536.18750 1914.44958 -59.6778717 -7.61616516 268.467773 -190.561752
2031800.00 51006.1797 199.588577 2824.79565 2436.26147 1931.32971 6468.87988 1904.11011 -50.4630127 -7.61616516 267.976257 -190.293671
2032000.00 51006.1797 203.641418 3003.72876 2485.73218 1959.82837 6679.95264 1935.46033 -54.0915031 -7.61616516 268.627930 -190.168304
2032200.00 51006.1797 195.909348 2036.37622 2391.35132 1953.61597 5859.77197 1912.92859 -37.9007378 -7.61616516 268.754883 -190.166763
2032400.00 51006.1797 201.139450 2264.92651 2455.19189 1960.49365 6100.50293 1925.94482 -43.5177803 -7.61616516 268.168640 -190.101929
2032600.00 51006.1797 207.213104 3544.83032 2529.32959 1883.46313 7049.69580 1862.09375 -56.6106567 -7.61616516 268.083832 -190.103821
2032800.00 51006.1797 199.385956 4000.96118 2433.78809 1929.74951 7339.74365 1894.76648 -43.3320465 -7.61616516 268.253418 -189.938339
2033000.00 51006.1797 203.703766 3354.41309 2486.49292 1958.21326 6939.96289 1932.06934 -52.7156944 -7.61616516 268.526886 -189.667160
2033200.00 51006.1797 199.425964 2687.84375 2434.27637 1938.95557 6372.64600 1912.60913 -52.7814941 -7.61616516 268.961090 -189.833069
2033400.00 51006.1797 201.983582 3174.55225 2465.49585 1908.17065 6735.12939 1864.69604 -35.0900955 -7.61616516 268.398956 -189.834366
2033600.00 51006.1797 203.675644 2518.57910 2486.14990 1958.80212 6318.45410 1908.26318 -28.3226223 -7.61616516 268.709686 -189.848206
2033800.00 51006.1797 196.415283 1233.02954 2397.52686 1941.32727 5256.07129 1911.01746 -48.1566353 -7.61616516 268.479553 -190.013123
2034000.00 51006.1797 199.508087 1673.74414 2435.27881 1956.49133 5636.82324 1913.39587 -34.9480515 -7.61616516 268.117767 -190.074265
2034200.00 51006.1797 200.553879 2119.46069 2448.04443 1961.64709 5986.30029 1904.23230 -20.5620441 -7.61616516 267.860443 -189.883545
2034400.00 51006.1797 196.198380 1872.82166 2394.87939 1918.73926 5706.75977 1876.38062 -36.3229675 -7.61616516 268.684692 -190.003098
2034600.00 51006.1797 198.533966 1663.97131 2423.38843 1938.88550 5600.05713 1884.50647 -23.9085560 -7.61616516 268.352753 -190.065186
2034800.00 51006.1797 202.310516 1792.00159 2469.48633 1916.43848 5718.94629 1889.01416 -50.6684875 -7.61616516 268.288635 -190.195816
2035000.00 51006.1797 196.998016 2185.90723 2404.63989 1906.88757 5937.56445 1883.32434 -54.8717880 -7.61616516 268.459747 -190.024719
2035200.00 51006.1797 203.114655 2059.00830 2479.30225 1941.24487 5952.18750 1910.32153 -47.1586838 -7.61616516 268.132965 -190.050949
2035400.00 51006.1797 199.003281 2703.66455 2429.11694 1947.68372 6387.98291 1902.40222 -33.4927292 -7.61616516 268.798401 -190.024170
2035600.00 51006.1797 197.181885 3604.89868 2406.88452 1920.87134 7009.34180 1875.56299 -33.5535736 -7.61616516 268.784973 -189.923096
2035800.00 51006.1797 202.029953 3754.52319 2466.06177 1959.74927 7218.69873 1919.22864 -38.0763550 -7.61616516 268.590912 -189.993835
2036000.00 51006.1797 197.599960 2327.02319 2411.98755 1922.20679 6065.20361 1899.23779 -54.5760117 -7.61616516 267.879517 -190.334503
2036200.00 51006.1797 204.894806 2553.06934 2501.03149 1920.43372 6320.62402 1892.32666 -49.4947014 -7.61616516 268.037476 -190.435745
2036400.00 51006.1797 199.066803 2806.24268 2429.89233 1953.85974 6471.23975 1915.96265 -39.6637802 -7.61616516 267.969147 -190.408325
2036600.00 51006.1797 196.944031 2364.36450 2403.98096 1944.72803 6107.49512 1912.23352 -45.4657707 -7.61616516 268.238007 -190.277740
2036800.00 51006.1797 201.891174 1763.51196 2464.36792 1991.15564 5767.35205 1948.24805 -35.5081711 -7.61616516 268.554291 -190.138550
2037000.00 51006.1797 201.168259 1811.30994 2455.54370 1923.07422 5726.00195 1883.68335 -38.0841904 -7.61616516 267.871002 -190.395935
2037200.00 51006.1797 198.582230 1996.44226 2423.97754 1957.75146 5866.82812 1929.93445 -49.9128532 -7.61616516 268.083099 -190.353241
2037400.00 51006.1797 199.302643 890.397095 2432.77100 1967.44055 5062.55371 1939.04761 -49.8474083 -7.61616516 268.645782 -190.405487
2037600.00 51006.1797 199.612457 696.885925 2436.55298 1923.92554 4878.87305 1908.09961 -62.4945412 -7.61616516 268.444366 -190.123901
2037800.00 51006.1797 198.586243 1929.23450 2424.02661 1931.56543 5790.69727 1888.54773 -35.6876411 -7.61616516 268.593353 -189.887924
2038000.00 51006.1797 203.108734 2645.23438 2479.22998 1942.03455 6388.98242 1923.42175 -59.6061287 -7.61616516 268.368439 -190.149673
2038200.00 51006.1797 195.302597 2466.91479 2383.94507 1961.77698 6180.79297 1932.88281 -48.9198685 -7.61616516 268.057251 -190.243179
2038400.00 51006.1797 199.279434 2823.96509 2432.48779 1968.74597 6501.90479 1929.37390 -38.4319305 -7.61616516 268.122101 -190.318039
2038600.00 51006.1797 203.288773 3554.59375 2481.42749 1906.54175 7032.13477 1884.31604 -55.8401947 -7.61616516 268.451263 -190.385345
