Step Volume Temp Press KinEng PotEng Enthalpy E_mol E_vdwl E_tail E_coul E_long
1500200.00 48707.5078 194.216034 3300.67236 2370.68188 1984.33459 6699.64600 1930.09888 -25.5484276 -7.97559738 270.172333 -190.388229
1500400.00 48707.5078 200.628952 2358.22998 2448.96069 1997.07568 6121.20264 1932.76892 -14.8427753 -7.97559738 269.773163 -190.623535
1500600.00 48707.5078 199.672363 2955.34912 2437.28418 1989.79358 6526.40723 1930.74329 -19.3433666 -7.97559738 269.332855 -190.939163
1500800.00 48707.5078 198.096710 3842.00269 2418.05103 1884.41846 7031.63232 1845.14355 -39.1868477 -7.97559738 269.358246 -190.896530
1501000.00 48707.5078 197.627625 4023.44653 2412.32520 1988.82776 7259.20459 1937.41699 -26.3146381 -7.97559738 268.883759 -191.158356
1501200.00 48707.5078 202.476440 3364.08911 2471.51196 1986.42456 6847.61426 1939.48096 -30.4714222 -7.97559738 268.658600 -191.243439
1501400.00 48707.5078 195.547684 3363.99902 2386.93652 1958.80701 6735.35693 1902.26294 -21.2207565 -7.97559738 268.911865 -191.147003
1501600.00 48707.5078 201.489014 3972.56128 2459.45898 1938.23389 7219.59814 1897.89111 -36.9542618 -7.97559738 268.371002 -191.073914
1501800.00 48707.5078 202.807556 4174.29443 2475.55347 1918.51050 7359.27002 1871.04602 -30.6026592 -7.97559738 269.115143 -191.047974
1502000.00 48707.5078 195.404114 3793.81812 2385.18408 1925.67896 7005.79834 1862.47217 -14.9743176 -7.97559738 269.282990 -191.101883
1502200.00 48707.5078 200.576828 3210.86450 2448.32446 1960.15308 6689.31201 1914.08044 -32.3329277 -7.97559738 269.429169 -191.023712
1502400.00 48707.5078 200.597336 3868.30933 2448.57471 1943.10254 7139.52734 1891.01147 -25.9553566 -7.97559738 269.151489 -191.105103
1502600.00 48707.5078 193.645416 3770.97852 2363.71680 1963.75085 7006.17871 1913.60828 -27.4275246 -7.97559738 268.734436 -191.164337
1502800.00 48707.5078 200.437347 3289.54883 2446.62183 1989.91870 6773.26855 1933.09668 -21.0676918 -7.97559738 269.214325 -191.324646
1503000.00 48707.5078 198.350082 2896.10376 2421.14380 1975.32849 6453.71680 1919.31970 -21.2962875 -7.97559738 268.743805 -191.438675
1503200.00 48707.5078 194.759232 3412.32446 2377.31250 1913.75659 6715.01074 1858.78723 -22.5943775 -7.97559738 268.855682 -191.291870
1503400.00 48707.5078 196.094193 3386.92212 2393.60742 2000.39233 6799.89648 1960.01172 -37.1397667 -7.97559738 268.763855 -191.243484
1503600.00 48707.5078 198.506866 3453.97339 2423.05762 2007.41736 6884.00146 1955.52881 -25.7073498 -7.97559738 268.841888 -191.245941
1503800.00 48707.5078 198.349564 3717.23950 2421.13770 1964.00439 7025.67969 1929.44983 -43.4627686 -7.97559738 269.146301 -191.128845
1504000.00 48707.5078 196.908463 4269.67529 2403.54688 1973.46814 7409.97461 1928.72534 -32.9936028 -7.97559738 268.906891 -191.170456
1504200.00 48707.5078 201.634598 4218.41797 2461.23608 1978.46826 7436.25342 1930.02234 -28.8139229 -7.97559738 268.533478 -191.273514
1504400.00 48707.5078 200.745117 3260.01831 2450.37866 1914.55371 6680.68311 1861.14746 -23.5225048 -7.97559738 268.297333 -191.368607
1504600.00 48707.5078 196.022049 2493.58130 2392.72681 1960.23682 6124.27686 1922.60486 -39.8374062 -7.97559738 268.719940 -191.250717
1504800.00 48707.5078 202.060516 3285.49927 2466.43506 1993.12781 6793.41406 1946.69995 -31.2267933 -7.97559738 268.754669 -191.100067
1505000.00 48707.5078 199.033157 2705.24854 2429.48169 1954.07922 6305.23145 1907.76123 -31.4435844 -7.97559738 268.926483 -191.164902
1505200.00 48707.5078 201.023712 2192.00732 2453.77930 1960.36475 5971.23438 1914.23584 -31.2492256 -7.97559738 268.591125 -191.213013
1505400.00 48707.5078 201.284378 2746.67798 2456.96118 1966.95227 6375.01318 1920.24060 -31.1647243 -7.97559738 268.894745 -191.018326
1505600.00 48707.5078 197.155975 3054.23218 2406.56812 1953.07422 6529.21338 1903.13879 -28.6263275 -7.97559738 269.347473 -190.785736
1505800.00 48707.5078 203.187057 2905.40039 2480.18579 1992.98230 6537.01660 1949.90686 -35.0730019 -7.97559738 268.985962 -190.837433
1506000.00 48707.5078 197.983368 2461.24683 2416.66748 1991.28394 6156.29590 1933.58362 -19.8564835 -7.97559738 268.387756 -190.831024
1506200.00 48707.5078 200.626816 3243.85693 2448.93481 1968.78735 6721.99268 1928.16321 -37.0279922 -7.97559738 268.598145 -190.945908
1506400.00 48707.5078 201.271652 3615.17969 2456.80566 1976.89355 7001.73877 1924.92847 -25.4989433 -7.97559738 268.451691 -190.987656
1506600.00 48707.5078 199.435913 3685.84619 2434.39795 1924.55249 6977.18799 1871.34546 -25.1611385 -7.97559738 269.069336 -190.701035
1506800.00 48707.5078 202.608673 3180.30493 2473.12598 1979.71448 6711.96729 1933.03943 -32.3526573 -7.97559738 269.578094 -190.550293
1507000.00 48707.5078 199.506866 2640.17627 2435.26392 1990.75110 6301.46191 1936.42871 -24.1785297 -7.97559738 269.213562 -190.712555
1507200.00 48707.5078 200.321243 2597.64795 2445.20483 1969.87439 6260.31592 1918.09155 -27.2280865 -7.97559738 269.857605 -190.846603
1507400.00 48707.5078 202.393036 2866.33008 2470.49390 2042.85583 6549.44434 1994.29968 -30.4568195 -7.97559738 269.747925 -190.735016
1507600.00 48707.5078 196.667831 2659.93726 2400.60962 2005.06006 6295.15381 1948.57141 -21.1997643 -7.97559738 268.501801 -190.813354
1507800.00 48707.5078 200.632843 2299.93555 2449.00806 1964.26074 6047.02588 1904.18445 -17.7199574 -7.97559738 268.566742 -190.770569
1508000.00 48707.5078 206.789642 2825.96973 2524.16064 1979.31116 6510.89648 1944.63147 -43.4350052 -7.97559738 269.014221 -190.899506
1508200.00 48707.5078 201.157074 3278.32202 2455.40698 1968.56641 6752.72656 1924.18323 -33.8547249 -7.97559738 269.024078 -190.786133
1508400.00 48707.5078 196.528793 2999.02197 2398.91260 1977.27905 6506.54395 1932.77246 -33.8367424 -7.97559738 268.940918 -190.597427
1508600.00 48707.5078 205.662857 4039.77734 2510.40649 1970.42554 7350.48389 1929.20898 -37.5501556 -7.97559738 269.309235 -190.542603
1508800.00 48707.5078 198.853928 4210.76172 2427.29395 1968.04700 7386.45166 1925.23035 -35.6144714 -7.97559738 269.137878 -190.706787
1509000.00 48707.5078 199.219803 3979.74585 2431.76001 1974.72803 7233.49658 1935.30835 -39.0264702 -7.97559738 269.257477 -190.811417
1509200.00 48707.5078 200.056274 3619.43872 2441.97046 1987.13086 7000.16602 1931.41846 -22.4498024 -7.97559738 269.113953 -190.951675
1509400.00 48707.5078 197.385330 3085.42651 2409.36768 1969.06226 6570.15967 1912.97913 -20.9400330 -7.97559738 268.027191 -191.004059
1509600.00 48707.5078 202.205978 3405.50146 2468.21069 1949.94739 6837.25293 1913.59985 -41.5032043 -7.97559738 268.749786 -190.898987
1509800.00 48707.5078 201.185257 2790.35498 2455.75122 2009.57581 6447.45312 1964.74414 -33.0094566 -7.97559738 268.806427 -190.965408
1510000.00 48707.5078 195.382309 2786.42798 2384.91797 1972.89355 6337.14795 1923.65686 -27.9696960 -7.97559738 268.280243 -191.073715
1510200.00 48707.5078 204.035980 3715.98779 2490.54834 1946.04504 7076.24170 1899.02454 -30.4514275 -7.97559738 268.757599 -191.285599
1510400.00 48707.5078 200.348801 3660.17334 2445.54102 1977.25061 7022.79248 1930.66833 -30.1942406 -7.97559738 267.975647 -191.199127
1510600.00 48707.5078 199.053177 2633.44727 2429.72607 1946.98303 6247.37598 1905.19556 -35.2590981 -7.97559738 268.164154 -191.117615
1510800.00 48707.5078 202.367004 2520.92188 2470.17603 1976.04712 6236.95752 1923.54053 -25.2757015 -7.97559738 268.595123 -190.812805
1511000.00 48707.5078 201.842606 3677.60425 2463.77490 1970.71484 7046.87256 1909.65186 -17.3055649 -7.97559738 269.204681 -190.836105
1511200.00 48707.5078 196.570099 3528.21558 2399.41650 1940.81995 6846.50098 1898.07434 -35.8631706 -7.97559738 269.356354 -190.747620
1511400.00 48707.5078 201.582047 2732.85840 2460.59448 1957.50439 6359.38232 1929.26770 -50.4260826 -7.97559738 269.201324 -190.538467
1511600.00 48707.5078 201.695755 2942.83765 2461.98242 1942.86218 6495.28662 1893.51697 -28.7297382 -7.97559738 268.526245 -190.451385
1511800.00 48707.5078 201.016922 3275.76611 2453.69629 2026.93420 6807.56787 1976.94055 -28.5620728 -7.97559738 269.109467 -190.553635
1512000.00 48707.5078 202.265869 2303.62183 2468.94141 1988.85132 6094.16846 1936.68091 -25.9297829 -7.97559738 268.916199 -190.816055
