Step Volume Temp Press KinEng PotEng Enthalpy E_mol E_vdwl E_tail E_coul E_long
1600200.00 49161.6367 200.951401 3382.38867 2452.89648 1977.13525 6855.10986 1919.12744 -20.5992050 -7.90192318 269.491119 -190.884262
1600400.00 49161.6367 199.149918 4095.73633 2430.90698 1981.88586 7349.32129 1923.77307 -19.9244022 -7.90192318 268.840912 -190.803665
1600600.00 49161.6367 200.254196 3424.76855 2444.38623 1930.84399 6830.69336 1904.01331 -51.5513153 -7.90192318 269.161713 -190.779694
1600800.00 49161.6367 199.254654 3370.90088 2432.18530 1943.29138 6792.31836 1898.05847 -32.8244286 -7.90192318 268.805817 -190.748535
1601000.00 49161.6367 200.488586 4170.13281 2447.24731 2002.41919 7439.53516 1948.33228 -24.1479015 -7.90192318 268.943695 -190.708817
1601200.00 49161.6367 194.485245 3920.94409 2373.96802 1986.45398 7171.62939 1951.41785 -43.5180092 -7.90192318 269.301300 -190.747253
1601400.00 49161.6367 195.410828 2934.14795 2385.26611 1980.54614 6469.51416 1927.70886 -25.0031052 -7.90192318 268.628906 -190.788498
1601600.00 49161.6367 204.383453 3318.59546 2494.78955 1938.04626 6812.17627 1888.38086 -27.7921104 -7.90192318 268.243347 -190.785797
1601800.00 49161.6367 200.765625 3934.98633 2450.62891 1957.33716 7229.24121 1911.10474 -32.1326256 -7.90192318 269.059814 -190.694641
1602000.00 49161.6367 199.088242 3851.49316 2430.15405 1913.48511 7105.05225 1878.83167 -43.5367165 -7.90192318 268.806152 -190.615997
1602200.00 49161.6367 205.876434 3053.66602 2513.01367 1937.08093 6639.48779 1892.43884 -33.5501328 -7.90192318 268.978149 -190.785873
1602400.00 49161.6367 196.764923 2622.40381 2401.79492 1966.84241 6248.82764 1914.97644 -26.2671108 -7.90192318 269.041870 -190.908783
1602600.00 49161.6367 200.311798 3244.17261 2445.08936 1992.65491 6763.72510 1936.28772 -21.7601070 -7.90192318 269.013916 -190.886673
1602800.00 49161.6367 200.511093 2899.59790 2447.52222 1983.52844 6509.98096 1931.12476 -25.7429752 -7.90192318 269.050201 -190.903564
1603000.00 49161.6367 197.410187 2314.72241 2409.67090 1956.00232 6025.26465 1910.57495 -33.5515404 -7.90192318 269.726013 -190.747116
1603200.00 49161.6367 201.203506 1800.85547 2455.97388 1972.55676 5719.69385 1921.64197 -27.9565544 -7.90192318 269.468811 -190.597534
1603400.00 49161.6367 200.600952 3188.08667 2448.61890 1985.16199 6719.54980 1921.26880 -14.4211359 -7.90192318 269.003265 -190.688934
1603600.00 49161.6367 198.959885 3590.59009 2428.58716 1937.40173 6940.34180 1898.01660 -38.6761589 -7.90192318 268.954681 -190.893387
1603800.00 49161.6367 200.252289 3011.72485 2444.36304 1945.06677 6548.75244 1899.33289 -32.1299477 -7.90192318 268.771088 -190.907288
1604000.00 49161.6367 200.511826 2415.86279 2447.53101 1956.70654 6136.34375 1902.30969 -22.6937122 -7.90192318 268.163818 -191.073227
