Step Volume Temp Press KinEng PotEng Enthalpy E_mol E_vdwl E_tail E_coul E_long
1650200.00 49389.7500 201.796112 2389.17261 2463.20752 1952.52991 6136.65576 1913.43115 -38.8894730 -7.86542702 268.476959 -190.488663
1650400.00 49389.7500 205.878006 3286.89014 2513.03271 1975.32031 6855.89648 1940.85181 -44.0147476 -7.86542702 268.940674 -190.457413
1650600.00 49389.7500 200.170654 4167.03418 2443.36670 1945.17444 7390.05078 1918.31323 -50.8222847 -7.86542702 268.307953 -190.624466
1650800.00 49389.7500 200.857773 3819.33569 2451.75366 1949.75403 7152.57080 1915.99939 -43.8658333 -7.86542702 268.279144 -190.658768
1651000.00 49389.7500 204.253281 3814.46606 2493.20068 1955.25940 7196.01562 1925.34045 -48.1461334 -7.86542702 268.623291 -190.558167
1651200.00 49389.7500 201.628662 3729.40869 2461.16357 1946.92529 7094.37744 1920.21301 -51.9352951 -7.86542702 269.186493 -190.538895
1651400.00 49389.7500 201.405548 3292.41187 2458.44019 1956.90967 6786.87012 1928.47009 -50.0310974 -7.86542702 269.175873 -190.705246
1651600.00 49389.7500 201.292023 2564.18335 2457.05444 1980.35400 6284.38672 1946.47400 -43.8992081 -7.86542702 268.656128 -190.876862
1651800.00 49389.7500 203.827789 1576.52173 2488.00708 2016.98047 5640.55420 1981.48315 -42.3980331 -7.86542702 268.738525 -190.843140
1652000.00 49389.7500 197.562057 2671.95801 2411.52490 1979.43970 6315.57275 1953.96887 -53.5702820 -7.86542702 269.664795 -190.623688
1652200.00 49389.7500 202.471085 3568.09082 2471.44653 1950.48438 6992.02246 1911.07996 -39.2718620 -7.86542702 268.979858 -190.303513
1652400.00 49389.7500 202.076508 2757.01904 2466.63013 2009.58655 6462.09424 1965.41565 -35.0231133 -7.86542702 269.303162 -190.109146
1652600.00 49389.7500 196.703934 2922.97461 2401.05029 2024.83936 6531.30469 1988.43884 -43.0016365 -7.86542702 269.610779 -190.208649
1652800.00 49389.7500 196.396286 3803.00073 2397.29492 2009.03247 7145.62451 1955.20361 -24.7608719 -7.86542702 268.906586 -190.316895
