Step Volume Temp Press KinEng PotEng Enthalpy E_mol E_vdwl E_tail E_coul E_long
1150200.00 47139.9375 201.932343 4123.50830 2464.87061 1971.08777 7270.81934 1908.04175 -14.5743132 -8.24081516 268.933624 -191.313339
1150400.00 47139.9375 198.910583 3331.79688 2427.98560 1994.71094 6713.26562 1916.73413 -0.475979269 -8.24081516 269.578430 -191.125656
1150600.00 47139.9375 206.392075 3874.19360 2519.30786 2018.09338 7200.86133 1946.08459 -5.83547926 -8.24081516 269.052521 -191.208252
1150800.00 47139.9375 200.763397 2960.16772 2450.60181 1989.23755 6474.91797 1931.23511 -20.2354851 -8.24081516 269.588745 -191.350754
1151000.00 47139.9375 199.497253 1730.71094 2435.14673 1957.81360 5582.80273 1894.53564 -14.8627090 -8.24081516 269.583405 -191.442871
1151200.00 47139.9375 203.278214 1722.80444 2481.29858 2008.75232 5674.45752 1938.67200 -7.73037148 -8.24081516 269.410736 -191.600082
1151400.00 47139.9375 198.939713 2550.07764 2428.34106 2027.87195 6209.35986 1950.07104 3.68479118E-02 -8.24081516 269.430817 -191.666809
1151600.00 47139.9375 199.348953 2554.63110 2433.33643 1991.08179 6180.69531 1928.19763 -14.5734377 -8.24081516 269.166565 -191.708923
1151800.00 47139.9375 196.411148 2657.80029 2397.47632 1964.87781 6189.55908 1896.03516 -8.78450871 -8.24081516 269.256195 -191.629089
1152000.00 47139.9375 203.878983 3516.80273 2488.63184 1986.12024 6892.51025 1909.67688 -1.20574856 -8.24081516 269.158966 -191.509857
1152200.00 47139.9375 200.552521 3678.77734 2448.02759 1975.32788 6952.46973 1911.58875 -14.1337852 -8.24081516 269.520294 -191.647263
1152400.00 47139.9375 196.109512 3905.12622 2393.79443 1994.94666 7073.46680 1935.37524 -18.6602592 -8.24081516 269.851898 -191.620270
1152600.00 47139.9375 200.695496 3470.85547 2449.77295 1988.77380 6824.71680 1931.60242 -20.2430077 -8.24081516 269.071991 -191.657593
1152800.00 47139.9375 200.064255 3747.44800 2442.06787 1957.93945 6976.33105 1903.05298 -22.3405819 -8.24081516 268.936371 -191.709290
1153000.00 47139.9375 199.809540 3806.36475 2438.95850 1964.08972 7019.87695 1895.43091 -8.44286633 -8.24081516 268.953400 -191.851715
1153200.00 47139.9375 201.268784 3085.67505 2456.77075 2003.27905 6581.41309 1924.79504 1.28788257 -8.24081516 269.188934 -191.992691
1153400.00 47139.9375 195.656906 2863.92896 2388.26978 1963.02551 6320.21094 1908.17700 -22.3146133 -8.24081516 269.038086 -191.874954
1153600.00 47139.9375 198.414795 2894.05908 2421.93359 1975.64563 6387.20898 1930.36829 -31.9235401 -8.24081516 269.038391 -191.837631
1153800.00 47139.9375 201.271454 3243.26978 2456.80347 2011.55176 6698.06299 1957.54443 -23.8869343 -8.24081516 269.589691 -191.695404
1154000.00 47139.9375 198.082397 2864.59912 2417.87622 1940.57898 6327.83154 1885.71106 -23.0753288 -8.24081516 269.593262 -191.650085
1154200.00 47139.9375 199.249115 2458.77588 2432.11768 1985.23694 6107.73242 1916.98254 -9.68568420 -8.24081516 269.517609 -191.577682
1154400.00 47139.9375 203.073151 2507.12036 2478.79541 1969.63867 6172.04834 1909.00806 -17.4734192 -8.24081516 269.463593 -191.359558
1154600.00 47139.9375 196.926483 2627.62573 2403.76685 1965.15479 6175.38184 1884.11707 2.79278779 -8.24081516 269.613770 -191.368881
1154800.00 47139.9375 196.838470 2135.20020 2402.69238 2010.61414 5881.23047 1939.38135 -6.93306065 -8.24081516 269.516174 -191.350449
1155000.00 47139.9375 197.312698 3155.80981 2408.48120 2028.86780 6606.92920 1950.74280 8.98300484E-02 -8.24081516 269.358612 -191.323410
1155200.00 47139.9375 197.330475 3453.27490 2408.69824 1964.12244 6746.90430 1904.93066 -18.9325829 -8.24081516 269.371490 -191.247223
1155400.00 47139.9375 197.262192 3218.07788 2407.86450 1995.03088 6615.28418 1942.14294 -26.0881748 -8.24081516 270.068451 -191.092422
1155600.00 47139.9375 202.171066 3368.96387 2467.78442 1992.17151 6776.07666 1920.43091 -7.47713804 -8.24081516 269.948822 -190.731110
1155800.00 47139.9375 194.909973 4112.62354 2379.15234 1996.65222 7203.18213 1918.07410 -0.334116369 -8.24081516 269.725708 -190.813538
1156000.00 47139.9375 199.218765 4871.95068 2431.74731 1994.34302 7775.49609 1922.32202 -7.44313908 -8.24081516 270.437653 -190.973587
1156200.00 47139.9375 197.601990 4474.73438 2412.01221 2027.69421 7516.03076 1952.34839 -3.92568398 -8.24081516 270.231812 -190.960312
1156400.00 47139.9375 200.020935 3531.34717 2441.53882 1955.86145 6825.15771 1886.37891 -9.46268177 -8.24081516 270.105072 -191.159760
1156600.00 47139.9375 201.020340 3854.61621 2453.73804 2044.31555 7148.05469 1978.60632 -12.9226427 -8.24081516 269.889984 -191.258057
1156800.00 47139.9375 202.150894 4245.24268 2467.53809 1950.72314 7336.81348 1885.81335 -13.9285049 -8.24081516 270.045502 -191.207230
1157000.00 47139.9375 202.342438 3229.53101 2469.87622 1998.73560 6688.87451 1939.10095 -19.3789253 -8.24081516 270.053955 -191.040497
1157200.00 47139.9375 203.488953 3220.39746 2483.87109 1992.17981 6690.03418 1921.20288 -8.13638496 -8.24081516 270.255432 -191.142166
1157400.00 47139.9375 198.917725 3161.40601 2428.07275 1990.95435 6592.45459 1918.32849 -6.34796810 -8.24081516 270.192688 -191.218872
1157600.00 47139.9375 204.024597 3893.79517 2490.40942 1950.08313 7117.42871 1893.13086 -21.5062275 -8.24081516 269.718201 -191.259705
1157800.00 47139.9375 202.565903 3832.05615 2472.60400 2016.95129 7124.04639 1955.35925 -17.2445698 -8.24081516 270.182922 -191.346283
1158000.00 47139.9375 200.712860 3327.42871 2449.98511 1926.10828 6663.65918 1848.36475 -1.17190850 -8.24081516 270.255219 -191.339813
1158200.00 47139.9375 203.212952 3253.19189 2480.50195 1981.53455 6698.56592 1909.25867 -6.11889267 -8.24081516 269.722717 -191.327911
1158400.00 47139.9375 195.665283 3299.01538 2388.37231 1993.00635 6649.41064 1917.06946 -2.23556733 -8.24081516 269.606415 -191.433929
1158600.00 47139.9375 196.942978 2921.97363 2403.96826 1979.21362 6392.00244 1904.52075 -3.39955258 -8.24081516 269.584747 -191.492355
1158800.00 47139.9375 204.255066 3826.57202 2493.22241 1952.68518 7076.62842 1889.61914 -15.0243511 -8.24081516 269.692108 -191.601776
1159000.00 47139.9375 196.796707 4176.37158 2402.18262 2003.85242 7277.23877 1932.72180 -7.12434530 -8.24081516 269.934021 -191.679016
1159200.00 47139.9375 201.077667 4448.65039 2454.43799 1930.65710 7443.48730 1871.26672 -18.8040848 -8.24081516 269.835052 -191.640549
1159400.00 47139.9375 203.160126 4493.30762 2479.85718 1990.78467 7559.73535 1913.93640 -1.28458285 -8.24081516 269.667053 -191.534164
1159600.00 47139.9375 196.903625 3926.62866 2403.48779 1986.50366 7089.50000 1910.38025 -2.26224995 -8.24081516 270.027588 -191.642014
1159800.00 47139.9375 201.953903 3840.64966 2465.13354 1999.93005 7105.46289 1925.49353 -3.61447120 -8.24081516 269.665771 -191.614777
1160000.00 47139.9375 203.461639 3594.34253 2483.53760 1952.21899 6906.82275 1889.10181 -14.9616451 -8.24081516 269.659515 -191.580658
1160200.00 47139.9375 201.775253 3819.40015 2462.95288 1927.20679 7015.94971 1874.35449 -25.5473557 -8.24081516 269.714294 -191.314651
1160400.00 47139.9375 200.679352 3166.33643 2449.57593 1989.74646 6616.13916 1926.61731 -15.1607924 -8.24081516 269.549103 -191.259201
1160600.00 47139.9375 204.318222 3032.07397 2493.99341 1986.20874 6564.71533 1922.35156 -14.0183144 -8.24081516 269.384399 -191.508957
1160800.00 47139.9375 200.421417 2948.78418 2446.42725 1976.75183 6450.43213 1909.21655 -9.31589317 -8.24081516 268.542084 -191.690887
1161000.00 47139.9375 202.220062 2399.07446 2468.38232 2007.74805 6125.46436 1936.39832 -5.72638941 -8.24081516 269.001465 -191.925323
1161200.00 47139.9375 205.816177 2849.24536 2512.27808 2024.05859 6495.15771 1957.62158 -10.7198467 -8.24081516 268.932983 -191.776093
1161400.00 47139.9375 198.645157 3385.84570 2424.74561 1987.53467 6740.00732 1921.70398 -11.7468224 -8.24081516 269.208740 -191.631195
1161600.00 47139.9375 200.175049 4261.29004 2443.42017 2028.94604 7401.95020 1963.34839 -12.8471756 -8.24081516 269.813934 -191.369003
1161800.00 47139.9375 200.670898 3970.83032 2449.47266 1988.44275 7167.81201 1927.61194 -18.0625610 -8.24081516 270.158203 -191.264694
1162000.00 47139.9375 197.168396 3480.87793 2406.71973 1973.17883 6772.95898 1906.88416 -13.0255976 -8.24081516 270.537933 -191.217636
1162200.00 47139.9375 197.314255 3493.70996 2408.50024 2054.91528 6865.29785 1986.15820 -9.73022556 -8.24081516 269.855377 -191.368011
1162400.00 47139.9375 195.233673 4000.87109 2383.10352 1988.19373 7121.84668 1911.94897 -2.29598522 -8.24081516 269.974152 -191.433456
1162600.00 47139.9375 197.348770 2949.60962 2408.92139 1987.13245 6423.87402 1915.45898 -6.58506298 -8.24081516 269.610748 -191.352310
1162800.00 47139.9375 204.965759 2706.36182 2501.89771 1941.29346 6303.78125 1875.28320 -11.6298218 -8.24081516 269.149536 -191.509430
1163000.00 47139.9375 197.576965 2941.95361 2411.70679 1995.41187 6429.67529 1916.93433 1.02393961 -8.24081516 269.208374 -191.754776
1163200.00 47139.9375 202.344986 3537.40454 2469.90723 1997.34045 6899.16943 1930.31726 -10.6650314 -8.24081516 269.364044 -191.675903
1163400.00 47139.9375 199.823166 2855.91602 2439.12476 1983.43701 6385.96875 1910.60254 -5.56503248 -8.24081516 269.755737 -191.356293
1163600.00 47139.9375 200.182556 2922.61108 2443.51172 1964.11963 6416.89062 1890.88220 -5.35644388 -8.24081516 269.835114 -191.241196
1163800.00 47139.9375 198.331665 2807.22925 2420.91895 2022.26489 6373.11914 1960.38989 -16.7109318 -8.24081516 269.700928 -191.114975
1164000.00 47139.9375 198.011185 3341.03271 2417.00708 2009.46106 6723.38672 1924.82361 5.91167974 -8.24081516 269.828522 -191.102646
1164200.00 47139.9375 202.145386 2988.03613 2467.47095 2046.62805 6568.33691 1980.73792 -13.3938866 -8.24081516 270.267639 -190.983688
1164400.00 47139.9375 197.767303 3431.21582 2414.03027 1993.60339 6766.55176 1923.48987 -8.41771603 -8.24081516 269.651184 -191.119995
1164600.00 47139.9375 202.414566 4220.26514 2470.75659 1948.32983 7320.46631 1891.38147 -21.7423344 -8.24081516 269.783386 -191.092728
1164800.00 47139.9375 203.222153 4729.87549 2480.61450 1985.69226 7718.03760 1921.49280 -14.9581261 -8.24081516 270.107697 -190.950073
1165000.00 47139.9375 198.806473 3866.04858 2426.71460 1984.62207 7069.19727 1922.78442 -17.3378143 -8.24081516 270.319489 -191.143967
1165200.00 47139.9375 196.404572 3589.70239 2397.39600 2011.50366 6876.77588 1922.94067 9.73360157 -8.24081516 270.159668 -191.330276
1165400.00 47139.9375 202.642120 3680.99438 2473.53418 1980.35315 6984.52539 1910.15076 -8.14012051 -8.24081516 269.671265 -191.328873
1165600.00 47139.9375 201.920975 4181.08594 2464.73169 1955.42456 7294.60059 1881.26660 -3.67428088 -8.24081516 268.945557 -191.113358
1165800.00 47139.9375 196.949966 4205.40527 2404.05322 1922.67078 7217.88818 1867.79578 -23.5897121 -8.24081516 269.476410 -191.011673
1166000.00 47139.9375 200.531372 3685.85376 2447.76953 1996.24023 6977.98877 1933.49438 -15.8865423 -8.24081516 269.653687 -191.021347
1166200.00 47139.9375 201.030807 4105.51025 2453.86597 1954.07983 7230.43311 1894.38135 -18.6236229 -8.24081516 269.246246 -190.924133
1166400.00 47139.9375 198.087723 4551.25098 2417.94141 1947.12244 7493.99219 1883.61523 -14.2233524 -8.24081516 268.878662 -191.148178
1166600.00 47139.9375 202.916000 3221.98999 2476.87720 2001.74866 6693.70410 1923.06384 0.277003765 -8.24081516 269.355408 -190.947495
1166800.00 47139.9375 198.422348 3104.63794 2422.02588 1990.16052 6546.58643 1927.65857 -16.5853386 -8.24081516 270.239044 -191.151855
1167000.00 47139.9375 198.171524 3373.23462 2418.96436 1947.34326 6685.36426 1896.06873 -27.5187721 -8.24081516 270.006287 -191.212997
1167200.00 47139.9375 203.144760 3610.74561 2479.66968 1989.58069 6951.59326 1916.95923 -6.40456152 -8.24081516 269.968689 -190.942627
1167400.00 47139.9375 199.606552 2513.94678 2436.48071 1974.32141 6139.10938 1927.95947 -31.7607231 -8.24081516 269.288910 -191.166275
1167600.00 47139.9375 197.932907 3472.74829 2416.05151 1970.52039 6774.04346 1917.62598 -24.7766628 -8.24081516 268.886139 -191.215073
