Step Volume Temp Press KinEng PotEng Enthalpy E_mol E_vdwl E_tail E_coul E_long
1900200.00 50540.8203 200.436096 2301.83862 2446.60669 1990.28772 6133.54736 1949.37561 -37.4404335 -7.68629122 268.678772 -190.326187
1900400.00 50540.8203 200.690079 2118.51001 2449.70679 1996.28162 6007.51270 1963.82690 -45.9276581 -7.68629122 268.843048 -190.460724
1900600.00 50540.8203 196.895691 2243.15527 2403.39111 1957.94556 6014.73486 1925.94165 -46.0163918 -7.68629122 268.646729 -190.626495
1900800.00 50540.8203 197.026535 2476.14087 2404.98804 2021.98035 6252.09717 1990.72327 -46.7066116 -7.68629122 268.571869 -190.608246
1901000.00 50540.8203 202.760956 2703.79419 2474.98486 1931.11975 6399.03369 1910.85425 -57.3509254 -7.68629122 268.126740 -190.510452
1901200.00 50540.8203 198.367844 1933.18237 2421.36060 1979.69714 5825.97949 1943.21301 -40.5012474 -7.68629122 267.569885 -190.584473
1901400.00 50540.8203 201.951126 2123.84985 2465.09961 1973.01221 6003.57178 1948.88354 -53.3978004 -7.68629122 268.121246 -190.594788
1901600.00 50540.8203 196.150253 2655.16528 2394.29199 1951.31775 6302.69482 1905.88782 -32.6061935 -7.68629122 268.596649 -190.560562
1901800.00 50540.8203 205.723297 2023.68005 2511.14429 1938.51123 5941.28223 1906.85803 -45.8126984 -7.68629122 268.085968 -190.620071
1902000.00 50540.8203 198.384354 2587.96240 2421.56201 1976.04321 6305.15625 1938.10437 -40.1548233 -7.68629122 268.850800 -190.757126
1902200.00 50540.8203 196.864807 2715.37891 2403.01392 1962.83118 6367.31299 1923.86475 -38.7656555 -7.68629122 268.497986 -190.765884
1902400.00 50540.8203 206.317825 3234.82227 2518.40161 1954.58459 6857.32861 1912.25134 -34.7598190 -7.68629122 267.787994 -190.695007
1902600.00 50540.8203 201.686691 2466.05103 2461.87183 1911.42773 6190.99121 1887.45715 -54.0554352 -7.68629122 268.550476 -190.524445
1902800.00 50540.8203 199.285416 1929.28235 2432.56079 1966.21436 5820.82227 1924.25183 -36.0970459 -7.68629122 268.291534 -190.231857
1903000.00 50540.8203 204.132843 2516.80933 2491.73071 1955.75232 6302.58789 1942.66785 -65.0044098 -7.68629122 268.229401 -190.140564
1903200.00 50540.8203 197.921570 2691.67090 2415.91309 1960.20129 6360.10791 1929.23486 -47.2526245 -7.68629122 268.451050 -190.231979
