Step Volume Press KinEng PotEng Enthalpy E_mol E_vdwl E_tail E_coul E_long
1350200.00 50078.2891 -26077.8965 2420.69971 2356.35400 -14268.6904 2341.02002 -61.9446793 -7.75728321 267.726959 -190.448196
1350400.00 50078.2891 -26621.6152 2482.70825 2361.57178 -14598.5635 2368.17383 -83.8157425 -7.75728321 267.534454 -190.320892
1350600.00 50078.2891 -25865.5879 2435.95679 2397.83838 -14056.8906 2392.95825 -72.1285019 -7.75728321 267.646698 -190.638275
1350800.00 50078.2891 -25858.0957 2392.72388 2376.04907 -14116.4414 2370.39551 -71.4370270 -7.75728321 267.594818 -190.504425
1351000.00 50078.2891 -25701.5918 2475.27979 2397.43750 -13898.1963 2389.89795 -68.6187973 -7.75728321 266.900116 -190.741592
1351200.00 50078.2891 -25371.0703 2477.95117 2321.08960 -13730.4785 2321.33057 -76.0998688 -7.75728321 266.640442 -190.781586
1351400.00 50078.2891 -25378.5312 2411.29492 2377.49561 -13746.1777 2369.38257 -68.4293823 -7.75728321 267.331848 -190.789566
1351600.00 50078.2891 -25412.9258 2426.90137 2390.76611 -13742.4209 2382.03979 -68.1197510 -7.75728321 267.435089 -190.588882
1351800.00 50078.2891 -25685.8242 2435.50317 2401.12354 -13922.7695 2389.98853 -65.4599686 -7.75728321 267.103943 -190.508804
1352000.00 50078.2891 -25403.3398 2445.31274 2373.68262 -13734.0918 2358.63306 -61.2490005 -7.75728321 266.742310 -190.443634
1352200.00 50078.2891 -24401.7832 2471.69263 2340.63135 -13009.2861 2329.78589 -65.6179276 -7.75728321 267.111023 -190.647659
1352400.00 50078.2891 -24404.0000 2430.55396 2342.07861 -13050.5957 2323.61572 -58.8905220 -7.75728321 267.646606 -190.293182
1352600.00 50078.2891 -24937.2188 2422.52637 2311.29541 -13478.8389 2304.30664 -70.3505707 -7.75728321 267.682556 -190.343231
1352800.00 50078.2891 -25492.3105 2466.25049 2395.65161 -13756.1650 2381.12280 -63.0518646 -7.75728321 267.760162 -190.179565
1353000.00 50078.2891 -25862.5938 2424.98804 2398.26440 -14065.2471 2376.42896 -55.9031372 -7.75728321 267.834686 -190.096054
1353200.00 50078.2891 -26981.5625 2385.96533 2390.09717 -14929.6650 2391.42505 -79.1210175 -7.75728321 268.028442 -190.235413
1353400.00 50078.2891 -26665.9512 2478.19849 2397.06763 -14599.9570 2384.94800 -65.2646790 -7.75728321 267.521027 -190.136734
1353600.00 50078.2891 -25676.7324 2433.98706 2378.46729 -13940.3018 2357.06348 -56.0518646 -7.75728321 267.741577 -190.285812
1353800.00 50078.2891 -25372.0449 2438.56421 2346.22510 -13745.4414 2339.97485 -71.0699768 -7.75728321 267.549316 -190.229095
1354000.00 50078.2891 -25236.9199 2516.80884 2345.25757 -13569.4775 2331.90161 -63.6119614 -7.75728321 267.259552 -190.291443
1354200.00 50078.2891 -26218.9570 2447.88330 2378.30859 -14322.5742 2367.52246 -66.1494827 -7.75728321 267.245117 -190.309601
1354400.00 50078.2891 -26514.4824 2423.40991 2421.77466 -14519.4160 2411.17383 -65.7466507 -7.75728321 266.672302 -190.324799
1354600.00 50078.2891 -25661.7715 2467.28687 2423.23340 -13851.3105 2403.81201 -57.3670120 -7.75728321 267.142151 -190.353745
1354800.00 50078.2891 -25490.4434 2416.50439 2359.81006 -13840.3877 2344.84180 -62.2108536 -7.75728321 267.475708 -190.296677
1355000.00 50078.2891 -25996.1992 2430.60449 2405.22095 -14150.2520 2389.05542 -60.6428604 -7.75728321 267.004028 -190.195786
1355200.00 50078.2891 -25473.4941 2444.88428 2406.50293 -13752.9355 2383.04126 -54.0875626 -7.75728321 267.686554 -190.137314
1355400.00 50078.2891 -25750.5684 2475.23584 2357.36646 -13974.0801 2346.14307 -66.2579803 -7.75728321 267.750153 -190.268616
1355600.00 50078.2891 -26358.0625 2365.16577 2433.09473 -14452.0996 2407.56128 -51.8188667 -7.75728321 267.769318 -190.417053
1355800.00 50078.2891 -26543.4297 2476.80518 2411.84668 -14497.0898 2408.20898 -73.1775055 -7.75728321 267.386078 -190.570877
1356000.00 50078.2891 -25763.7617 2457.03076 2346.99585 -14012.2910 2330.61035 -59.4978447 -7.75728321 266.571716 -190.688461
1356200.00 50078.2891 -25984.0449 2452.08716 2357.41821 -14167.6953 2348.72827 -67.6851730 -7.75728321 266.974640 -190.599442
1356400.00 50078.2891 -25738.6230 2466.52539 2368.27954 -13963.1533 2359.18408 -67.0760117 -7.75728321 266.703705 -190.532455
1356600.00 50078.2891 -26049.5020 2393.50903 2365.79810 -14265.6982 2352.39795 -62.9440994 -7.75728321 266.799469 -190.455093
1356800.00 50078.2891 -26087.5371 2463.43506 2344.32324 -14245.0273 2339.44751 -71.8888626 -7.75728321 267.275177 -190.510773
1357000.00 50078.2891 -26374.9180 2466.17554 2399.05664 -14397.4385 2386.44922 -64.4770050 -7.75728321 267.667450 -190.583191
1357200.00 50078.2891 -26584.8203 2393.54419 2391.93262 -14630.4941 2382.61938 -67.3006287 -7.75728321 267.211304 -190.597321
1357400.00 50078.2891 -26921.6230 2426.86035 2423.68115 -14811.4102 2416.52368 -69.8584442 -7.75728321 267.452087 -190.436279
1357600.00 50078.2891 -26423.8203 2407.27319 2428.93481 -14462.1777 2415.01807 -62.7723770 -7.75728321 267.029907 -190.340744
1357800.00 50078.2891 -26579.4766 2466.41309 2422.88696 -14522.7676 2422.44409 -75.7077103 -7.75728321 266.693817 -190.543304
1358000.00 50078.2891 -26216.1855 2477.56982 2374.88867 -14294.2832 2379.97729 -80.8768158 -7.75728321 266.555817 -190.767838
1358200.00 50078.2891 -26131.5215 2456.32935 2348.54980 -14280.0293 2340.39673 -69.1556702 -7.75728321 267.828369 -190.519684
1358400.00 50078.2891 -25829.6953 2500.05859 2370.69849 -13993.7148 2363.39111 -69.9286957 -7.75728321 267.679199 -190.442978
1358600.00 50078.2891 -25330.8125 2437.39404 2389.43481 -13673.2891 2372.63843 -59.7886429 -7.75728321 267.039032 -190.453934
1358800.00 50078.2891 -25924.8906 2399.74023 2396.28613 -14137.9697 2387.67920 -68.5169144 -7.75728321 267.497192 -190.373352
1359000.00 50078.2891 -26366.6758 2439.29688 2462.13110 -14355.2227 2453.58350 -68.8561020 -7.75728321 267.588135 -190.184464
1359200.00 50078.2891 -26696.5684 2445.97388 2431.34253 -14620.2686 2420.90283 -66.9853592 -7.75728321 267.616364 -190.191254
1359400.00 50078.2891 -26617.8301 2452.03320 2392.53174 -14595.5146 2388.88281 -72.9966431 -7.75728321 267.001465 -190.355988
1359600.00 50078.2891 -26802.3555 2443.66260 2438.10107 -14693.0820 2441.34937 -79.5407639 -7.75728321 266.774597 -190.482117
1359800.00 50078.2891 -26565.6738 2471.38208 2428.46558 -14502.1387 2410.08228 -58.2730484 -7.75728321 267.215118 -190.558884
1360000.00 50078.2891 -26582.8945 2370.75317 2432.05859 -14611.7529 2427.15454 -71.8874283 -7.75728321 267.365051 -190.573364
1360200.00 50078.2891 -26179.4414 2450.46484 2437.59033 -14231.8506 2427.10498 -65.5285568 -7.75728321 266.736298 -190.722336
1360400.00 50078.2891 -26151.9219 2446.42261 2417.18457 -14236.2002 2410.05249 -69.9612885 -7.75728321 267.713501 -190.620178
1360600.00 50078.2891 -26700.0566 2414.05908 2419.34985 -14666.7236 2418.06665 -75.2402954 -7.75728321 267.191925 -190.668335
1360800.00 50078.2891 -27223.9492 2469.44922 2501.08203 -14912.2197 2501.67383 -77.3618774 -7.75728321 267.280334 -190.510284
