Step Volume Press KinEng PotEng Enthalpy E_mol E_vdwl E_tail E_coul E_long
1600200.00 50540.8242 -15729.7637 2452.89648 2151.69385 -6989.59961 2126.73608 -52.9269638 -7.68629122 268.342468 -190.457703
1600400.00 50540.8242 -14995.3662 2430.90698 2139.57129 -6482.39697 2114.68726 -52.4334145 -7.68629122 267.695953 -190.378265
1600600.00 50540.8242 -15650.8887 2444.38623 2100.95703 -6990.70898 2103.70874 -80.4106293 -7.68629122 268.012695 -190.353882
1600800.00 50540.8242 -15651.9785 2432.18530 2112.29565 -6992.37451 2098.76562 -63.8110466 -7.68629122 267.664703 -190.323578
1601000.00 50540.8242 -14904.6113 2447.24731 2157.40918 -6381.32471 2135.95410 -56.0599022 -7.68629122 267.797119 -190.282181
1601200.00 50540.8242 -15139.9141 2373.96802 2143.88452 -6641.56738 2139.15869 -73.1090927 -7.68629122 268.155457 -190.320618
1601400.00 50540.8242 -16186.4355 2385.26611 2160.51440 -7385.01611 2140.22559 -56.8330650 -7.68629122 267.487274 -190.365479
1601600.00 50540.8242 -15767.4883 2494.78955 2114.76758 -7012.43799 2097.31323 -59.2893372 -7.68629122 267.107178 -190.363403
1601800.00 50540.8242 -15148.6309 2450.62891 2119.85840 -6595.35791 2105.52393 -63.3118324 -7.68629122 267.915741 -190.269516
1602000.00 50540.8242 -15198.7852 2430.15405 2076.71631 -6695.94189 2072.69287 -73.4511032 -7.68629122 267.665680 -190.191116
1602200.00 50540.8242 -15986.9199 2513.01367 2115.47534 -7155.24707 2102.56128 -64.5621185 -7.68629122 267.836578 -190.360397
1602400.00 50540.8242 -16416.7090 2401.79492 2153.89917 -7544.83350 2134.53223 -58.0520439 -7.68629122 267.901733 -190.482651
1602600.00 50540.8242 -15825.0068 2445.08936 2167.30200 -7052.00098 2144.04248 -54.1492348 -7.68629122 267.868805 -190.459991
1602800.00 50540.8242 -16193.2168 2447.52222 2165.80713 -7322.46533 2146.11133 -57.7291832 -7.68629122 267.901398 -190.476471
1603000.00 50540.8242 -16760.1230 2409.67090 2147.34082 -7796.64111 2133.58374 -64.4955292 -7.68629122 268.573456 -190.320694
1603200.00 50540.8242 -17252.2031 2455.97388 2175.76343 -8084.62109 2156.95508 -59.3393364 -7.68629122 268.320038 -190.172333
1603400.00 50540.8242 -15887.3232 2448.61890 2161.30859 -7100.39697 2131.16309 -47.4501572 -7.68629122 267.862305 -190.266678
1603600.00 50540.8242 -15488.2412 2428.58716 2103.23169 -6884.34766 2094.77881 -68.8901367 -7.68629122 267.813568 -190.470413
1603800.00 50540.8242 -16092.4629 2444.36304 2123.34668 -7293.82080 2109.36694 -63.1669426 -7.68629122 267.629364 -190.482697
1604000.00 50540.8242 -16665.9492 2447.53101 2149.05371 -7687.65430 2127.32227 -54.6503029 -7.68629122 267.029602 -190.647873
1604200.00 50540.8242 -15575.9102 2497.93994 2181.45874 -6801.38721 2156.71094 -52.7740059 -7.68629122 267.989105 -190.467407
1604400.00 50540.8242 -15136.4785 2435.62207 2127.73682 -6593.52881 2100.52100 -50.1342201 -7.68629122 267.643250 -190.293213
1604600.00 50540.8242 -16155.0254 2415.62451 2148.56128 -7343.45801 2120.58740 -48.9188766 -7.68629122 267.277985 -190.385071
1604800.00 50540.8242 -15234.9512 2439.56348 2163.96240 -6625.94434 2137.11377 -50.2208290 -7.68629122 267.345856 -190.276413
1605000.00 50540.8242 -14574.8555 2437.62720 2122.64990 -6182.64551 2100.05176 -54.6462555 -7.68629122 267.639435 -190.394958
1605200.00 50540.8242 -15502.1895 2432.78979 2113.62256 -6880.03467 2097.28296 -60.5325317 -7.68629122 267.206818 -190.334717
1605400.00 50540.8242 -16202.2588 2467.45947 2152.53662 -7322.46289 2147.65796 -71.9530563 -7.68629122 267.175598 -190.343811
1605600.00 50540.8242 -15518.6758 2390.17822 2114.75464 -6933.66699 2094.83960 -56.9409752 -7.68629122 267.324921 -190.469101
1605800.00 50540.8242 -15341.8105 2444.85840 2150.48999 -6712.88721 2128.71729 -54.7036133 -7.68629122 266.968994 -190.492691
1606000.00 50540.8242 -16118.8359 2429.82642 2160.21216 -7290.93115 2142.97021 -59.5310173 -7.68629122 267.361115 -190.588165
1606200.00 50540.8242 -16355.6895 2401.13574 2124.51611 -7529.89893 2113.65063 -66.1842194 -7.68629122 267.617065 -190.567429
1606400.00 50540.8242 -16630.1895 2473.60303 2133.64136 -7650.63623 2128.29517 -71.7129669 -7.68629122 267.664215 -190.605057
1606600.00 50540.8242 -16947.4102 2417.19556 2142.85693 -7931.64746 2129.98608 -64.4505844 -7.68629122 267.750366 -190.429031
1606800.00 50540.8242 -17168.8574 2407.36084 2126.97681 -8120.58789 2112.22925 -62.7783699 -7.68629122 267.629028 -190.102921
1607000.00 50540.8242 -17190.5664 2495.42383 2131.86279 -8043.64014 2117.85571 -64.1154175 -7.68629122 268.253662 -190.131088
