Step Volume Press KinEng PotEng Enthalpy E_mol E_vdwl E_tail E_coul E_long
1050200.00 49618.5664 1967.34692 2400.68042 1872.49316 5696.81641 1901.76331 -107.298599 -7.82915545 268.917542 -190.889023
1050400.00 49618.5664 2608.97217 2436.01782 1861.60400 6185.56787 1901.11890 -116.923378 -7.82915545 268.345184 -190.936722
1050600.00 49618.5664 2592.74512 2458.75488 1871.29993 6206.25830 1906.55554 -112.705811 -7.82915545 268.347351 -190.897125
1050800.00 49618.5664 2447.61011 2441.26660 1812.26196 6024.70703 1848.39893 -113.834061 -7.82915545 268.515869 -190.818695
1051000.00 49618.5664 2100.10815 2429.88135 1871.32263 5820.91748 1901.21826 -107.881401 -7.82915545 268.777252 -190.791641
1051200.00 49618.5664 2510.97314 2469.57690 1833.03723 6119.64453 1865.25085 -109.752663 -7.82915545 268.312347 -190.773315
1051400.00 49618.5664 3152.87939 2452.25171 1876.32605 6610.11475 1902.29968 -104.133949 -7.82915545 268.870728 -190.710434
1051600.00 49618.5664 3166.74512 2416.84326 1905.45215 6613.86572 1937.47583 -110.605629 -7.82915545 269.138641 -190.556717
1051800.00 49618.5664 2554.56763 2404.82275 1853.21277 6106.61230 1902.91846 -128.381577 -7.82915545 269.349762 -190.673782
1052000.00 49618.5664 2985.83130 2489.69287 1837.36316 6487.71045 1871.65686 -112.725098 -7.82915545 269.183044 -190.751755
1052200.00 49618.5664 3281.71680 2419.54126 1880.28296 6674.59229 1914.41565 -112.642410 -7.82915545 269.172394 -190.662567
1052400.00 49618.5664 3371.00171 2449.20947 1830.62244 6719.20996 1851.92554 -100.517792 -7.82915545 269.728485 -190.513748
1052600.00 49618.5664 2273.58838 2463.15942 1906.93848 6015.34814 1928.92786 -100.764328 -7.82915545 269.315186 -190.540268
1052800.00 49618.5664 2446.78149 2428.29150 1858.97705 6057.84717 1878.78699 -99.2551193 -7.82915545 269.824005 -190.378967
1053000.00 49618.5664 2370.50488 2431.07202 1858.19543 6004.64990 1885.42249 -106.375633 -7.82915545 269.381805 -190.233307
1053200.00 49618.5664 2004.48022 2410.49097 1861.12109 5722.12598 1889.15381 -106.583130 -7.82915545 268.852295 -190.301880
1053400.00 49618.5664 2079.63379 2442.68555 1859.89697 5807.48047 1877.73486 -95.8352585 -7.82915545 268.363800 -190.366486
1053600.00 49618.5664 2559.42017 2446.13550 1881.43713 6179.66113 1907.03247 -104.792526 -7.82915545 269.340149 -190.143005
1053800.00 49618.5664 2471.03711 2401.79102 1870.08435 6060.00635 1892.80371 -101.155579 -7.82915545 268.778351 -190.342087
1054000.00 49618.5664 2527.00806 2459.24780 1872.66956 6160.55127 1900.24329 -105.627953 -7.82915545 268.597351 -190.543182
1054200.00 49618.5664 2820.25635 2420.04419 1839.49084 6300.37402 1865.31677 -103.899940 -7.82915545 268.682831 -190.608917
1054400.00 49618.5664 2742.52539 2446.90161 1852.26855 6283.76025 1893.06152 -118.817612 -7.82915545 268.678619 -190.653870
1054600.00 49618.5664 2642.50659 2438.77148 1908.02051 6259.00439 1930.59485 -100.355621 -7.82915545 268.464447 -190.683212
1054800.00 49618.5664 2495.80151 2415.31006 1859.49927 6080.86084 1877.35364 -95.5178986 -7.82915545 268.534882 -190.871353
1055000.00 49618.5664 2937.90234 2460.41382 1877.03723 6463.42236 1904.88025 -105.568260 -7.82915545 268.493896 -190.768677
1055200.00 49618.5664 3027.16162 2452.69141 1883.75317 6527.00732 1916.51355 -110.246613 -7.82915545 268.301727 -190.815536
1055400.00 49618.5664 3268.26392 2393.36230 1883.20898 6641.60449 1909.93555 -103.813499 -7.82915545 267.999542 -190.912598
1055600.00 49618.5664 2978.45361 2461.72388 1886.72339 6503.76318 1905.35608 -96.3737183 -7.82915545 268.588379 -190.847351
1055800.00 49618.5664 2966.67041 2419.31860 1830.26599 6396.37402 1863.63916 -111.231529 -7.82915545 268.820892 -190.962494
1056000.00 49618.5664 3810.45166 2467.29614 1842.92993 7067.60547 1878.95203 -113.440979 -7.82915545 268.595520 -191.176666
1056200.00 49618.5664 3834.67700 2470.01733 1852.40442 7097.33154 1875.82666 -100.339157 -7.82915545 268.032196 -191.115295
1056400.00 49618.5664 3806.67749 2383.08740 1814.91125 6952.64697 1848.42932 -110.488457 -7.82915545 268.049835 -191.079437
1056600.00 49618.5664 3513.02271 2396.60791 1877.70447 6816.46191 1909.83838 -110.287590 -7.82915545 269.149689 -190.996017
1056800.00 49618.5664 2907.00854 2446.92261 1892.45532 6442.99365 1917.90967 -102.631920 -7.82915545 268.331909 -191.154465
1057000.00 49618.5664 2300.30786 2452.65186 1810.83850 5928.07568 1841.33032 -107.595268 -7.82915545 268.201141 -191.097702
1057200.00 49618.5664 1429.05359 2396.59644 1896.09875 5326.80957 1926.60486 -107.960098 -7.82915545 268.441559 -190.987579
1057400.00 49618.5664 1795.80139 2457.41382 1853.81824 5610.73828 1878.26050 -101.740051 -7.82915545 268.302429 -191.004593
1057600.00 49618.5664 2796.92969 2465.07837 1851.63135 6340.66846 1879.07104 -105.198669 -7.82915545 268.524323 -190.765396
1057800.00 49618.5664 2867.47266 2464.03882 1888.53625 6427.58154 1916.13757 -104.990082 -7.82915545 268.135925 -190.747223
1058000.00 49618.5664 2756.27441 2463.12354 1877.65210 6335.31494 1907.06592 -107.180603 -7.82915545 268.417908 -190.651169
1058200.00 49618.5664 3230.54639 2438.30054 1813.48938 6589.52930 1845.24976 -108.284599 -7.82915545 267.392181 -190.868057
1058400.00 49618.5664 3748.98730 2509.23901 1846.67297 7068.81396 1875.67407 -106.403374 -7.82915545 268.164886 -190.762634
1058600.00 49618.5664 3267.06519 2418.03027 1879.48206 6661.67822 1914.44958 -112.263359 -7.82915545 268.221161 -190.925339
1058800.00 49618.5664 2086.40479 2411.19702 1863.23413 5784.22852 1895.34253 -108.450890 -7.82915545 267.577240 -191.234756
1059000.00 49618.5664 2481.84399 2488.92993 1876.10046 6160.98193 1909.78674 -111.336967 -7.82915545 268.734131 -191.083359
1059200.00 49618.5664 3189.67065 2418.24438 1888.62769 6615.03223 1919.94080 -109.010101 -7.82915545 268.687012 -190.990021
1059400.00 49618.5664 2422.11353 2419.94287 1897.45337 6070.12451 1930.16626 -110.049782 -7.82915545 268.305939 -190.969147
1059600.00 49618.5664 2557.74609 2431.01562 1943.68018 6225.57275 1970.33569 -104.547890 -7.82915545 268.810699 -190.918320
1059800.00 49618.5664 3073.83179 2456.46655 1839.12512 6519.92676 1876.29565 -115.675270 -7.82915545 269.138306 -190.633606
1060000.00 49618.5664 2720.86816 2458.92188 1865.01123 6292.85107 1905.49817 -119.173668 -7.82915545 269.271027 -190.584335
1060200.00 49618.5664 2401.35547 2464.49707 1892.94824 6095.15234 1921.88464 -108.155151 -7.82915545 269.748077 -190.529312
1060400.00 49618.5664 2740.54590 2399.59448 1881.97424 6264.72607 1906.58569 -103.453911 -7.82915545 269.463684 -190.621216
1060600.00 49618.5664 2949.81494 2461.34741 1881.94031 6477.87988 1911.13489 -107.993584 -7.82915545 269.218048 -190.419113
1060800.00 49618.5664 2793.96655 2463.65332 1876.27148 6361.73926 1916.55957 -118.713921 -7.82915545 268.844482 -190.418579
1061000.00 49618.5664 2322.34033 2392.06592 1879.26428 5951.85889 1915.26099 -113.612007 -7.82915545 268.132294 -190.516983
1061200.00 49618.5664 2539.05371 2496.44995 1888.61841 6222.41846 1918.51355 -107.501244 -7.82915545 268.281769 -190.675812
1061400.00 49618.5664 2149.54663 2393.64258 1904.48853 5853.62012 1936.37732 -110.057678 -7.82915545 268.773590 -190.604691
1061600.00 49618.5664 1462.32837 2443.81201 1888.58545 5390.59082 1929.57715 -119.318558 -7.82915545 268.816833 -190.489899
1061800.00 49618.5664 1833.68604 2528.80151 1904.83936 5760.56152 1935.21240 -109.371902 -7.82915545 269.330841 -190.332062
1062000.00 49618.5664 2238.56226 2442.38940 1881.40076 5943.69434 1907.93884 -105.386742 -7.82915545 269.313354 -190.464584
1062200.00 49618.5664 2350.07373 2404.37158 1921.54309 6026.51221 1954.62085 -111.757401 -7.82915545 269.311279 -190.631699
1062400.00 49618.5664 2880.92383 2495.86572 1917.71008 6498.31592 1952.92395 -114.249023 -7.82915545 269.317322 -190.282104
1062600.00 49618.5664 1784.70728 2438.22900 1883.43115 5613.13818 1910.18530 -104.881073 -7.82915545 268.568695 -190.441833
1062800.00 49618.5664 2017.68542 2442.53320 1884.18835 5786.79150 1917.00330 -110.926369 -7.82915545 268.607361 -190.495895
1063000.00 49618.5664 2962.52051 2447.66211 1909.15759 6500.60596 1943.43164 -111.476257 -7.82915545 268.036896 -190.834793
1063200.00 49618.5664 3054.88477 2416.91260 1855.74561 6483.28271 1886.43567 -107.863350 -7.82915545 268.065979 -190.892731
1063400.00 49618.5664 3207.23975 2486.35205 1871.09985 6678.32568 1899.88562 -106.398598 -7.82915545 268.256500 -190.643600
1063600.00 49618.5664 2801.17163 2459.80469 1877.05176 6363.88477 1921.07825 -121.887932 -7.82915545 268.382751 -190.521423
1063800.00 49618.5664 3452.77173 2418.28638 1883.73181 6800.56787 1916.56982 -110.960991 -7.82915545 268.613953 -190.490997
1064000.00 49618.5664 3509.61670 2450.35327 1919.90564 6909.94336 1948.80798 -107.168610 -7.82915545 268.690430 -190.424103
1064200.00 49618.5664 2552.85400 2424.46460 1898.08191 6169.88330 1930.55835 -110.735268 -7.82915545 268.763306 -190.504471
1064400.00 49618.5664 1984.68884 2446.54346 1868.71484 5751.45068 1903.38928 -113.165779 -7.82915545 268.965973 -190.474564
1064600.00 49618.5664 2255.14502 2468.27563 1945.52612 6045.70557 1978.04346 -110.505363 -7.82915545 268.515442 -190.527405
1064800.00 49618.5664 2673.86743 2462.44458 1863.07812 6260.42920 1900.46423 -115.870331 -7.82915545 268.938141 -190.453903
1065000.00 49618.5664 2830.39331 2417.15479 1932.93091 6398.25977 1966.18030 -111.079338 -7.82915545 268.533234 -190.703354
1065200.00 49618.5664 3085.58765 2495.79810 1917.30896 6645.94922 1951.75317 -112.394791 -7.82915545 268.618195 -190.667725
1065400.00 49618.5664 2653.36792 2437.39136 1856.41077 6213.87451 1901.13416 -122.666328 -7.82915545 268.488373 -190.545456
1065600.00 49618.5664 1958.06787 2425.30078 1920.24707 5762.47607 1957.90942 -115.826447 -7.82915545 268.667511 -190.503357
1065800.00 49618.5664 2739.41821 2438.07178 1918.11694 6338.52979 1941.88855 -101.872581 -7.82915545 268.596405 -190.495407
1066000.00 49618.5664 3181.81348 2446.60376 1868.20984 6617.28809 1899.53674 -109.579231 -7.82915545 268.816406 -190.563995
1066200.00 49618.5664 2566.66846 2433.25391 1908.37598 6198.96338 1944.63513 -113.625969 -7.82915545 268.036041 -190.669174
1066400.00 49618.5664 2848.33374 2385.97070 1902.76782 6349.89502 1935.49414 -110.351578 -7.82915545 268.347260 -190.722000
1066600.00 49618.5664 2748.03882 2442.30688 1848.83240 6279.71875 1888.21765 -116.422028 -7.82915545 267.967896 -190.931168
1066800.00 49618.5664 1973.95801 2479.45874 1897.10986 5804.99561 1937.45776 -117.520088 -7.82915545 267.861694 -190.689453
1067000.00 49618.5664 1719.30078 2387.51123 1913.92712 5545.58594 1948.88049 -112.424980 -7.82915545 268.232025 -190.760513
1067200.00 49618.5664 2293.02393 2418.95483 1909.28015 5987.54932 1938.74756 -107.154243 -7.82915545 268.429413 -190.742661
1067400.00 49618.5664 2787.44189 2457.04492 1881.89465 6356.03271 1918.26404 -113.747589 -7.82915545 268.255493 -190.877335
1067600.00 49618.5664 2715.01270 2407.65381 1857.00415 6229.33887 1903.63354 -124.802299 -7.82915545 268.935608 -190.762665
1067800.00 49618.5664 2885.00977 2394.37720 1883.35632 6365.43018 1926.00439 -120.203560 -7.82915545 268.332947 -190.777466
1068000.00 49618.5664 3731.96899 2442.02759 1888.48706 7031.10156 1922.03894 -111.518127 -7.82915545 268.649109 -190.682968
1068200.00 49618.5664 3103.80078 2469.86279 1901.28979 6617.17432 1948.20605 -124.631950 -7.82915545 268.575623 -190.859985
