Step Volume Temp Press KinEng PotEng E_bond E_angle E_dihed E_impro E_mol E_vdwl E_tail E_coul E_long Enthalpy Density Lx Ly Lz
100.000000 50160.0000 210.000000 1854.36707 2563.34766 4003.29419 23.8021393 136.988556 38.6318359 6.94356298 206.366089 -2728.79712 -77.4468689 25796.0273 -19270.3027 7923.17090 0.950232923 30.0000000 38.0000000 44.0000000
200.000000 50623.1602 120.994408 1993.03137 1476.90833 5301.43213 360.128082 528.570923 305.833527 49.5598984 1244.09241 -2537.58154 -76.7382889 25855.1484 -19260.2266 8249.76953 0.941539049 30.0920544 38.1166039 44.1350136
400.000000 52767.7656 142.319855 1110.85266 1737.21545 5696.03662 584.336365 663.147339 345.875244 56.4651833 1649.82410 -2455.78369 -73.6194687 25793.3438 -19291.3477 8288.12402 0.903272748 30.5111313 38.6474342 44.7496605
600.000000 54159.4922 194.237625 746.164551 2370.94556 5796.92871 582.077271 600.217285 429.854218 70.3458023 1682.49463 -2358.34351 -71.7276840 25788.4922 -19315.7168 8757.24023 0.880061507 30.7770462 38.9842606 45.1396675
800.000000 55344.0000 210.355515 367.251740 2567.68701 6144.08350 730.765930 678.698120 446.370483 71.8250198 1927.65955 -2289.59570 -70.1925201 25822.4766 -19316.4570 9008.19238 0.861225843 30.9998016 39.2664146 45.4663773
1000.00000 56393.8828 192.158844 -1115.19336 2345.57104 6443.01416 885.362305 791.651123 448.651733 79.8188019 2205.48389 -2251.43970 -68.8857498 25807.4277 -19318.4570 7871.39844 0.845192492 31.1945992 39.5131607 45.7520790
1200.00000 56910.3984 206.741577 -15.0420799 2523.57397 6147.19336 729.109863 622.326355 448.372314 70.7623138 1870.57080 -2216.94580 -68.2605438 25808.7207 -19315.1523 8658.28320 0.837521493 31.2895489 39.6334267 45.8913383
1400.00000 56985.2969 214.078247 250.830765 2613.12842 6192.35059 721.170349 689.660278 457.555420 69.1594849 1937.54565 -2224.98682 -68.1708298 25798.4082 -19318.6152 9013.93750 0.836420774 31.3032684 39.6508064 45.9114609
1600.00000 56908.2812 215.883713 1325.47510 2635.16675 6201.57812 699.753113 692.896667 455.115356 76.2462921 1924.01135 -2214.23120 -68.2630844 25806.2656 -19314.4668 9936.82129 0.837552667 31.2891598 39.6329346 45.8907661
1800.00000 56786.6836 212.645996 980.917969 2595.64575 6124.54248 670.732178 678.000061 454.875610 71.2312775 1874.83911 -2206.96851 -68.4092636 25775.2227 -19318.5508 9532.56055 0.839346170 31.2668571 39.6046867 45.8580589
2000.00000 56745.7266 210.969833 -198.501770 2575.18579 6174.67871 716.486023 710.272949 446.990387 69.9116592 1943.66101 -2247.60376 -68.4586334 25798.1777 -19319.5566 8585.58887 0.839951932 31.2593403 39.5951653 45.8470306
2200.00000 56352.2070 213.054565 -789.323547 2600.63281 6121.67969 724.639771 697.450562 423.657135 71.7993164 1917.54675 -2247.94604 -68.9366989 25773.2949 -19321.2148 8073.61572 0.845817566 31.1869125 39.5034218 45.7408066
2400.00000 55932.2383 209.530075 -476.678345 2557.61157 6057.57666 671.928528 676.311768 445.721100 69.1682816 1863.12976 -2243.71851 -69.4543076 25764.5312 -19326.3652 8226.35449 0.852168322 31.1092453 39.4050446 45.6268959
2600.00000 56214.6328 206.478378 -856.851990 2520.36133 6239.51123 762.772644 738.318604 458.538422 80.6079712 2040.23767 -2257.01294 -69.1054077 25778.7070 -19322.4219 8057.39746 0.847887516 31.1615124 39.4712486 45.7035522
2800.00000 56514.4453 208.438782 -885.563171 2544.29077 6235.64941 741.964844 715.910706 473.624176 65.7833252 1997.28308 -2219.12012 -68.7387924 25779.9629 -19322.4766 8050.05420 0.843389392 31.2168121 39.5412979 45.7846603
3000.00000 56534.7422 211.091537 -851.509827 2576.67139 6126.68359 737.293457 686.667908 443.227875 71.6594543 1938.84875 -2262.81445 -68.7141113 25772.6738 -19322.0254 8001.28418 0.843086600 31.2205505 39.5460320 45.7901421
3200.00000 56155.4922 211.447647 204.160461 2581.01807 6179.49609 740.699768 717.237854 455.224335 72.2784882 1985.44055 -2263.77124 -69.1781845 25780.0996 -19322.2734 8927.71582 0.848780453 31.1505814 39.4574013 45.6875191
3400.00000 55764.9258 211.193314 457.345551 2577.91357 6113.44189 698.837708 690.744507 460.007935 72.5532150 1922.14331 -2259.43677 -69.6626892 25777.6230 -19326.8887 9063.30273 0.854725122 31.0781956 39.3657150 45.5813522
3600.00000 55546.5820 208.827927 376.071136 2549.04077 6106.59521 705.518860 682.244019 456.393402 77.0722275 1921.22852 -2260.04321 -69.9365234 25767.1523 -19321.7422 8960.28711 0.858084917 31.0375805 39.3142662 45.5217857
3800.00000 55446.4453 212.600067 -400.303925 2595.08521 6082.70410 688.345886 717.339417 458.114105 73.0894928 1936.88892 -2292.86499 -70.0628357 25763.1035 -19324.4238 8354.09180 0.859634638 31.0189171 39.2906303 45.4944115
4000.00000 55021.2812 210.924606 -399.434479 2574.63379 6053.58057 720.599487 689.996155 451.152496 75.1308136 1936.87891 -2310.28540 -70.6042252 25752.0918 -19325.1035 8307.69629 0.866277218 30.9394302 39.1899452 45.3778305
4200.00000 54830.9531 205.896896 -205.954895 2513.26318 6100.68945 704.088928 723.015320 469.235596 71.1441574 1967.48401 -2298.90161 -70.8493042 25754.9316 -19322.8242 8449.26074 0.869284272 30.9037132 39.1447029 45.3254471
4400.00000 55100.6914 212.344788 498.244843 2591.96899 6128.48926 721.302551 728.566162 450.933838 67.7922211 1968.59485 -2295.94092 -70.5024719 25780.9746 -19325.1387 9120.84082 0.865028799 30.9543076 39.2087898 45.3996506
4600.00000 55292.1562 203.683044 515.075378 2486.24023 6119.53369 706.942749 708.620728 463.919861 74.0451508 1953.52844 -2298.98779 -70.2583313 25784.3906 -19319.3984 9021.12012 0.862033367 30.9901199 39.2541504 45.4521751
4800.00000 55082.8828 208.285797 427.734344 2542.42334 6119.09424 710.753296 732.166626 457.685516 71.0269394 1971.63245 -2300.80664 -70.5252609 25767.7871 -19319.5176 9005.12793 0.865308464 30.9509735 39.2045631 45.3947601
5000.00000 54964.9219 210.352173 -398.982391 2567.64648 6162.30127 730.488953 718.185547 486.957184 66.1308670 2001.76257 -2282.37695 -70.6766205 25767.6035 -19324.6895 8410.12012 0.867165506 30.9288635 39.1765594 45.3623314
5200.00000 55021.1094 207.961334 -285.904541 2538.46289 6092.78564 700.844238 715.785706 467.561279 76.0816650 1960.27295 -2311.48755 -70.6044464 25772.5703 -19328.5703 8401.83105 0.866279960 30.9393978 39.1899033 45.3777847
5400.00000 54877.5508 213.725891 173.484589 2608.82739 6090.40576 701.295959 731.387939 455.271759 67.5718307 1955.52747 -2304.23633 -70.7891464 25762.3828 -19323.2676 8838.07812 0.868546128 30.9124660 39.1557884 45.3382835
5600.00000 54970.0312 213.440735 -271.829895 2605.34644 6144.95605 736.619324 722.898438 466.341187 73.7563553 1999.61536 -2307.57690 -70.6700516 25777.3418 -19324.4238 8532.38184 0.867084920 30.9298210 39.1777725 45.3637390
5800.00000 54775.0469 210.043121 -386.101501 2563.87402 6072.18311 711.366882 718.291809 452.567657 75.8831787 1958.10950 -2302.93921 -70.9216156 25740.6113 -19323.5996 8327.62500 0.870171487 30.8932076 39.1313972 45.3100357
6000.00000 54457.6875 206.999557 -298.563934 2526.72290 6075.45361 718.249451 726.522583 490.853241 76.0957947 2011.72107 -2351.53589 -71.3349228 25739.1914 -19323.9238 8365.05469 0.875242472 30.8334274 39.0556755 45.2223625
6200.00000 54381.3945 210.367493 489.073822 2567.83350 5995.87012 702.943054 708.509644 458.036743 73.2341690 1942.72375 -2339.96729 -71.4349976 25723.1113 -19329.9961 8951.58594 0.876470387 30.8190231 39.0374298 45.2012329
6400.00000 54407.5703 211.004471 435.589172 2575.60864 6087.74609 712.943237 724.007568 491.122162 79.9531784 2008.02612 -2350.94849 -71.4006348 25757.1289 -19326.4609 9008.98535 0.876048744 30.8239651 39.0436897 45.2084846
6600.00000 54471.7891 207.534744 -15.8480597 2533.25562 6035.64746 702.908569 717.624939 457.768219 69.4269180 1947.72864 -2318.84424 -71.3164520 25731.0332 -19324.2695 8556.31348 0.875015974 30.8360882 39.0590477 45.2262650
6800.00000 54734.8320 207.505112 -815.773987 2532.89380 6061.88037 736.754150 707.512390 465.108398 68.5555267 1977.93042 -2337.07642 -70.9737244 25747.5117 -19326.4844 7943.58154 0.870810807 30.8856449 39.1218185 45.2989464
7000.00000 54721.7773 213.226776 -221.711899 2602.73486 6041.48096 718.079224 712.138367 458.297546 71.7937927 1960.30896 -2317.90991 -70.9906540 25727.7266 -19328.6465 8467.27637 0.871018589 30.8831882 39.1187057 45.2953453
7200.00000 54803.8125 211.659012 -75.5108490 2583.59814 6057.58984 718.515869 724.872620 469.379883 74.9861755 1987.75452 -2339.95850 -70.8843918 25737.3242 -19327.5312 8580.83496 0.869714737 30.8986149 39.1382446 45.3179665
7400.00000 54705.5000 208.915939 642.197144 2550.11499 6054.58301 710.880310 719.863159 462.206055 70.2124710 1963.16199 -2314.13501 -71.0117798 25733.1445 -19327.5898 9117.05762 0.871277750 30.8801270 39.1148262 45.2908516
7600.00000 54712.6055 210.544754 61.9891739 2569.99731 6120.33398 737.478210 756.775330 471.865570 78.1672440 2044.28625 -2325.10327 -71.0025558 25728.7109 -19327.5586 8739.79395 0.871164560 30.8814640 39.1165199 45.2928123
7800.00000 54876.4102 206.814972 -96.6552200 2524.46997 6067.80957 720.379211 730.923950 466.541534 72.9422150 1990.78687 -2336.85522 -70.7906189 25743.2852 -19329.4082 8514.92480 0.868564188 30.9122524 39.1555176 45.3379707
8000.00000 54761.5195 207.046204 23.5833397 2527.29248 6088.54199 694.764038 716.190369 476.682617 88.0213470 1975.65833 -2321.18091 -70.9391403 25755.9746 -19321.9102 8634.66895 0.870386481 30.8906631 39.1281738 45.3063087
8200.00000 54658.9922 209.240662 307.590179 2554.07886 6125.72168 734.949829 722.045593 483.588593 83.8492203 2024.43335 -2321.96533 -71.0722046 25750.9453 -19327.6914 8924.99414 0.872019053 30.8713741 39.1037407 45.2780151
8400.00000 54949.4219 208.161362 510.651825 2540.90430 6062.14014 702.036255 719.415222 479.013702 73.4799423 1973.94507 -2326.26636 -70.6965561 25741.2559 -19326.7949 9012.27148 0.867410123 30.9259548 39.1728745 45.3580666
8600.00000 54934.2734 209.869370 599.264832 2561.75293 6047.07178 717.510803 712.517212 468.871582 78.1932144 1977.09277 -2306.43579 -70.7160492 25704.2090 -19327.7949 9088.93164 0.867649317 30.9231129 39.1692772 45.3538971
8800.00000 54699.3125 215.533722 700.789917 2630.89453 6022.39014 686.728516 686.354614 476.240601 78.4270630 1927.75085 -2323.89062 -71.0198135 25747.0645 -19328.5352 9212.32812 0.871376336 30.8789616 39.1133537 45.2891464
9000.00000 54363.1992 206.946579 590.972900 2526.07642 6007.08643 705.917480 700.522705 461.656952 79.7964401 1947.89355 -2327.76880 -71.4589081 25718.6895 -19331.7285 9001.70410 0.876763821 30.8155842 39.0330734 45.1961899
9200.00000 54379.6484 208.696655 -882.222046 2547.43848 6047.82715 733.321838 719.306763 461.335938 76.8061981 1990.77075 -2341.21118 -71.4372940 25725.6016 -19327.3340 7895.60059 0.876498520 30.8186932 39.0370102 45.2007484
9400.00000 54580.6445 206.447906 -529.647095 2519.98901 6044.82178 733.863403 694.107849 451.607178 74.4209213 1953.99939 -2334.43530 -71.1742249 25751.1270 -19325.8691 8143.21045 0.873270810 30.8566151 39.0850487 45.2563705
9600.00000 54422.6836 207.014053 -345.730835 2526.89990 6019.31592 718.622742 732.413940 463.388428 69.7787170 1984.20386 -2353.73828 -71.3808060 25713.2891 -19324.4395 8271.80957 0.875805497 30.8268204 39.0473061 45.2126694
9800.00000 54193.5703 207.316559 63.3996201 2530.59229 6064.83008 734.523010 731.590576 466.919434 80.7579575 2013.79102 -2343.81958 -71.6825790 25722.3086 -19327.4492 8645.53125 0.879508078 30.7835007 38.9924355 45.1491356
10000.0000 54499.6133 212.387863 84.9404984 2592.49487 6065.91016 729.507263 739.728699 450.404938 70.5982513 1990.23926 -2346.18604 -71.2800446 25748.0020 -19326.1445 8725.91797 0.874569178 30.8413391 39.0656967 45.2339630
10200.0000 54934.8008 209.735626 -181.464783 2560.12061 6185.84131 735.428650 758.570068 469.860657 82.1537933 2046.01318 -2317.35742 -70.7153702 25780.0527 -19322.8672 8600.57812 0.867640972 30.9232121 39.1694031 45.3540459
10400.0000 54827.9180 210.625748 -420.558411 2570.98584 6159.18799 742.648987 765.062866 484.923126 72.2470398 2064.88208 -2340.70044 -70.8532257 25757.2773 -19322.2715 8393.89160 0.869332373 30.9031448 39.1439819 45.3246117
10600.0000 54012.8242 209.561203 313.354218 2557.99170 6066.42188 726.898987 728.387695 474.838531 79.5760117 2009.70117 -2354.67773 -71.9224548 25739.5059 -19328.1074 8871.24902 0.882451236 30.7492390 38.9490356 45.0988846
10800.0000 53624.2305 210.205185 529.347961 2565.85229 5978.71533 729.403320 715.407043 445.533020 76.9435959 1967.28699 -2381.22412 -72.4436493 25719.3516 -19326.6992 8958.54688 0.888846040 30.6753197 38.8554039 44.9904709
11000.0000 53757.6953 207.137787 -358.817291 2528.41016 6001.72607 737.856567 719.983582 477.735291 77.3189240 2012.89441 -2402.30762 -72.2637939 25715.6406 -19324.5020 8248.82324 0.886639297 30.7007484 38.8876152 45.0277634
11200.0000 53766.4727 209.668106 379.098236 2559.29639 6047.39404 719.741455 733.928589 487.090881 80.3035431 2021.06445 -2361.25122 -72.2519913 25712.8691 -19325.2871 8903.95215 0.886494517 30.7024193 38.8897324 45.0302124
11400.0000 53977.2031 211.340149 -222.384216 2579.70605 6007.38281 716.655518 736.424377 462.189117 72.1440506 1987.41296 -2378.60596 -71.9699173 25729.9180 -19331.3418 8412.02734 0.883033574 30.7424774 38.9404716 45.0889664
11600.0000 53940.0938 209.990250 -124.849098 2563.22852 5969.83984 725.062805 725.711853 438.781647 75.4783173 1965.03455 -2391.12842 -72.0194321 25724.9453 -19329.0117 8434.85449 0.883641124 30.7354317 38.9315453 45.0786324
11800.0000 53718.0898 211.295837 469.024017 2579.16528 6022.36328 716.593567 721.971680 470.550415 79.0218811 1988.13745 -2352.00049 -72.3170700 25713.8418 -19327.6152 8968.97266 0.887292981 30.6932068 38.8780632 45.0167046
12000.0000 54093.7148 208.668243 -59.0223808 2547.09155 6025.78809 734.478760 718.293640 477.457214 74.8627167 2005.09229 -2362.29834 -71.8149033 25713.2930 -19330.2988 8526.31641 0.881131649 30.7645817 38.9684715 45.1213875
12200.0000 54407.3164 212.105164 -768.119385 2589.04395 6022.79834 723.066101 717.985413 465.846313 68.4821625 1975.38000 -2343.82910 -71.4009628 25717.2559 -19326.0078 8002.35889 0.876052856 30.8239174 39.0436287 45.2084122
12400.0000 54280.0000 211.653595 -1093.47266 2583.53223 6087.91553 762.020874 737.813477 475.759735 77.8551407 2053.44922 -2371.98511 -71.5684357 25733.3242 -19326.8730 7805.83496 0.878107667 30.7998562 39.0131531 45.1731224
12600.0000 53698.1172 206.616943 -529.470825 2522.05249 6044.70605 756.748962 729.333435 484.189423 73.1050415 2043.37695 -2378.76807 -72.3439636 25711.2461 -19331.1504 8152.11328 0.887622952 30.6894035 38.8732452 45.0111237
12800.0000 53511.9961 211.091217 75.6602325 2576.66748 6005.84082 736.417114 718.947449 456.708771 78.2901993 1990.36353 -2378.64355 -72.5955887 25724.8691 -19330.7480 8641.55469 0.890710235 30.6539040 38.8282776 44.9590607
13000.0000 53769.2109 212.763443 676.092834 2597.07959 5980.40869 701.832397 752.998840 463.992859 81.8119278 2000.63599 -2384.21509 -72.2483215 25698.7598 -19334.7715 9107.65918 0.886449397 30.7029400 38.8903885 45.0309792
13200.0000 54001.3242 210.037384 658.916931 2563.80371 5974.76953 702.760559 713.812805 472.457336 77.5137482 1966.54443 -2390.45703 -71.9377670 25728.5469 -19329.8633 9057.50586 0.882639170 30.7470570 38.9462738 45.0956841
13400.0000 53786.4609 215.435547 -516.352356 2629.69604 6023.99365 747.465210 742.634277 460.991455 79.1959229 2030.28674 -2381.73901 -72.2251434 25704.3418 -19328.8945 8248.65234 0.886165082 30.7062225 38.8945503 45.0357933
13600.0000 53458.1719 209.237839 -377.357544 2554.04443 6009.68896 731.877319 736.170105 452.317749 72.7910614 1993.15625 -2368.52563 -72.6686783 25715.7949 -19330.7363 8269.53320 0.891607046 30.6436234 38.8152542 44.9439812
13800.0000 53225.6211 209.073578 401.314087 2552.03931 5988.51660 733.234741 760.343445 451.111694 76.3954468 2021.08533 -2405.47852 -72.9861832 25701.1953 -19328.2852 8852.07227 0.895502627 30.5991249 38.7588882 44.8787155
14000.0000 53301.7266 214.695007 787.536438 2620.65674 6025.92432 740.721802 722.476196 485.105377 73.3193130 2021.62268 -2389.47681 -72.8819733 25719.2578 -19325.4785 9258.77344 0.894224048 30.6137009 38.7773552 44.9000969
14200.0000 53592.1602 208.912582 246.648270 2550.07422 5979.26562 705.827271 754.304810 465.860077 79.8773422 2005.86951 -2396.78271 -72.4869995 25698.7012 -19328.5234 8722.11719 0.889377892 30.6692047 38.8476562 44.9814987
14400.0000 53557.8242 207.364182 -480.368530 2531.17358 5995.33008 732.963928 718.816711 482.670349 86.2123032 2020.66333 -2374.85889 -72.5334702 25682.3203 -19332.7949 8151.29492 0.889948130 30.6626511 38.8393593 44.9718895
14600.0000 53739.4258 213.964218 -702.986328 2611.73657 6007.13281 711.036438 754.485413 479.603943 77.3654404 2022.49133 -2384.37109 -72.2883606 25695.4883 -19326.4766 8067.91504 0.886940718 30.6972694 38.8832092 45.0226631
14800.0000 53930.3281 207.836914 -513.349609 2536.94409 5997.17627 728.653259 703.081299 454.241943 70.5418396 1956.51831 -2376.54370 -72.0324707 25745.8027 -19328.6016 8130.36133 0.883801103 30.7335758 38.9291954 45.0759125
15000.0000 53829.3203 207.899048 205.057114 2537.70264 6052.58350 751.298950 762.123901 471.057312 77.5474472 2062.02759 -2388.86792 -72.1676331 25705.3555 -19325.9316 8751.26562 0.885459483 30.7143764 38.9048767 45.0477524
