Step Volume Temp Press KinEng PotEng E_bond E_angle E_dihed E_impro E_mol E_vdwl E_tail E_coul E_long Enthalpy Density Cella Cellb Cellc CellAlpha CellBeta CellGamma
53.0000000 41387.5352 137.846146 1255.28064 1682.60767 2161.33862 13.2533617 152.292175 5.35868216 0.636570930 171.540787 -3680.73242 -93.8624344 25372.5371 -19702.0078 4601.62695 1.15164340 27.8799992 38.0559998 39.0079994 90.0000000 90.0000000 90.0000000
200.000000 41921.6953 87.3415909 2635.32666 1066.12793 2989.87573 232.947266 427.803101 140.029465 33.4891014 834.268921 -3559.18970 -92.6664581 25414.7324 -19699.9355 5667.20264 1.13696945 27.8021469 38.5235176 39.1415520 90.0128860 89.8844528 89.8034286
400.000000 42867.8203 111.631088 1654.14880 1362.61572 3151.20386 245.246979 238.267944 290.250092 26.7788143 800.543823 -3481.42505 -90.6212387 25530.7012 -19698.6152 5547.96582 1.11187565 27.6631298 39.2356110 39.4977303 90.1335297 89.7839279 89.4754028
600.000000 41973.4805 145.275482 1205.57422 1773.29309 3285.47998 287.005890 356.943359 195.407394 21.0010777 860.357727 -3366.76318 -92.5521317 25490.4902 -19698.6055 5796.75342 1.13556671 27.4490871 38.9039803 39.3101387 90.5823822 89.8657455 89.3519897
800.000000 43133.8086 137.439163 -6115.22217 1677.63977 3856.98853 599.940735 497.867249 228.949524 42.9241753 1369.68164 -3373.72974 -90.0624161 25559.4160 -19698.3789 1687.77234 1.10501921 27.6868649 39.3307152 39.6117554 90.0526047 90.1580963 89.6100159
1000.00000 43268.3945 139.243286 -10013.1387 1699.66162 4077.93359 704.775757 585.519775 335.079712 18.1806164 1643.55591 -3250.74146 -89.7822723 25383.8613 -19698.7422 -540.947388 1.10158205 27.7767925 39.4149704 39.5225105 89.7818298 90.1486740 89.5668335
1200.00000 43028.7148 133.269730 -2857.79077 1626.74585 3960.58569 413.274902 711.971436 414.135010 58.3885040 1597.76978 -3412.25049 -90.2823868 25473.7207 -19698.6543 3793.98315 1.10771811 27.9203243 39.0536613 39.4648323 89.9823074 90.0352020 89.2827682
1400.00000 42915.2188 133.313354 5767.03906 1627.27844 3919.89355 393.113129 640.949768 424.023193 25.3603172 1483.44641 -3349.11865 -90.5211487 25483.3086 -19697.7422 9156.61426 1.11064756 27.8970222 38.8628159 39.5858688 90.4178543 90.1170807 89.6411285
1600.00000 43199.0039 134.385803 3037.24438 1640.36914 4050.40894 509.172333 681.768494 421.179596 57.5059242 1669.62634 -3390.98047 -89.9264908 25470.2109 -19698.4473 7604.28223 1.10335135 27.8712692 39.2138367 39.5263481 90.2005615 90.1100922 89.7096786
1800.00000 42945.5312 134.058243 -4095.82300 1636.37097 4030.65991 527.480591 484.643097 375.090515 33.0740356 1420.28833 -3337.34985 -90.4572525 25645.9414 -19698.2188 3101.74951 1.10986364 27.8899918 39.2301559 39.2524567 89.9468765 89.8905869 89.5035858
2000.00000 43457.6836 144.827042 -7014.01270 1767.81934 3815.21729 645.027649 559.616638 306.257080 35.2049065 1546.10632 -3414.33350 -89.3912125 25383.0859 -19699.6406 1137.65527 1.09678388 28.0504112 39.2643013 39.4577255 90.1658401 89.8962173 90.0310669
2200.00000 43189.7266 124.111061 7977.17188 1514.95142 4066.99487 457.433472 548.330688 407.115143 82.2277603 1495.10706 -3226.81348 -89.9458084 25487.6465 -19688.9453 10606.5898 1.10358846 27.9413033 39.2357025 39.3962173 90.0594788 90.0906906 89.8528366
2400.00000 43558.4297 131.782639 11209.2910 1608.59387 4168.56982 655.134766 618.525452 359.946075 43.2712936 1676.87756 -3416.19629 -89.1844559 25603.1582 -19695.2695 12897.9219 1.09424698 27.7813587 39.3088264 39.8872032 89.8093414 90.1764297 90.0812073
2600.00000 42643.6445 147.472809 8364.43262 1800.11475 3779.27881 499.462494 553.654480 205.305984 30.9472866 1289.37024 -3294.89624 -91.0976334 25484.5273 -19699.7227 10781.3496 1.11772072 27.7087593 39.0694580 39.3919182 90.0517349 90.2397766 90.2234268
2800.00000 42980.2578 133.326202 -122.970940 1627.43530 3882.82471 505.047211 455.473907 348.047028 49.4835625 1358.05176 -3278.13281 -90.3841629 25500.6953 -19697.7891 5433.17920 1.10896695 27.7784843 39.1295357 39.5430145 89.8036957 90.4042511 89.9038925
3000.00000 42987.4844 151.207397 -4020.31738 1845.70056 3846.98242 568.745361 547.183777 282.158112 44.6674385 1442.75464 -3301.02930 -90.3689728 25399.3008 -19694.0430 3172.23169 1.10878050 27.7504368 39.0062904 39.7147751 90.0812988 90.4384232 90.1433105
