Step Volume Temp Press KinEng PotEng E_bond E_angle E_dihed E_impro E_mol E_vdwl E_tail E_coul E_long Enthalpy Density Lx Ly Lz
100.000000 50160.0000 160.000000 1298.16382 1953.02673 4003.29419 23.8021393 136.988556 38.6318359 6.94356298 206.366089 -2728.79712 -77.4468689 25796.0273 -19270.3027 6905.96924 0.950232923 30.0000000 38.0000000 44.0000000
200.000000 50603.3281 93.5826950 1332.69507 1142.30945 4976.86377 275.939087 436.121307 245.199127 39.5598831 996.819397 -2592.12671 -76.7683716 25835.5449 -19263.3730 7102.69873 0.941908121 30.0881233 38.1116219 44.1292496
400.000000 52483.4375 114.691322 724.527893 1399.97009 5226.65088 435.536407 534.649048 260.509674 43.2878304 1273.98291 -2514.01807 -74.0183029 25761.2598 -19294.5723 7181.18701 0.908166230 30.4562321 38.5778923 44.6691399
600.000000 53436.2422 153.694839 382.642395 1876.06335 5287.00928 439.683838 487.913147 321.685364 51.4718781 1300.75415 -2432.45020 -72.6985016 25738.3379 -19319.6328 7461.27100 0.891972959 30.6394329 38.8099480 44.9378357
800.000000 54320.3594 161.789749 -197.123627 1974.87317 5516.84326 537.988342 508.157471 329.899078 54.2956390 1430.34045 -2375.27661 -71.5152664 25784.5312 -19322.7539 7335.55371 0.877455235 30.8074875 39.0228195 45.1843147
1000.00000 54853.6250 143.625107 -1286.80542 1753.14783 5725.62158 652.380798 609.959717 338.930237 54.9017067 1656.17249 -2352.01318 -70.8200226 25748.2930 -19326.8281 6449.34619 0.868924975 30.9079723 39.1501007 45.3316956
1200.00000 54823.2422 162.956894 265.311829 1989.11987 5424.15039 516.742676 467.153839 319.973175 49.8440704 1353.71375 -2339.57690 -70.8592682 25740.1230 -19330.1113 7625.39795 0.869406521 30.9022655 39.1428719 45.3233223
1400.00000 54840.7539 159.506317 903.696777 1947.00073 5518.78223 519.944031 536.242615 331.103607 63.2489014 1450.53918 -2349.85498 -70.8366470 25740.6914 -19322.5938 8188.55566 0.869128942 30.9055557 39.1470375 45.3281479
1600.00000 54731.8203 162.864807 1275.81714 1987.99585 5503.48535 503.582489 544.976318 339.246704 52.0609474 1439.86646 -2353.36523 -70.9776306 25739.9922 -19323.0078 8509.84766 0.870858788 30.8850784 39.1210976 45.2981148
1800.00000 54322.5156 162.196411 100.638206 1979.83704 5395.00391 487.298004 532.051453 329.422943 56.4017677 1405.17419 -2382.87280 -71.5124283 25698.1914 -19325.4883 7454.57031 0.877420425 30.8078957 39.0233345 45.1849136
2000.00000 53855.9727 158.855164 -552.735535 1939.05237 5455.26660 505.336945 566.109314 339.505310 53.1132355 1464.06482 -2397.90991 -72.1319275 25714.6484 -19325.5352 6960.18213 0.885021329 30.7194443 38.9112968 45.0551872
2200.00000 53848.0234 160.803406 -606.387756 1962.83337 5431.39014 531.739136 548.244873 333.556610 54.1454926 1467.68616 -2401.35522 -72.1425705 25692.5527 -19327.4922 6918.01660 0.885151923 30.7179337 38.9093819 45.0529709
2400.00000 53673.2031 158.423553 819.013916 1933.78406 5361.91602 483.443359 494.747772 343.165222 55.6662598 1377.02258 -2400.81421 -72.3775482 25712.3730 -19326.6660 7936.79883 0.888034999 30.6846542 38.8672295 45.0041618
2600.00000 53544.7852 160.502075 927.353638 1959.15540 5436.89111 526.090332 559.856018 342.387360 55.8271484 1484.16089 -2403.85132 -72.5511322 25683.8652 -19327.2832 8120.21289 0.890164793 30.6601639 38.8362083 44.9682426
2800.00000 53607.1562 158.062546 -912.795593 1929.37732 5373.21338 512.587463 530.566406 337.620331 54.0128441 1434.78699 -2427.22485 -72.4667206 25695.3281 -19329.6777 6588.96240 0.889129102 30.6720638 38.8512802 44.9856949
3000.00000 53267.5352 162.531250 -1227.38525 1983.92419 5315.21436 495.339966 539.476746 334.876221 51.5720329 1421.26501 -2429.47168 -72.9287567 25654.9668 -19331.5449 6345.64160 0.894797981 30.6071548 38.7690620 44.8904915
3200.00000 52964.4375 160.110764 -345.575867 1954.37866 5394.85205 530.148376 534.711792 350.694519 49.5347023 1465.08936 -2423.72803 -73.3460999 25685.2773 -19331.7871 7082.29688 0.899918616 30.5489902 38.6953888 44.8051872
3400.00000 53097.3203 157.777679 198.657776 1925.90015 5328.98145 498.376099 533.117004 323.784607 57.3237228 1412.60144 -2450.46680 -73.1625366 25696.6602 -19329.8125 7408.71631 0.897666454 30.5745182 38.7277222 44.8426247
3600.00000 52905.2344 164.525787 -280.489502 2008.27039 5332.46484 504.405701 511.886169 342.645050 57.6415215 1416.57837 -2455.20142 -73.4281769 25698.0293 -19326.9414 7124.31836 0.900925636 30.5376034 38.6809654 44.7884865
3800.00000 52462.1953 160.763733 -673.837646 1962.34924 5337.96777 526.846497 540.658264 346.984192 55.8188057 1470.30774 -2465.55713 -74.0482712 25665.5195 -19332.3027 6784.75879 0.908533931 30.4521217 38.5726891 44.6631126
4000.00000 52279.2383 157.793777 -375.916809 1926.09668 5292.65137 501.814056 536.910217 334.219482 53.6384277 1426.58215 -2464.92700 -74.3074112 25660.9824 -19329.9863 6932.13428 0.911713481 30.4166813 38.5277977 44.6111336
4200.00000 52551.3672 162.345505 260.675964 1981.65698 5328.99951 503.675446 543.021240 343.307922 57.4338913 1447.43848 -2459.12354 -73.9226227 25672.7246 -19332.0391 7510.44043 0.906992257 30.4693661 38.5945282 44.6884041
4400.00000 52411.8633 160.590652 169.150833 1960.23645 5315.62793 500.342865 550.727356 351.935852 58.5680084 1461.57410 -2472.34814 -74.1193848 25660.1016 -19333.6992 7405.15869 0.909406424 30.4423809 38.5603485 44.6488266
4600.00000 52415.9258 157.132568 -78.8400955 1918.02576 5292.11963 512.187073 536.837891 343.526794 53.4226456 1445.97449 -2475.62695 -74.1136322 25654.0723 -19332.3008 7149.87744 0.909335911 30.4431667 38.5613441 44.6499786
4800.00000 52466.1055 160.114304 261.067169 1954.42188 5314.89648 508.518799 559.500366 337.885040 55.0226173 1460.92676 -2466.27979 -74.0427551 25657.5684 -19337.3203 7469.07764 0.908466220 30.4528790 38.5736465 44.6642227
5000.00000 52378.8867 160.474365 116.055641 1958.81714 5318.43018 525.594727 553.305176 352.190094 60.7790184 1491.86902 -2487.30957 -74.1660461 25645.8379 -19331.9688 7365.90137 0.909978926 30.4359951 38.5522614 44.6394577
5200.00000 52369.5625 159.661301 256.686737 1948.89246 5259.77002 489.651581 559.915955 349.347717 56.9365883 1455.85181 -2489.91406 -74.1792526 25629.7461 -19335.9141 7404.70850 0.910140991 30.4341888 38.5499725 44.6368103
