Step Volume Temp Press KinEng PotEng E_bond E_angle E_dihed E_impro E_mol E_vdwl E_tail E_coul E_long Enthalpy Density Cella Cellb Cellc CellAlpha CellBeta CellGamma
53.0000000 41387.5352 128.000000 1122.53564 1562.42139 2161.33862 13.2533617 152.292175 5.35868216 0.636570930 171.540787 -3680.73242 -93.8624344 25372.5371 -19702.0078 4401.31689 1.15164340 27.8799992 38.0559998 39.0079994 90.0000000 90.0000000 90.0000000
200.000000 41874.0117 81.2276230 2473.42920 991.498291 2928.85254 216.278992 411.053040 129.844955 31.1009464 788.277893 -3569.60278 -92.7719803 25410.2832 -19700.1055 5430.84814 1.13826406 27.7791348 38.5312881 39.1215591 90.0104141 89.8802643 89.7918777
400.000000 42736.7148 103.756271 1515.91858 1266.49231 3078.82715 233.126724 229.643417 270.219818 24.5896435 757.579590 -3496.82104 -90.8992386 25516.9609 -19698.8926 5290.14746 1.11528659 27.6094379 39.2397499 39.4494858 90.1389389 89.7885742 89.4538269
600.000000 41872.1289 135.484116 811.861816 1653.77551 3196.55591 267.379944 342.043274 174.320526 17.6903572 801.434143 -3383.52173 -92.7761536 25477.3516 -19698.7090 5346.10449 1.13831532 27.3998241 38.9431190 39.2462425 90.5772018 89.8819199 89.3433685
800.000000 43031.8906 126.575058 -6460.80859 1545.02795 3746.97876 570.759521 478.026794 205.816330 40.7953415 1295.39795 -3393.65894 -90.2757187 25544.1426 -19698.9023 1237.35840 1.10763633 27.6423073 39.3879128 39.5244293 90.0549088 90.1841965 89.6116791
1000.00000 43183.9648 126.997643 -9708.99512 1550.18616 3971.20630 649.791016 553.311707 340.911224 20.4891224 1564.50305 -3277.07764 -89.9578094 25383.7656 -19699.9844 -593.272705 1.10373569 27.7203884 39.4531364 39.4875908 89.7610703 90.2012100 89.5658417
1200.00000 42778.8438 120.345757 -1388.76282 1468.99060 3859.43140 363.214508 719.675171 384.411499 50.4063644 1517.70752 -3415.45288 -90.8097153 25455.7969 -19698.6191 4461.99316 1.11418819 27.8669739 38.9898415 39.3757095 89.9478455 90.1280365 89.2287369
1400.00000 42843.4102 122.258682 5159.92139 1492.34045 3825.18872 367.635895 656.486145 388.628296 15.9576674 1428.70801 -3394.64404 -90.6728668 25487.4531 -19696.3281 8541.58887 1.11250913 27.8640842 38.9281082 39.4999695 90.3922195 90.1998062 89.6520538
1600.00000 42874.9297 128.786224 1322.19067 1572.01855 3868.52271 484.664978 676.938843 327.525848 47.7153969 1536.84509 -3422.79395 -90.6062088 25451.7910 -19697.3184 6267.28955 1.11169124 27.8441563 39.1739006 39.3082466 90.1246338 90.1782074 89.6522141
1800.00000 42815.4492 117.029900 -5172.31982 1428.51575 3927.53735 483.927246 566.323730 341.706635 30.6326866 1422.59033 -3363.65918 -90.7320786 25566.9316 -19698.3242 2126.35620 1.11323559 27.8844299 39.1689682 39.2026138 89.8195953 90.0157700 89.5044327
2000.00000 43111.5820 126.509644 -3955.78955 1544.22937 3806.56348 600.626465 492.401459 347.335907 42.5532341 1482.91711 -3398.40820 -90.1088409 25420.9961 -19698.9414 2863.63672 1.10558879 27.9668446 39.1676254 39.3572006 90.1145554 90.0009842 89.9638443
2200.00000 43208.8867 113.496384 6919.68457 1385.38416 3992.81470 407.735168 593.710693 456.078796 77.5577774 1535.08240 -3310.66431 -89.9059296 25460.6660 -19692.2695 9738.68848 1.10309911 27.8497906 39.3056679 39.4736214 89.6325378 90.1719589 89.9525986
2400.00000 43141.5781 125.078941 9756.39160 1526.76575 3964.22339 636.735962 542.622070 401.841217 46.3024406 1627.50171 -3552.10718 -90.0461960 25585.8457 -19697.0156 11629.4727 1.10482025 27.5947895 39.3441124 39.7380486 89.5347290 90.2126083 90.0359192
2600.00000 42535.7266 134.458237 9212.21875 1641.25317 3663.63159 436.593323 490.100372 301.461639 44.9139099 1273.06921 -3315.23682 -91.3287506 25405.3027 -19699.5020 11019.5918 1.12055647 27.6811409 39.0798607 39.3213844 89.5940628 90.0479889 90.1179504
2800.00000 42851.7695 122.386040 2529.02319 1493.89514 3789.93530 441.268433 415.298279 356.191376 53.7962074 1266.55432 -3323.05835 -90.6551743 25544.4277 -19697.9883 6864.34131 1.11229205 27.7103825 39.1618919 39.4893227 89.5140762 89.9696045 89.8527145
3000.00000 42968.5938 142.219757 -2335.96875 1735.99365 3723.13135 598.175537 440.811035 282.076843 46.3225708 1367.38599 -3309.87524 -90.4086990 25362.7129 -19697.0938 3995.28369 1.10926795 27.6859512 39.0281296 39.7667809 90.1331329 89.8361359 89.7692413
3200.00000 42875.0352 128.223572 -46.0995216 1565.15039 3835.52319 500.834808 532.515991 341.993042 44.1547470 1419.49866 -3392.74780 -90.6059875 25507.7344 -19698.9609 5371.84814 1.11168849 27.5967922 38.9860573 39.8528824 90.4087067 89.5989227 89.8517914
