Step Volume Temp Press KinEng PotEng E_bond E_angle E_dihed E_impro E_mol E_vdwl E_tail E_coul E_long Enthalpy Density Lx Ly Lz
100.000000 50160.0000 120.000000 853.201172 1464.77014 4003.29419 23.8021393 136.988556 38.6318359 6.94356298 206.366089 -2728.79712 -77.4468689 25796.0273 -19270.3027 6092.20850 0.950232923 30.0000000 38.0000000 44.0000000
200.000000 50576.2695 71.8315964 798.349426 876.806458 4714.97607 210.161224 362.110199 194.955124 31.4976501 798.724182 -2636.55103 -76.8094406 25818.8066 -19266.0039 6180.64746 0.942412019 30.0827599 38.1048317 44.1213837
400.000000 52106.8398 91.5918655 506.801514 1118.00854 4858.42822 322.420319 431.912170 194.899323 33.2505684 982.482422 -2558.87500 -74.5532608 25731.9512 -19297.1309 6361.56787 0.914729893 30.3832092 38.4854012 44.5620422
600.000000 52613.9766 120.722900 155.766708 1473.59412 4865.60645 325.312103 391.737640 242.477661 37.8383331 997.365723 -2509.18311 -73.8346558 25698.3359 -19320.9102 6458.72363 0.905912936 30.4814625 38.6098518 44.7061424
800.000000 53182.4570 122.786392 -363.698639 1498.78186 4979.68945 382.064545 396.592926 235.851547 38.0644798 1052.57349 -2475.75317 -73.0454178 25726.4629 -19323.5938 6196.38232 0.896229446 30.5908508 38.7484093 44.8665810
1000.00000 53094.2500 108.165421 -969.508667 1320.31226 5063.86963 457.529633 455.915314 242.757477 40.1778870 1196.38025 -2493.67285 -73.1667709 25691.1973 -19330.0352 5633.46680 0.897718430 30.5739288 38.7269745 44.8417625
1200.00000 52556.5703 122.002899 506.049500 1489.21826 4850.15430 349.341492 381.740936 232.619888 35.8623962 999.564697 -2490.55127 -73.9153061 25678.1094 -19336.9688 6727.25098 0.906902492 30.4703712 38.5958023 44.6898766
1400.00000 52627.3359 121.770103 789.929749 1486.37671 4885.08887 354.935760 414.578278 230.349731 41.7482796 1041.61206 -2491.27246 -73.8159103 25667.0801 -19332.3301 6977.74902 0.905683041 30.4840412 38.6131172 44.7099266
1600.00000 52552.3047 121.374428 897.936096 1481.54700 4850.21582 349.957336 399.718231 231.106201 37.0243835 1017.80621 -2502.65723 -73.9213104 25665.7812 -19330.7148 7019.95996 0.906976104 30.4695473 38.5947609 44.6886673
1800.00000 52022.5508 122.656464 689.008057 1497.19592 4791.04590 340.541748 420.298279 235.409576 38.7691994 1035.01880 -2523.68164 -74.6740570 25617.7891 -19338.0820 6810.98877 0.916211963 30.3668194 38.4646378 44.5380020
2000.00000 52045.7930 117.593048 -406.831055 1435.38977 4818.95947 342.552582 445.251038 240.477707 37.0319405 1065.31335 -2538.99146 -74.6407089 25628.2637 -19335.6270 5945.55029 0.915802777 30.3713398 38.4703636 44.5446320
2200.00000 51906.5078 119.049881 -632.148621 1453.17249 4830.77881 372.468781 442.013092 241.850067 37.4438324 1093.77576 -2550.39209 -74.8409958 25622.6484 -19335.2539 5805.41260 0.918260276 30.3442230 38.4360161 44.5048599
2400.00000 51546.0195 121.797562 619.122437 1486.71179 4774.17871 350.395996 408.815796 236.201965 37.5497971 1032.96362 -2544.93530 -75.3644028 25622.6816 -19336.5312 6726.31299 0.924682140 30.2738132 38.3468285 44.4015923
2600.00000 51433.1719 117.024353 409.273712 1428.44812 4767.66943 344.141876 444.748993 243.616104 39.9411049 1072.44812 -2580.63257 -75.5297546 25611.1855 -19335.3320 6503.11377 0.926710963 30.2517033 38.3188248 44.3691673
2800.00000 50729.0664 120.356049 -20.4255905 1469.11621 4739.13770 344.266541 437.162689 243.209656 39.2967796 1063.93567 -2590.81372 -76.5780869 25600.9141 -19334.8984 6193.14258 0.939573467 30.1130238 38.1431656 44.1657677
3000.00000 50831.0547 119.234917 -995.636169 1455.43115 4720.52393 350.011017 428.971985 248.150269 37.6677361 1064.80103 -2624.16675 -76.4244385 25612.2871 -19332.3965 5437.87109 0.937688231 30.1331902 38.1687088 44.1953468
3200.00000 50880.2383 119.049263 -341.935425 1453.16504 4720.91357 349.282959 421.945038 238.711365 39.8069458 1049.74634 -2598.45508 -76.3505630 25605.1816 -19335.5586 5920.35010 0.936781824 30.1429062 38.1810150 44.2095985
3400.00000 50783.1719 119.755157 -130.375900 1461.78137 4740.18018 361.127014 439.980835 244.350647 40.6114883 1086.06995 -2601.52319 -76.4965057 25591.1211 -19335.4883 6105.40234 0.938572466 30.1237259 38.1567192 44.1814651
3600.00000 50633.8125 119.727379 -416.311737 1461.44226 4701.07178 343.613495 411.512756 239.619339 39.6112556 1034.35693 -2597.69287 -76.7221451 25598.6367 -19334.2285 5855.09229 0.941340983 30.0941658 38.1192741 44.1381073
3800.00000 50761.4258 119.683731 -856.740723 1460.90955 4714.66553 359.805969 438.591339 243.799454 41.7103996 1083.90723 -2606.40771 -76.5292664 25572.2383 -19335.0723 5541.32715 0.938974500 30.1194267 38.1512718 44.1751595
4000.00000 50971.5977 122.361328 121.356880 1493.59338 4725.39648 338.358978 447.606842 235.906464 39.9271202 1061.79944 -2598.54346 -76.2137146 25599.1367 -19336.9961 6309.20264 0.935102820 30.1609364 38.2038536 44.2360420
4200.00000 50970.7305 121.500893 170.047775 1483.09058 4723.36572 353.219025 433.622894 251.601349 40.7068787 1079.15015 -2604.17896 -76.2150116 25583.6309 -19335.2363 6332.86230 0.935118735 30.1607666 38.2036362 44.2357903
4400.00000 50489.8242 119.569138 458.982758 1459.51074 4678.16162 349.329224 442.162781 245.232483 38.2969551 1075.02136 -2632.02417 -76.9409485 25571.6855 -19336.5215 6475.64062 0.944025576 30.0656109 38.0831070 44.0962296
4600.00000 50411.8594 117.498291 323.264923 1434.23315 4691.40088 348.553955 432.078552 246.562164 40.5137520 1067.70837 -2624.49243 -77.0599442 25586.0488 -19337.8633 6363.30029 0.945485532 30.0501270 38.0634956 44.0735207
4800.00000 50783.6914 119.750099 -341.175476 1461.71973 4714.88574 357.005981 447.677795 256.075256 42.5213737 1103.28040 -2640.96582 -76.4957199 25590.8086 -19338.2363 5923.92139 0.938562810 30.1238289 38.1568489 44.1816139
5000.00000 50484.9766 118.184624 723.574646 1442.61084 4688.44775 358.627319 444.438721 245.526535 38.7888603 1087.38135 -2617.83740 -76.9483337 25560.5273 -19341.6250 6663.80615 0.944116175 30.0646496 38.0818863 44.0948181
5200.00000 50376.9414 120.807640 582.282104 1474.62842 4656.39551 333.671600 433.841125 252.408051 43.9218216 1063.84265 -2626.07129 -77.1133575 25557.4414 -19338.8184 6558.82422 0.946140945 30.0431862 38.0547028 44.0633392
5400.00000 50292.2188 121.257439 184.846512 1480.11902 4659.93164 350.484131 433.719513 255.475006 41.3390198 1081.01770 -2632.10449 -77.2432556 25552.5664 -19341.5488 6275.62842 0.947734773 30.0263367 38.0333595 44.0386276
5600.00000 50210.4492 119.355583 -337.645721 1456.90393 4646.11279 344.240204 432.787628 241.219757 40.7947845 1059.04236 -2641.53320 -77.3690491 25567.2344 -19338.6309 5855.76953 0.949278176 30.0100555 38.0127373 44.0147476
5800.00000 50026.1914 121.175278 -164.342255 1479.11597 4663.77881 353.069000 432.696350 247.637177 42.5006294 1075.90320 -2629.89160 -77.6540222 25550.9141 -19333.1484 6022.99365 0.952774584 29.9733009 37.9661789 43.9608383
6000.00000 50389.2656 121.597542 -467.684174 1484.27026 4675.45605 362.651062 429.334137 259.881866 40.8962746 1092.76343 -2652.52490 -77.0944901 25572.8711 -19337.6523 5816.03662 0.945909500 30.0456371 38.0578079 44.0669365
6200.00000 50383.4609 119.682549 107.253891 1460.89514 4689.68311 364.906555 434.818237 254.485214 42.8492165 1097.05920 -2640.31543 -77.1033707 25573.3105 -19340.3711 6229.38770 0.946018457 30.0444832 38.0563469 44.0652428
6400.00000 50187.5625 119.614761 205.370087 1460.06775 4642.11816 349.206635 434.249420 252.283722 41.1357422 1076.87549 -2652.98633 -77.4043350 25557.7441 -19339.5176 6252.50293 0.949711084 30.0054932 38.0069580 44.0080566
6600.00000 49816.0195 117.960968 32.7474060 1439.88086 4630.58447 350.605408 420.492859 258.875885 40.9984741 1070.97266 -2673.25488 -77.9816360 25571.5215 -19338.6543 6094.25684 0.956794262 29.9312668 37.9129372 43.8991928
6800.00000 49669.0586 120.520119 -187.876404 1471.11890 4647.29248 352.226013 427.572449 263.484100 48.1199226 1091.40247 -2664.87891 -78.2123718 25560.7871 -19340.0195 5982.31885 0.959625244 29.9018040 37.8756180 43.8559799
7000.00000 50204.3867 120.166313 -534.369751 1466.80005 4648.48291 355.655212 430.173004 261.107574 41.5926285 1088.52844 -2654.58130 -77.3783951 25552.8809 -19338.3457 5724.02881 0.949392855 30.0088463 38.0112038 44.0129738
7200.00000 50146.9648 118.891762 -474.024567 1451.24243 4631.97803 352.132599 444.448456 251.900162 43.6037216 1092.08496 -2664.69678 -77.4669952 25545.7402 -19341.1504 5736.54639 0.950479925 29.9974003 37.9967079 43.9961891
7400.00000 49791.1055 120.715279 408.025452 1473.50110 4624.58154 343.386383 446.487091 267.069153 44.5952911 1101.53784 -2655.15332 -78.0206604 25521.6973 -19343.5000 6394.37109 0.957273126 29.9262753 37.9066162 43.8918686
7600.00000 49896.0234 119.672142 -478.474731 1460.76794 4577.69922 341.636322 436.262909 242.807968 43.6441383 1064.35144 -2702.36108 -77.8566055 25556.1504 -19340.4414 5690.28955 0.955260158 29.9472809 37.9332237 43.9226799
7800.00000 49561.1445 120.097580 156.231689 1465.96106 4600.62793 356.095612 431.870514 255.852463 41.2268219 1085.04541 -2677.35181 -78.3826675 25533.9980 -19341.0645 6179.51270 0.961714745 29.8801327 37.8481674 43.8241959
8000.00000 49501.4922 119.590889 -298.985962 1459.77625 4611.50342 355.921112 449.775757 250.549316 45.2761917 1101.52246 -2689.36719 -78.4771271 25537.2715 -19337.9238 5855.43359 0.962873697 29.8681393 37.8329773 43.8066063
8200.00000 49399.9453 119.537804 511.493958 1459.12830 4553.89160 345.153259 423.456085 245.116562 44.0527954 1057.77869 -2675.40210 -78.6384430 25515.4043 -19343.8887 6381.52441 0.964852929 29.8477039 37.8070908 43.7766304
8400.00000 49540.9922 118.864838 298.362396 1450.91382 4582.23584 353.001953 436.479370 255.322845 43.9753075 1088.77954 -2681.54810 -78.4145584 25514.1816 -19339.1777 6248.71777 0.962105989 29.8760815 37.8430367 43.8182526
8600.00000 49781.1172 120.010223 252.230896 1464.89478 4614.90137 350.676941 439.387726 269.375153 48.3555374 1107.79541 -2682.81616 -78.0363159 25533.1641 -19343.2422 6262.91748 0.957465112 29.9242744 37.9040794 43.8889351
8800.00000 49930.4609 118.261887 -136.308624 1443.55396 4622.05762 353.284943 436.658081 275.291107 42.1937981 1107.42786 -2691.50806 -77.8029022 25547.3262 -19341.1895 5966.35352 0.954601288 29.9541683 37.9419479 43.9327812
9000.00000 49438.7578 121.793777 55.2685738 1486.66565 4618.18896 358.457794 436.400085 266.616333 49.9830627 1111.45728 -2698.33008 -78.5767136 25544.9551 -19339.8945 6144.70410 0.964095533 29.8555164 37.8169899 43.7880898
9200.00000 49382.3516 119.749603 -470.117828 1461.71362 4580.70166 355.912201 430.185242 264.225006 45.8347626 1096.15723 -2706.95093 -78.6664658 25534.8633 -19343.3691 5703.84082 0.965196729 29.8441582 37.8026009 43.7714310
9400.00000 49661.2109 120.243027 -665.096680 1467.73657 4596.23145 350.207245 435.613373 261.951080 47.3474121 1095.11914 -2696.30664 -78.2247314 25539.0762 -19341.6562 5582.26660 0.959776878 29.9002285 37.8736229 43.8536682
9600.00000 49637.7266 121.473259 451.061249 1482.75330 4629.90088 355.742340 454.033691 266.711884 46.5998878 1123.08777 -2692.44189 -78.2617416 25539.9668 -19340.7129 6439.18457 0.960231066 29.8955154 37.8676529 43.8467560
9800.00000 49593.1836 119.535004 438.586151 1459.09412 4573.58838 343.365448 448.114441 260.829010 39.8557434 1092.16455 -2699.69800 -78.3320312 25526.4199 -19345.2988 6349.89697 0.961093485 29.8865700 37.8563232 43.8336372
10000.0000 49330.1406 117.962280 -71.7310181 1439.89673 4580.56738 348.591980 448.962311 258.748291 46.9816017 1103.28418 -2703.02905 -78.7497253 25523.3477 -19343.0352 5968.85840 0.966218293 29.8336372 37.7892723 43.7560005
10200.0000 49279.0664 121.555237 -415.763824 1483.75403 4575.40137 353.249451 427.864807 270.637024 43.1305504 1094.88196 -2713.55591 -78.8313446 25537.7305 -19343.6543 5760.35205 0.967219710 29.8233376 37.7762260 43.7408943
10400.0000 49484.3125 121.096931 -465.415497 1478.15967 4578.88135 363.882965 430.608063 260.314911 44.3822021 1099.18811 -2704.63257 -78.5043716 25528.5371 -19344.2129 5721.16113 0.963207960 29.8646832 37.8286018 43.8015366
10600.0000 49353.1641 117.841972 -309.333069 1438.42834 4576.66650 354.517609 459.854767 262.859924 46.7897110 1124.02197 -2705.14990 -78.7129898 25504.0801 -19346.2852 5792.44775 0.965767562 29.8382778 37.7951508 43.7628059
