Step Volume Temp Press KinEng PotEng E_bond E_angle E_dihed E_impro E_mol E_vdwl E_tail E_coul E_long Enthalpy Density Lx Ly Lz
100.000000 50160.0000 180.000000 1520.64514 2197.15503 4003.29419 23.8021393 136.988556 38.6318359 6.94356298 206.366089 -2728.79712 -77.4468689 25796.0273 -19270.3027 7312.85010 0.950232923 30.0000000 38.0000000 44.0000000
200.000000 50612.5586 104.515831 1598.48254 1275.76379 5107.07422 309.352722 473.117371 269.729614 43.5715523 1095.77124 -2570.13843 -76.7543640 25843.5391 -19262.0996 7562.72949 0.941736281 30.0899525 38.1139412 44.1319313
400.000000 52614.4102 125.953331 868.797607 1537.43884 5412.40869 493.912720 585.936707 294.278687 48.4709206 1422.59912 -2491.24609 -73.8340530 25774.3203 -19293.2656 7616.49951 0.905905545 30.4815445 38.6099586 44.7062645
600.000000 53762.8555 170.064255 499.080536 2075.87500 5491.69141 496.907990 534.182495 363.397736 58.9605522 1453.44885 -2404.32202 -72.2568588 25761.0547 -19318.4902 7958.88330 0.886554182 30.7017307 38.8888588 45.0292053
800.000000 54743.1719 181.772217 -189.332367 2218.78760 5766.14648 615.764526 576.572327 378.404205 62.6882935 1633.42932 -2354.60449 -70.9629135 25806.8457 -19319.5234 7833.77637 0.870678127 30.8872147 39.1238022 45.3012466
1000.00000 55449.1094 164.297836 -1344.19604 2005.48792 5984.41113 737.269592 678.229065 380.311157 60.3179245 1856.12769 -2308.88647 -70.0594635 25761.1895 -19324.0195 6902.89014 0.859593332 31.0194149 39.2912598 45.4951439
1200.00000 55535.7305 180.942688 63.1769524 2208.66211 5709.99609 607.940125 535.733337 362.479462 57.0109749 1563.16394 -2303.21729 -69.9501953 25772.2715 -19322.2207 7969.82715 0.858252585 31.0355587 39.3117065 45.5188217
1400.00000 55355.7695 186.373856 616.684998 2274.95679 5738.16504 616.712280 589.792419 366.410309 57.0078964 1629.92285 -2307.91431 -70.1775970 25743.8555 -19327.6992 8510.97656 0.861042798 31.0020008 39.2691994 45.4696007
1600.00000 55294.9219 181.287445 747.722290 2212.87012 5715.47412 585.833984 559.695068 380.338806 58.5363693 1584.40430 -2328.79590 -70.2548218 25779.9707 -19320.1035 8531.32227 0.861990273 30.9906368 39.2548065 45.4529343
1800.00000 54886.1836 187.165146 974.420654 2284.61572 5650.11816 543.612183 595.355164 373.235718 59.8322029 1572.03528 -2324.12646 -70.7780075 25725.9883 -19323.7793 8714.71777 0.868409514 30.9140873 39.1578445 45.3406601
2000.00000 54790.9102 180.728256 -131.479980 2206.04443 5711.18506 589.111816 617.199219 355.790894 56.8474197 1618.94934 -2344.50122 -70.9010849 25759.8535 -19323.1152 7812.16797 0.869919538 30.8961887 39.1351738 45.3144112
2200.00000 54835.4648 179.064667 -928.281250 2185.73804 5701.63037 604.234497 621.247498 370.954620 61.9297714 1658.36646 -2327.53223 -70.8434753 25701.0547 -19330.2578 7145.00439 0.869212747 30.9045620 39.1457787 45.3266907
2400.00000 54653.9531 184.355026 -63.8385544 2250.31421 5657.02393 573.484558 579.819763 377.170166 59.1019859 1589.57654 -2327.40332 -71.0787506 25722.4531 -19327.6016 7856.45410 0.872099459 30.8704243 39.1025391 45.2766228
2600.00000 54721.3516 174.253540 219.999817 2127.01147 5754.58887 617.437073 643.932983 375.368225 63.5928879 1700.33118 -2328.28589 -70.9912109 25716.5234 -19333.9805 8057.17236 0.871025324 30.8831081 39.1186066 45.2952271
