Step Volume Temp Press KinEng PotEng E_bond E_angle E_dihed E_impro E_mol E_vdwl E_tail E_coul E_long Enthalpy Density Cella Cellb Cellc CellAlpha CellBeta CellGamma
53.0000000 41387.5352 177.230774 1786.26062 2163.35278 2161.33862 13.2533617 152.292175 5.35868216 0.636570930 171.540787 -3680.73242 -93.8624344 25372.5371 -19702.0078 5402.86914 1.15164340 27.8799992 38.0559998 39.0079994 90.0000000 90.0000000 90.0000000
200.000000 42067.3945 111.698723 3325.08252 1363.44116 3233.79712 301.350830 493.754211 181.056732 43.0917816 1019.25348 -3516.36597 -92.3455048 25430.1738 -19699.2656 6637.20898 1.13303149 27.8730679 38.5000343 39.2014503 90.0197830 89.8992310 89.8420868
400.000000 43318.9492 143.774246 2074.60034 1754.96851 3429.16309 287.613983 278.270203 369.808228 35.3469963 971.039368 -3429.37085 -89.6774979 25585.0840 -19697.5898 6494.78613 1.10029638 27.8502235 39.2266846 39.6537628 90.1210327 89.7764816 89.5656204
600.000000 42441.1680 179.004807 1998.26245 2185.00708 3702.78589 374.302399 422.732086 302.542694 45.4340096 1145.01123 -3288.33252 -91.5322342 25543.6973 -19697.5898 7124.63965 1.12305307 27.6504059 38.8180122 39.5453606 90.5283966 89.8312225 89.4163589
800.000000 43554.7031 178.497864 -5558.66748 2178.81934 4331.85303 704.440613 603.312073 375.451691 66.6105576 1749.81494 -3320.28589 -89.1920929 25598.2754 -19695.9512 2979.80273 1.09434068 27.8598442 39.1525078 39.9304504 90.0237961 90.0739288 89.6737595
1000.00000 43844.8516 195.117294 -10674.6641 2381.68311 4445.56885 962.943909 649.945740 284.246704 14.9043779 1912.04065 -3212.97510 -88.6018524 25440.4473 -19693.9453 1.52817714 1.08709884 28.0193539 39.2843552 39.8337059 89.7983551 89.9949570 89.6705551
1200.00000 43963.5352 162.481796 -2030.40796 1983.32056 4666.75244 617.508850 954.506714 483.318604 93.8149490 2149.14917 -3219.12549 -88.3626633 25434.2188 -19697.4883 5348.25049 1.08416414 28.1288166 39.1060982 39.9684563 90.2321243 89.8582230 89.5116959
1400.00000 43543.2383 167.852173 3326.91309 2048.87378 4442.64893 573.776550 803.084839 494.854126 53.7505302 1925.46594 -3257.10400 -89.2155685 25472.8145 -19698.5273 8604.22363 1.09462881 28.0949898 38.7907333 39.9562721 90.0787735 89.9474792 89.4432144
1600.00000 43802.1641 161.775665 4600.77783 1974.70129 4703.91309 716.018494 709.487000 532.085510 60.4281273 2018.01904 -3137.23535 -88.6881943 25518.6562 -19695.5273 9617.63574 1.08815825 27.8823738 39.1020126 40.1762772 90.1576385 89.8790054 89.9267731
1800.00000 43847.0508 165.568085 -8535.78809 2020.99316 4730.81006 804.019531 798.928711 338.635254 52.5187187 1994.10217 -3303.77490 -88.5974045 25738.4453 -19697.9648 1293.47156 1.08704424 27.8702087 39.0247383 40.3144760 90.0328522 89.9404373 89.9098434
2000.00000 43249.3555 200.840454 141.922684 2451.54224 4102.94824 445.238800 660.637817 576.180969 57.2971230 1739.35474 -3246.09058 -89.8218002 25306.3125 -19696.6289 6644.00781 1.10206687 27.9802895 38.6457672 39.9971466 90.0523300 89.8558121 89.8289490
2200.00000 43873.7734 168.835373 9414.86621 2060.87500 4485.02783 613.690308 634.475830 449.679993 63.9063950 1761.75244 -3303.22705 -88.5434418 25722.3789 -19695.8770 12570.0420 1.08638215 28.1778488 38.7529564 40.1786499 89.9213791 89.8022842 89.9975662
2400.00000 44006.9336 179.116455 6112.36133 2186.37012 4600.99170 738.902161 765.137573 600.075928 113.291931 2217.40771 -3257.06079 -88.2755203 25339.5762 -19698.9316 10710.2510 1.08309495 28.0037918 38.8782883 40.4222145 89.4576340 89.7928772 90.0964737
2600.00000 44204.4258 186.257248 -1555.18909 2273.53369 4296.39160 564.706116 514.145874 562.782288 36.8509445 1678.48535 -3371.95532 -87.8811340 25685.6797 -19695.8164 5567.33203 1.07825589 27.9017143 39.2242584 40.3913078 90.0657578 89.6747437 90.0885391
2800.00000 43602.4609 193.103363 -1309.92944 2357.10010 4255.17432 675.950256 552.996338 373.624786 106.339890 1708.91125 -3326.74487 -89.0943985 25572.4414 -19699.4336 5779.29395 1.09314215 27.9189873 39.0299492 40.0152054 90.2600784 89.7305679 90.1922150
