Step Volume Temp Press KinEng PotEng E_bond E_angle E_dihed E_impro E_mol E_vdwl E_tail E_coul E_long Enthalpy Density Lx Ly Lz
100.000000 50160.0000 150.000000 1186.92322 1830.96265 4003.29419 23.8021393 136.988556 38.6318359 6.94356298 206.366089 -2728.79712 -77.4468689 25796.0273 -19270.3027 6702.52930 0.950232923 30.0000000 38.0000000 44.0000000
200.000000 50597.8320 88.1310425 1199.27271 1075.76428 4911.57471 259.363220 417.618805 232.787643 37.5486908 947.318359 -2603.18457 -76.7767105 25831.4609 -19264.0195 6872.30322 0.942010403 30.0870342 38.1102448 44.1276512
400.000000 52406.2227 108.976089 661.613525 1330.20764 5134.40918 406.849884 509.008789 243.774216 40.7209892 1200.35388 -2525.04980 -74.1273575 25754.3379 -19295.2324 6970.28223 0.909504294 30.4412899 38.5589676 44.6472244
600.000000 53253.6797 145.717834 334.547180 1778.69275 5180.42383 410.614380 463.848663 301.785553 47.6834450 1223.93213 -2448.22290 -72.9477234 25724.9434 -19320.2285 7218.94287 0.895030797 30.6044998 38.7657013 44.8866005
800.000000 54080.3086 152.276581 -354.673309 1858.75146 5383.03516 499.692810 480.301941 308.118622 50.2332687 1338.34656 -2401.91992 -71.8327026 25770.7656 -19324.1562 6962.05371 0.881350040 30.7620392 38.9652519 45.1176605
1000.00000 54471.7305 133.970734 -1324.99670 1635.30273 5569.39062 604.927917 574.632507 315.814056 54.5648918 1549.93945 -2382.83496 -71.3165283 25730.5430 -19328.2578 6152.09717 0.875016868 30.8360786 39.0590324 45.2262497
1200.00000 54441.3789 150.976334 125.262001 1842.88013 5310.36035 474.301697 447.555115 299.897034 43.8880196 1265.64185 -2371.64941 -71.3562927 25746.3691 -19330.0020 7252.69482 0.875504732 30.8303490 39.0517769 45.2178459
1400.00000 54311.4219 154.309509 800.324646 1883.56628 5353.14551 482.912445 490.258087 302.551910 52.0623436 1327.78479 -2391.76245 -71.5270309 25747.0020 -19329.8789 7870.62988 0.877599597 30.8057995 39.0206795 45.1818390
1600.00000 54211.3906 151.970474 1516.70312 1855.01489 5340.09961 458.891632 514.513428 302.147400 48.4195328 1323.97205 -2375.11987 -71.6590118 25718.6133 -19327.3652 8394.24609 0.879218996 30.7868748 38.9967079 45.1540833
1800.00000 54165.7617 151.765839 539.954285 1852.51709 5298.92627 457.879242 481.547699 302.001038 48.3964958 1289.82446 -2410.64453 -71.7193832 25750.0977 -19330.3516 7577.98145 0.879959643 30.7782345 38.9857635 45.1414108
