Step Volume Temp Press KinEng PotEng E_bond E_angle E_dihed E_impro E_mol E_vdwl E_tail E_coul E_long Enthalpy Density Cella Cellb Cellc CellAlpha CellBeta CellGamma
53.0000000 41387.5352 157.538467 1520.77075 1922.98022 2161.33862 13.2533617 152.292175 5.35868216 0.636570930 171.540787 -3680.73242 -93.8624344 25372.5371 -19702.0078 5002.24805 1.15164340 27.8799992 38.0559998 39.0079994 90.0000000 90.0000000 90.0000000
200.000000 42002.2734 99.5439072 2973.36719 1215.07446 3112.04736 266.785431 460.978943 160.479996 38.2764206 926.520752 -3537.71216 -92.4886780 25422.8379 -19699.5996 6148.48779 1.13478816 27.8412476 38.5104713 39.1749153 90.0168533 89.8922195 89.8241501
400.000000 43109.3398 127.572701 1879.31506 1557.20557 3292.47119 267.681763 257.172852 330.202515 31.1296062 886.186707 -3453.68262 -90.1135330 25558.0566 -19698.0898 6031.21240 1.10564637 27.7627296 39.2300453 39.5831108 90.1259537 89.7783737 89.5206757
600.000000 42198.8828 163.454971 1734.10315 1995.19946 3479.08081 329.394867 387.868530 244.083908 30.2414188 991.588745 -3331.00562 -92.0577698 25516.7344 -19698.2363 6541.49512 1.12950110 27.5507641 38.8478928 39.4319611 90.5678711 89.8434296 89.3795013
800.000000 43334.8516 158.870331 -5473.97021 1939.23755 4082.19067 651.739258 547.459778 290.102600 49.0618553 1538.36353 -3341.01318 -89.6445847 25582.0215 -19697.1816 2561.90967 1.09989262 27.7728481 39.2289314 39.7759171 90.0431671 90.1153793 89.6351395
1000.00000 43497.0391 168.918121 -10724.2314 2061.88501 4235.97266 831.734253 621.343689 301.644135 15.7390594 1770.46106 -3244.13623 -89.3103333 25405.2871 -19695.6406 -505.161926 1.09579146 27.8890743 39.3520126 39.6344223 89.7842636 90.0513229 89.5992355
1200.00000 43464.7227 150.161484 -2965.25342 1832.93372 4279.53809 518.414368 768.294189 480.858978 78.9332199 1846.50073 -3324.27930 -89.3767319 25456.5547 -19699.2383 4232.83252 1.09660625 28.0083523 39.1424484 39.6484947 90.0751877 89.8681641 89.4003677
1400.00000 43139.2461 157.337296 4143.81885 1920.52454 4090.10400 466.679871 632.314087 481.463257 56.8941002 1637.35132 -3315.08423 -90.0510559 25466.4355 -19698.5996 8617.67773 1.10487986 27.9316578 38.8548508 39.7518005 90.4317551 89.9191589 89.5506897
1600.00000 43709.8984 149.473969 5264.23779 1824.54163 4375.50879 593.093750 587.031189 497.104004 64.5612717 1741.79016 -3222.21338 -88.8754044 25551.9805 -19696.0488 9555.81250 1.09045517 27.8483105 39.2968216 39.9426994 90.4015503 89.9383621 89.7891846
1800.00000 43577.7617 170.698517 -5061.70703 2083.61719 4217.91064 647.055237 527.317322 401.147339 36.8720970 1612.39197 -3362.72144 -89.1448898 25666.8340 -19698.5938 3084.62573 1.09376156 27.8725452 39.3247986 39.7595520 90.2424316 89.8182755 89.5470276
2000.00000 43356.8828 170.242126 -3651.54541 2078.04639 3966.01855 581.392761 613.029114 391.185211 23.1401348 1608.74731 -3313.16699 -89.5990372 25366.9277 -19696.4883 3735.13574 1.09933376 27.8796024 39.1955452 39.6786346 90.5083389 89.8189697 89.7981339
2200.00000 43639.4727 151.689697 4329.63232 1851.58765 4203.98096 575.273743 616.416138 373.903046 25.3444366 1590.93738 -3294.96753 -89.0188293 25603.5254 -19695.5137 8811.10645 1.09221494 27.9585037 39.3245773 39.6932602 90.4022293 89.8115768 89.8173447
2400.00000 43983.2773 152.353714 6558.19287 1859.69299 4408.84570 639.223877 563.213684 495.105896 67.8754044 1765.41895 -3246.17749 -88.3229980 25583.4902 -19693.8867 10475.2979 1.08367741 28.0204182 39.3317719 39.9090309 90.0171738 89.9711609 89.8421860
2600.00000 43603.3711 183.492645 4199.36182 2239.78784 3879.95337 354.945496 475.257690 372.229095 34.6115799 1237.04395 -3086.64209 -89.0925369 25425.1016 -19695.5508 8790.15918 1.09311926 28.0895729 38.9871864 39.8157349 90.0074081 90.1137695 90.1132889
2800.00000 43877.8945 147.756134 -4837.81982 1803.57300 4306.17188 724.821350 663.279053 377.985260 72.1402359 1838.22595 -3268.07935 -88.5351257 25435.2676 -19699.2422 3013.95581 1.08628011 28.2098427 38.9144821 39.9705315 89.9648972 90.0116501 89.6993637
3000.00000 44159.0273 166.800888 557.142090 2036.04126 4232.18896 665.049377 499.036743 368.118164 47.0700150 1579.27429 -3204.05933 -87.9714737 25552.1699 -19695.1953 6627.03760 1.07936442 28.1876144 38.8595810 40.3153648 90.0575409 89.9521255 89.6720657
3200.00000 44264.6055 147.899200 5531.14014 1805.31934 4418.56348 557.633728 653.244751 581.524475 81.3082123 1873.71118 -3369.79907 -87.7616501 25610.9375 -19696.2852 9794.53223 1.07678986 28.2542400 38.8518410 40.3286858 89.4182205 89.9427032 89.3250809
3400.00000 43914.6055 167.978882 6289.60400 2050.42041 4090.06665 642.178162 549.704834 337.643860 70.0269928 1599.55396 -3361.11401 -88.4611130 25544.3496 -19692.7227 10168.6611 1.08537197 28.1622906 38.7955818 40.1946487 90.0986481 89.8442764 89.6699600
3600.00000 43677.3789 148.928467 -3492.18921 1817.88293 4330.23779 532.061951 615.035339 555.820129 45.9948921 1748.91235 -3225.14478 -88.9415741 25500.0898 -19693.6191 3923.63159 1.09126699 28.0767403 38.6533012 40.2460747 90.0510178 89.9860077 90.0065079
3800.00000 44466.1836 159.428543 -7268.97705 1946.05115 4256.10107 671.018250 635.738464 332.785583 49.3927078 1688.93506 -3232.58276 -87.3638000 25494.3770 -19694.6289 1488.26648 1.07190859 28.0267506 38.9577637 40.7264137 90.1268921 90.1263275 89.5930634
4000.00000 43921.5977 148.947098 1387.28271 1818.11035 4393.48096 565.630371 514.626404 419.574829 70.9799194 1570.81152 -3109.78882 -88.4470291 25628.4141 -19695.9551 7100.21729 1.08519924 27.9903603 38.8573227 40.3838806 90.1601257 90.0490799 89.6226044
4200.00000 43712.1836 150.548431 3364.13794 1837.65698 4267.03613 484.943451 928.227600 333.393219 23.2365093 1769.80078 -3336.09253 -88.8707581 25531.6074 -19698.2793 8249.32227 1.09039819 27.9347191 38.7795372 40.3530617 89.6111908 90.0559998 89.5985107
4400.00000 43532.3281 169.112289 6845.40088 2064.25513 4191.05713 670.401489 437.271851 253.784225 17.5922222 1379.04980 -3181.93481 -89.2379303 25691.4238 -19697.4805 10601.2822 1.09490311 27.7864285 38.5617714 40.6289864 89.6064835 90.1059494 89.7947083
4600.00000 43960.9297 158.442566 -1539.02539 1934.01599 4232.81152 612.983032 546.914246 438.804962 57.2716217 1655.97375 -3165.92212 -88.3679047 25439.2422 -19696.4824 5180.11963 1.08422840 28.0539627 38.6700249 40.5250015 89.4916687 89.8908157 89.6741562
4800.00000 43983.9883 151.967804 -7834.77686 1854.98254 4160.30664 510.254456 581.744934 332.819000 23.5119934 1448.33044 -3217.53540 -88.3215637 25620.8867 -19691.3750 989.582336 1.08365989 27.9742699 38.9903183 40.3287430 89.6789093 89.9126434 89.3455734
5000.00000 43031.4219 170.974976 -2282.15259 2086.99194 4137.51562 614.277039 750.206665 270.529785 28.7369881 1663.75049 -3326.33618 -90.2767029 25498.8887 -19698.7871 4792.29883 1.10764825 27.8353138 38.6934738 39.9535637 89.9628067 89.9594574 89.7703629
5200.00000 43421.9688 163.168030 4064.21240 1991.69702 4140.37988 543.934631 625.259521 401.520813 33.4920425 1604.20703 -3302.81763 -89.4647293 25531.5859 -19692.5957 8705.79980 1.09768593 27.8820610 38.6363220 40.3082504 89.7386627 89.9184341 89.9585266
