Step Volume Temp Press KinEng PotEng E_bond E_angle E_dihed E_impro E_mol E_vdwl E_tail E_coul E_long Enthalpy Density Lx Ly Lz
100.000000 50160.0000 130.000000 964.441833 1586.83423 4003.29419 23.8021393 136.988556 38.6318359 6.94356298 206.366089 -2728.79712 -77.4468689 25796.0273 -19270.3027 6295.64844 0.950232923 30.0000000 38.0000000 44.0000000
200.000000 50584.4766 77.2558975 931.947266 943.017700 4780.63184 226.473953 380.611542 207.666153 33.5173531 848.268982 -2625.40137 -76.7969742 25823.0977 -19265.3340 6411.16846 0.942259073 30.0843868 38.1068916 44.1237679
400.000000 52220.1836 97.4174881 553.491150 1189.11853 4950.49023 350.298462 457.652832 210.946732 35.6951866 1054.59314 -2547.26855 -74.3914413 25739.6816 -19296.5156 6561.13574 0.912744462 30.4052238 38.5132828 44.5943298
600.000000 52843.0469 129.075699 226.275543 1575.55188 4971.98682 353.619324 416.052063 263.155121 40.8550758 1073.68164 -2486.49609 -73.5145874 25705.4238 -19320.6211 6721.92090 0.901985943 30.5256348 38.6658020 44.7709312
800.000000 53500.0273 132.399445 -385.817993 1616.12280 5122.80664 422.386566 429.563965 260.765900 41.4228706 1154.13928 -2451.85693 -72.6118317 25745.0254 -19324.5020 6437.89746 0.890909493 30.6516190 38.8253822 44.9557076
1000.00000 53622.3633 118.662453 -1291.27771 1448.44336 5218.61914 508.073486 493.446777 263.071106 44.4361916 1309.02759 -2469.27441 -72.4461670 25707.9785 -19329.1113 5657.24805 0.888876975 30.6749649 38.8549538 44.9899483
1200.00000 53079.5273 130.396271 319.952484 1591.67114 4990.89941 386.381714 403.365601 252.071930 40.4452667 1082.26453 -2462.79980 -73.1870651 25704.0430 -19332.6074 6830.24902 0.897967398 30.5711021 38.7233963 44.8376160
1400.00000 52952.4766 133.704132 777.600403 1632.04834 5030.47803 406.020172 435.607666 260.215576 45.9935265 1147.83704 -2476.59399 -73.3626633 25689.7793 -19330.5449 7263.03418 0.900121868 30.5466919 38.6924744 44.8018150
1600.00000 52902.3359 129.875595 1125.67944 1585.31567 5007.57764 389.161896 427.325439 250.123398 40.2608643 1106.87158 -2482.72632 -73.4321976 25710.6230 -19327.1914 7461.38477 0.900975049 30.5370464 38.6802597 44.7876663
1800.00000 52800.7891 136.301910 248.848923 1663.75793 4966.81836 381.198120 445.920654 257.135193 41.1232910 1125.37720 -2507.64819 -73.5734253 25684.0898 -19334.9980 6822.20117 0.902707756 30.5174961 38.6554947 44.7589912
2000.00000 52330.5039 129.644363 -388.969116 1582.49329 4973.37646 397.673767 462.447937 268.730194 38.9570312 1167.80896 -2498.65405 -74.2346115 25642.0215 -19337.8008 6259.01367 0.910820246 30.4266205 38.5403862 44.6257095
2200.00000 52221.8359 127.374763 -261.872406 1554.78955 4951.37207 400.770752 446.241669 249.247681 40.1973419 1136.45740 -2500.22144 -74.3890915 25654.0156 -19338.8809 6306.71924 0.912715614 30.4055443 38.5136909 44.5947990
2400.00000 52213.5664 134.788589 409.002167 1645.28577 4926.32422 379.110840 439.621674 269.564270 40.7234230 1129.02014 -2514.87573 -74.4008713 25650.5059 -19338.3262 6883.05762 0.912860096 30.4039402 38.5116577 44.5924454
2600.00000 51784.7461 126.257408 567.005493 1541.15063 4954.26172 392.713287 466.443298 261.665131 41.5164070 1162.33813 -2519.20459 -75.0169754 25649.6875 -19338.5586 6923.63037 0.920419395 30.3204765 38.4059372 44.4700317
2800.00000 51549.3008 128.863602 -239.775299 1572.96277 4908.76709 397.094604 453.040558 271.042969 42.8748894 1164.05298 -2543.62988 -75.3596039 25625.8496 -19337.5059 6301.46826 0.924623311 30.2744541 38.3476448 44.4025345
3000.00000 51767.0039 131.342072 -802.809570 1603.21606 4914.38086 387.833527 454.713837 272.857819 41.1250687 1156.53027 -2540.26880 -75.0426865 25635.9648 -19337.8457 5911.50098 0.920734823 30.3170147 38.4015503 44.4649544
3200.00000 51797.4648 130.960037 -415.472046 1598.55286 4903.58496 401.022034 453.479523 276.299347 43.4050179 1174.20593 -2539.91162 -74.9985504 25606.5078 -19337.2168 6188.28516 0.920193374 30.3229599 38.4090805 44.4736748
