Step Volume Temp Press KinEng PotEng E_bond E_angle E_dihed E_impro E_mol E_vdwl E_tail E_coul E_long Enthalpy Density Cella Cellb Cellc CellAlpha CellBeta CellGamma
53.0000000 41387.5352 216.615387 2317.24048 2644.09766 2161.33862 13.2533617 152.292175 5.35868216 0.636570930 171.540787 -3680.73242 -93.8624344 25372.5371 -19702.0078 6204.11084 1.15164340 27.8799992 38.0559998 39.0079994 90.0000000 90.0000000 90.0000000
200.000000 42165.4648 135.806931 4058.37671 1657.71594 3478.60840 372.944580 558.160461 222.617706 52.8469772 1206.56970 -3472.15991 -92.1307297 25442.8066 -19698.6074 7631.98291 1.13039625 27.9213867 38.4845924 39.2405128 90.0235062 89.9112473 89.8713837
400.000000 43647.1719 176.963623 2479.68164 2160.09180 3689.27808 320.021210 327.068939 446.118439 43.1637917 1136.37244 -3388.17944 -89.0031281 25637.6523 -19696.5664 7427.80957 1.09202230 27.9897842 39.2236862 39.7576294 90.1127625 89.7796402 89.6467667
600.000000 42946.8203 203.955154 2190.85205 2489.56177 4223.55127 457.225403 526.459167 437.538940 99.5392075 1520.76270 -3196.51562 -90.4545441 25595.1621 -19695.8594 8085.32080 1.10983026 27.8321724 38.8235741 39.7481728 90.4067917 89.8333359 89.5096588
800.000000 44018.8047 218.062057 -7040.63965 2661.75659 4833.16650 855.254944 743.905457 520.064575 99.9793701 2219.20435 -3316.57593 -88.2517166 25626.1504 -19695.6133 2975.04980 1.08280277 28.0357361 39.0373116 40.2207451 89.9590378 89.9824524 89.7661972
1000.00000 44369.6484 230.134064 -7781.04980 2809.11255 5064.53760 1059.57825 681.974609 504.382690 65.7775192 2311.71313 -3114.00171 -87.5538788 25559.1172 -19692.2930 2838.64307 1.07424080 28.2121220 39.1303215 40.1923790 89.8330307 89.8646927 89.7582703
1200.00000 44700.9219 194.677933 -139.307678 2376.32031 5276.86572 775.139404 1199.54773 503.066925 87.4452133 2565.19922 -3070.71973 -86.9050293 25474.9453 -19692.5586 7562.36914 1.06627965 28.3024769 38.9597321 40.5422516 90.5349655 89.7821655 89.6191788
1400.00000 45145.9414 216.107498 -1109.52332 2637.89819 5028.74951 724.649353 756.455322 643.738220 61.0367279 2185.87964 -3079.16235 -86.0483780 25617.3594 -19695.3262 6936.12988 1.05576897 28.4987717 39.0001488 40.6208572 90.3213501 89.6817627 89.6285477
1600.00000 44712.1719 210.283737 -1463.52100 2566.81104 5075.67578 843.519531 799.815674 538.255676 71.9616394 2253.55249 -3013.10083 -86.8831635 25531.6504 -19696.4277 6688.15234 1.06601143 28.6958790 38.4288406 40.5496826 90.3466187 89.3615341 89.7704620
1800.00000 44814.2969 194.630753 -5337.31934 2375.74438 5429.09033 919.289612 837.045959 635.051453 50.2020378 2441.58911 -3082.94214 -86.6851730 25767.2520 -19696.8086 4316.52002 1.06358206 28.7268429 38.4095039 40.6196136 90.4460449 89.3156281 89.8463211
2000.00000 44755.5625 246.130356 2241.50195 3004.36987 4552.85107 524.131775 762.183411 441.121002 110.662758 1838.09888 -3051.20508 -86.7989273 25457.8516 -19691.8945 9020.28027 1.06497788 28.6506062 38.2665176 40.8272057 90.1757584 89.1036224 90.0519485
2200.00000 45386.6914 200.951294 8980.20508 2452.89526 5159.77881 808.122253 747.794678 577.572998 65.9254456 2199.41528 -2971.50171 -85.5919418 25627.2891 -19695.4238 13556.8359 1.05016875 28.5527325 38.7920418 40.9820213 89.7325974 89.1366425 89.8638077
2400.00000 45545.2578 259.564789 4312.72852 3168.35620 4802.79346 830.817993 839.183228 441.422028 46.8941689 2158.31738 -3219.30981 -85.2939529 25560.5352 -19696.7520 10835.7969 1.04651260 28.5081768 38.5982475 41.3940964 89.9247818 89.3171082 89.8723450
2600.00000 45392.9414 224.646072 -7621.56982 2742.12378 4864.48291 827.637939 750.321350 618.391113 75.9570084 2272.30737 -3152.60400 -85.5801544 25440.6699 -19695.8906 2561.05493 1.05002415 28.3714581 38.6001282 41.4523888 89.9397964 89.4167633 89.6326599
2800.00000 44826.2383 196.863007 -13671.6289 2402.99194 5298.92041 1118.04126 773.616455 645.948853 116.850510 2654.45703 -3294.03369 -86.6620789 25632.4316 -19693.9355 -1235.84241 1.06329882 28.2202168 38.6321144 41.1192703 89.6028976 89.6473923 89.7753067
