Step Volume Temp Press KinEng PotEng E_bond E_angle E_dihed E_impro E_mol E_vdwl E_tail E_coul E_long Enthalpy Density Cella Cellb Cellc CellAlpha CellBeta CellGamma
53.0000000 41387.5352 147.692307 1388.02576 1802.79395 2161.33862 13.2533617 152.292175 5.35868216 0.636570930 171.540787 -3680.73242 -93.8624344 25372.5371 -19702.0078 4801.93750 1.15164340 27.8799992 38.0559998 39.0079994 90.0000000 90.0000000 90.0000000
200.000000 41964.2109 93.4477005 2802.15527 1140.66162 3050.83765 249.779816 444.442932 150.240173 35.8801498 880.343079 -3548.67554 -92.5725708 25418.9375 -19699.7676 5906.43213 1.13581753 27.8227425 38.5166168 39.1592255 90.0150146 89.8884354 89.8141632
400.000000 42992.3750 119.569504 1772.93945 1459.51526 3222.41504 256.772308 247.445557 310.250305 28.9637089 843.431885 -3467.07446 -90.3586960 25544.4062 -19698.3477 5793.56299 1.10865426 27.7143593 39.2324677 39.5423050 90.1292877 89.7806015 89.4978790
600.000000 42083.1797 154.639542 1510.19653 1887.59473 3379.25977 307.718140 372.100037 218.604385 25.1047878 923.527344 -3349.37329 -92.3108673 25503.5566 -19698.4512 6193.72217 1.13260651 27.4997673 38.8724174 39.3720856 90.5788345 89.8531265 89.3643188
800.000000 43233.4102 148.272476 -5758.51953 1809.87585 3967.81445 626.390869 520.989197 257.098694 45.3858986 1449.86462 -3356.09253 -89.8549194 25571.8398 -19697.7969 2146.85742 1.10247326 27.7301617 39.2770576 39.6953049 90.0488129 90.1355133 89.6190109
1000.00000 43369.9219 153.690369 -10346.0264 1876.00879 4159.77832 763.434692 608.968567 318.594147 15.7677717 1706.76526 -3240.82007 -89.5720978 25390.9785 -19697.1445 -508.134888 1.09900320 27.8326874 39.3816299 39.5690117 89.7871094 90.0974045 89.5787354
1200.00000 43250.7773 144.268127 -3453.96826 1760.99695 4088.88086 467.837738 717.557068 445.420929 69.0260086 1699.84167 -3385.59155 -89.8188400 25473.5430 -19698.9121 3671.22437 1.10203063 27.9644871 39.1090813 39.5492744 90.0206528 89.9397888 89.3404007
1400.00000 42994.6367 146.570068 5308.11670 1789.09546 3988.30591 426.822876 602.067688 463.164154 41.8056602 1533.86035 -3325.90112 -90.3539352 25478.7305 -19698.3848 9105.76367 1.10859597 27.9113255 38.8340836 39.6683655 90.4427872 90.0107498 89.6003494
1600.00000 43479.4883 142.802216 4517.83008 1743.10339 4203.84424 529.957031 656.464783 465.798737 59.3758125 1711.59644 -3324.47583 -89.3463821 25513.9277 -19697.2051 8811.72070 1.09623384 27.8593044 39.2485161 39.7649651 90.2908249 90.0115128 89.7516174
1800.00000 43278.1562 156.161423 -4348.94727 1906.17139 4086.95654 586.174500 468.305573 390.829681 28.6578846 1473.96765 -3364.97534 -89.7620239 25675.5547 -19697.5918 3248.21387 1.10133362 27.8709316 39.3129578 39.5001335 90.0633698 89.8456726 89.5211792
2000.00000 43545.4570 166.646332 -5898.82422 2034.15454 3767.85156 635.385315 582.860229 290.947021 25.6065655 1534.79907 -3409.23730 -89.2110214 25341.3105 -19699.0215 2055.86450 1.09457314 27.9750843 39.3206139 39.5876312 90.3051682 89.8207397 89.9640808
2200.00000 43503.4414 138.419083 4950.80078 1689.60107 4135.01270 508.463593 595.228699 397.094788 53.7207527 1554.50793 -3290.82495 -89.2971878 25565.6016 -19694.2715 8965.66406 1.09563017 27.9487381 39.3190804 39.5879745 90.2214813 89.8979263 89.8596497
2400.00000 44052.4258 142.365143 5589.20117 1737.76843 4312.09180 770.762634 666.785767 366.582123 53.9063072 1858.03674 -3339.44360 -88.1843567 25489.1465 -19695.6484 9640.69531 1.08197629 28.0173492 39.4076080 39.8991814 89.8914719 89.9360657 89.9426498
2600.00000 43091.9258 162.596542 6212.45850 1984.72119 3839.22607 390.574707 431.690796 313.214203 29.1159840 1164.59570 -3195.85034 -90.1499481 25561.6934 -19691.2129 9728.17676 1.10609305 27.8623562 39.2891541 39.3645706 90.0330276 89.9807358 90.0235901
2800.00000 43209.5820 167.802338 411.708008 2048.26538 3831.97754 520.171814 493.160370 323.589050 51.4054680 1388.32666 -3252.91992 -89.9044800 25396.1758 -19699.6055 6139.68799 1.10308135 27.9546909 39.1925659 39.4400291 89.6872940 89.9944534 89.6285400
3000.00000 43466.7266 144.605667 -2153.66187 1765.11694 4064.69849 641.870117 603.395081 404.235229 27.3012753 1676.80176 -3304.65088 -89.3726120 25387.3086 -19694.7598 4464.57129 1.09655571 27.9071941 39.5520058 39.3799095 89.8934479 89.8817215 89.8887787
3200.00000 43137.2344 144.019394 2275.62671 1757.96094 4119.52197 580.351929 723.381531 264.752625 40.7334595 1609.21948 -3342.41162 -90.0552597 25551.9883 -19699.2734 7309.10791 1.10493135 27.9078331 39.4022827 39.2302856 90.1183014 89.7559738 89.5782318
3400.00000 43227.2031 152.026642 2421.40771 1855.70056 4102.70215 503.192719 819.784302 333.934326 45.3240852 1702.23535 -3348.37646 -89.8678284 25444.2227 -19695.3809 7484.91748 1.10263169 28.0604610 39.0439491 39.4561882 90.2179871 89.7723465 89.9958878
3600.00000 43583.2031 149.282974 -2874.22217 1822.21045 4036.38281 559.562256 609.462891 253.173492 45.4166527 1467.61536 -3311.25000 -89.1337662 25569.4961 -19689.4805 4031.69067 1.09362507 28.0770473 39.0512352 39.7505684 89.8488464 89.6973419 89.7914352
3800.00000 43344.3555 133.099655 -3892.36035 1624.67004 4279.07129 570.807922 757.458435 363.067780 63.6890373 1755.02319 -3309.07812 -89.6249313 25530.3633 -19697.2383 3443.25220 1.09965146 27.9969120 38.9745789 39.7260551 89.4688644 89.9640503 89.5123672
