Step Volume Temp Press KinEng PotEng E_bond E_angle E_dihed E_impro E_mol E_vdwl E_tail E_coul E_long Enthalpy Density Lx Ly Lz
100.000000 50160.0000 190.000000 1631.88574 2319.21924 4003.29419 23.8021393 136.988556 38.6318359 6.94356298 206.366089 -2728.79712 -77.4468689 25796.0273 -19270.3027 7516.29053 0.950232923 30.0000000 38.0000000 44.0000000
200.000000 50616.4648 109.997910 1730.67444 1342.68042 5171.99365 326.190582 491.608368 281.852875 45.5713844 1145.22314 -2559.22046 -76.7484436 25847.4609 -19261.4707 7792.23926 0.941663682 30.0907269 38.1149216 44.1330643
400.000000 52670.4805 131.483322 948.109558 1604.94031 5506.20850 523.658569 611.631042 311.288818 51.0998154 1497.67822 -2479.42798 -73.7554474 25780.5840 -19292.6270 7839.43408 0.904941142 30.4923687 38.6236687 44.7221413
600.000000 53908.1328 178.301407 578.181824 2176.42114 5592.04053 525.637146 554.187195 385.474854 62.7063866 1528.00562 -2389.36182 -72.0621338 25771.1426 -19317.7461 8223.02539 0.884165049 30.7293587 38.9238548 45.0697289
800.000000 54956.0547 190.998993 5.49575758 2331.41333 5895.39941 658.190430 611.093079 397.731628 64.6638565 1731.67896 -2329.10645 -70.6880264 25811.7617 -19318.9355 8231.21777 0.867305398 30.9272003 39.1744537 45.3598938
1000.00000 55787.1875 173.714890 -1487.42188 2120.43628 6134.80713 784.476318 725.138306 412.055176 68.0744324 1989.74426 -2304.65771 -69.6348953 25772.9277 -19323.2070 7045.07861 0.854384065 31.0823307 39.3709526 45.5874176
1200.00000 55923.4609 192.167648 67.3633652 2345.67847 5838.88916 646.797241 564.783813 394.565613 64.6160660 1670.76270 -2295.31616 -69.4652100 25786.8496 -19323.4062 8239.50879 0.852302134 31.1076183 39.4029846 45.6245079
1400.00000 55716.9922 193.986649 501.038269 2367.88184 5913.42334 659.373230 614.433472 405.039459 66.0840912 1744.93030 -2281.96191 -69.7226181 25774.0156 -19323.5605 8688.43652 0.855460465 31.0692883 39.3544312 45.5682907
1600.00000 55484.4922 190.276978 1638.08496 2322.60010 5853.56641 618.200500 614.403992 395.232361 60.7514420 1688.58826 -2284.97095 -70.0147858 25772.7344 -19322.7852 9501.67969 0.859045148 31.0260124 39.2996140 45.5048180
1800.00000 55363.0664 195.634521 1435.99390 2387.99658 5774.88525 581.638489 619.148376 400.381775 67.3621063 1668.53064 -2325.02490 -70.1683426 25751.5742 -19320.1953 9322.32227 0.860929251 31.0033627 39.2709274 45.4715996
2000.00000 55363.1875 191.869263 238.013596 2342.03638 5906.32715 643.810608 656.693726 407.677795 66.3068466 1774.48901 -2300.14893 -70.1681976 25757.6113 -19325.6250 8440.53906 0.860927403 31.0033855 39.2709541 45.4716301
2200.00000 55478.7070 190.994003 -845.536926 2331.35254 5841.92432 650.396606 655.319580 382.493591 63.1706238 1751.38037 -2316.48071 -70.0220871 25730.6934 -19323.6699 7489.15283 0.859134734 31.0249329 39.2982483 45.5032349
2400.00000 55132.2109 192.338013 -65.7545013 2347.75806 5835.45068 615.280884 604.441101 412.087280 66.9190140 1698.72827 -2301.82861 -70.4621658 25762.5957 -19324.0449 8130.33887 0.864534259 30.9602089 39.2162666 45.4083061
2600.00000 54889.5664 186.790024 281.969940 2280.03711 5907.60254 660.316528 676.143494 419.115723 64.9428253 1820.51855 -2323.18652 -70.7736435 25732.6836 -19322.4121 8413.35840 0.868355989 30.9147224 39.1586494 45.3415947
2800.00000 54996.3359 184.722656 -453.396362 2254.80176 5848.02441 617.464783 653.023254 417.381897 64.8296890 1752.69971 -2326.80396 -70.6362534 25747.2031 -19325.0742 7739.17285 0.866670191 30.9347534 39.1840210 45.3709717
3000.00000 54826.3203 190.548828 -875.784668 2325.91846 5832.43848 656.698608 646.370178 400.711792 67.2505646 1771.03113 -2346.78931 -70.8552933 25735.4785 -19327.2832 7458.09180 0.869357705 30.9028435 39.1436005 45.3241692
3200.00000 54469.9531 191.494812 -567.448669 2337.46558 5784.40137 658.208191 625.103882 406.540741 60.0001297 1749.85291 -2360.77393 -71.3188553 25722.7344 -19327.4121 7671.09229 0.875045419 30.8357430 39.0586090 45.2257576
3400.00000 54316.9492 184.659866 -27.3193188 2254.03540 5760.69092 620.235779 635.025757 402.956482 59.5871887 1717.80518 -2352.53369 -71.5197525 25725.4414 -19330.0215 7993.08496 0.877510309 30.8068447 39.0220032 45.1833725
3600.00000 54284.3086 191.648941 -366.761017 2339.34692 5802.13867 634.429871 646.089294 408.355377 66.9088516 1755.78345 -2341.53906 -71.5627594 25716.4922 -19328.5996 7851.12793 0.878037989 30.8006706 39.0141830 45.1743164
3800.00000 54421.1719 189.380661 -438.600616 2311.65918 5835.56787 655.495239 628.803223 423.640259 61.5785599 1769.51733 -2340.61963 -71.3827820 25736.6270 -19329.9551 7799.12012 0.875829756 30.8265343 39.0469437 45.2122498
4000.00000 54521.8477 187.948807 55.7004662 2294.18164 5809.19287 631.523743 637.940002 401.301788 68.6320801 1739.39758 -2333.53784 -71.2509766 25733.1309 -19329.7969 8147.66455 0.874212563 30.8455315 39.0710068 45.2401123
4200.00000 54813.6250 189.906693 -138.273636 2318.08032 5843.99756 648.285461 644.386108 432.151093 69.2798843 1794.10254 -2327.71362 -70.8717041 25710.8262 -19333.2168 8051.54199 0.869559109 30.9004574 39.1405792 45.3206711
4400.00000 54835.0195 185.270233 -244.483047 2261.48584 5887.58301 655.685547 660.803284 415.849823 67.5085220 1799.84717 -2321.15161 -70.8440475 25737.0566 -19328.1699 7953.55273 0.869219780 30.9044781 39.1456718 45.3265686
4600.00000 54355.2578 192.933624 73.1826782 2355.02832 5792.65088 638.675598 649.154175 400.511505 69.1033783 1757.44470 -2368.90649 -71.4693451 25737.5156 -19333.4043 8205.69238 0.876891851 30.8140850 39.0311737 45.1939926
4800.00000 53906.6914 190.648407 175.372513 2327.13379 5739.11182 630.362610 640.952820 407.995483 65.0435333 1744.35437 -2389.10815 -72.0640564 25712.5195 -19328.6543 8204.11914 0.884188652 30.7290859 38.9235077 45.0693245
5000.00000 53729.9023 189.041656 -395.042175 2307.52124 5690.49170 630.244446 639.741821 410.206573 66.2701263 1746.46301 -2396.91260 -72.3011703 25676.5430 -19335.6016 7688.45947 0.887097895 30.6954575 38.8809128 45.0200043
5200.00000 53804.8672 190.920654 -609.034485 2330.45703 5722.08691 636.832214 630.787292 411.482788 70.2977295 1749.40002 -2380.17627 -72.2004395 25682.6504 -19329.7871 7574.64111 0.885861933 30.7097244 38.8989868 45.0409317
5400.00000 54165.3984 190.134979 607.013916 2320.86694 5796.01318 644.885010 644.895142 422.339935 62.7202263 1774.84045 -2356.71777 -71.7198639 25709.3203 -19331.4297 8596.38867 0.879965544 30.7781658 38.9856758 45.1413078
5600.00000 54346.1836 190.569275 550.633911 2326.16797 5763.94775 650.617126 646.548767 397.759583 70.2359085 1765.16138 -2389.87842 -71.4812851 25719.4512 -19330.7852 8526.53906 0.877038300 30.8123684 39.0289993 45.1914749
5800.00000 54019.3281 190.529144 -21.0148582 2325.67822 5761.29248 635.567688 675.131165 406.503174 61.1708870 1778.37292 -2374.79834 -71.9137955 25687.6836 -19329.9648 8070.41504 0.882344961 30.7504730 38.9505997 45.1006927
6000.00000 53794.7852 191.776962 -542.772156 2340.90967 5764.88281 650.521362 650.628906 415.359100 71.4583664 1787.96765 -2385.74365 -72.2139664 25694.2285 -19331.5684 7679.96484 0.886027932 30.7078075 38.8965569 45.0381165
6200.00000 53472.7422 190.133804 -393.688416 2320.85254 5723.87207 626.788818 646.106873 423.288422 75.5080261 1771.69214 -2417.41504 -72.6488800 25699.4648 -19329.8691 7737.70850 0.891364098 30.6464062 38.8187828 44.9480629
