Step Volume Temp Press KinEng PotEng E_bond E_angle E_dihed E_impro E_mol E_vdwl E_tail E_coul E_long Enthalpy Density Cella Cellb Cellc CellAlpha CellBeta CellGamma
53.0000000 41387.5352 206.769226 2184.49561 2523.91162 2161.33862 13.2533617 152.292175 5.35868216 0.636570930 171.540787 -3680.73242 -93.8624344 25372.5371 -19702.0078 6003.80029 1.15164340 27.8799992 38.0559998 39.0079994 90.0000000 90.0000000 90.0000000
200.000000 42144.1445 129.809296 3872.36108 1584.50635 3417.22192 354.717834 542.199036 212.176666 50.3908272 1159.48438 -3483.36499 -92.1773376 25439.8730 -19698.7715 7381.79443 1.13096821 27.9108410 38.4879074 39.2321205 90.0227890 89.9084625 89.8647614
400.000000 43575.3789 168.568039 2371.53662 2057.61182 3625.89355 312.827301 314.029419 427.585144 41.2816353 1095.72351 -3397.72998 -89.1497650 25624.7305 -19696.8301 7190.62207 1.09382141 27.9589481 39.2241058 39.7356758 90.1149521 89.7781982 89.6278305
600.000000 42818.4492 197.673492 2188.20435 2412.88525 4093.77832 437.732666 494.267303 404.919769 85.5681839 1422.48792 -3215.54150 -90.7257233 25583.0820 -19696.2500 7873.11670 1.11315775 27.7886372 38.8148460 39.7007065 90.4402237 89.8293610 89.4842834
800.000000 43916.8086 209.607315 -6777.87158 2558.55420 4690.18457 814.475037 698.674255 493.537903 92.6458893 2099.33301 -3324.20361 -88.4566803 25611.0645 -19696.0098 2907.63672 1.08531761 27.9977016 39.0665016 40.1521301 89.9768066 90.0015564 89.7329636
1000.00000 44304.3867 231.026505 -9180.49414 2820.00586 4788.03906 1009.83789 707.874817 384.188690 33.9276543 2135.82910 -3168.90991 -87.6828461 25514.8672 -19693.7461 1676.21484 1.07582307 28.1989174 39.1697731 40.1115303 89.8620071 89.9039383 89.7502441
1200.00000 44606.5469 183.033844 -1343.48486 2234.18750 5181.50098 772.032043 1148.62024 466.444946 70.7159653 2457.81299 -3101.36450 -87.0888977 25518.8945 -19693.8438 6541.69678 1.06853557 28.3115520 38.9591522 40.4439240 90.4822922 89.8317795 89.6006012
1400.00000 44837.0547 221.951797 -2226.37280 2709.23608 4730.09326 702.142151 783.160950 495.932373 46.8050766 2028.04053 -3180.62695 -86.6411667 25577.5566 -19694.8770 5983.49902 1.06304216 28.4717712 38.8602219 40.5266838 90.2870941 89.7213516 89.5555573
1600.00000 44412.2461 214.702744 -427.246216 2620.75122 4744.26318 794.858093 706.601257 468.945129 68.0198441 2038.42444 -3121.28540 -87.4699020 25517.5391 -19690.4141 7088.28418 1.07321036 28.5374641 38.3499374 40.5831718 90.2562103 89.5877075 89.6607742
1800.00000 45129.4844 180.912949 -9139.33887 2208.29907 5328.11230 920.035461 739.852844 681.940186 88.7895203 2430.61792 -3247.43311 -86.0797501 25837.0293 -19692.1016 1521.19751 1.05615389 28.4765739 38.6592636 40.9972916 90.4273682 89.4664993 89.7241898
2000.00000 44314.5977 236.854904 -4097.77930 2891.14990 4713.25049 756.979004 917.811462 405.956146 92.5978775 2173.34448 -3198.09888 -87.6626511 25431.9375 -19693.9316 4956.07568 1.07557535 28.2818851 38.4411659 40.7648735 90.3493423 89.2634506 90.0659103
2200.00000 44942.1094 177.919800 7449.70361 2171.76318 5070.11084 845.610107 701.912415 475.017639 72.5311737 2095.07129 -2981.32935 -86.4386444 25650.8066 -19694.4375 12124.6670 1.06055725 28.3986359 38.9033089 40.6814842 89.9748077 89.3987808 89.7731094
2400.00000 45745.3828 230.574341 5321.20557 2814.48657 4691.73584 886.202881 826.383118 349.291077 92.0747910 2153.95190 -3266.66650 -84.9208069 25500.3438 -19695.8945 11056.2617 1.04193425 28.6029778 39.2108269 40.7908745 89.6367493 89.4195938 89.8212891
2600.00000 44867.2852 216.821686 3269.51855 2646.61597 4913.16797 834.059692 520.056641 475.687256 91.9492874 1921.75293 -3078.44312 -86.5827942 25763.1934 -19693.3359 9699.17188 1.06232595 28.4826565 38.8343964 40.5679817 89.4705658 89.3471375 89.7500381
2800.00000 45407.6562 215.224823 -6884.81055 2627.12402 4972.83691 1058.20874 720.322205 332.613373 86.4969101 2197.64111 -3264.12109 -85.5524216 25728.4629 -19689.1465 3040.67358 1.04968393 28.4163342 38.8636932 41.1217155 89.8279190 89.1601868 89.7051544
3000.00000 44819.9609 199.577637 -5320.15088 2436.12793 4978.37500 840.414734 895.127686 501.166229 105.397987 2342.10669 -3122.28931 -86.6742096 25450.3672 -19691.8086 3936.96924 1.06344771 28.3724270 38.6809616 40.8435478 89.9947052 89.2467651 89.6471634
3200.00000 44859.5977 194.510071 4868.46387 2374.27100 4969.63184 957.316956 756.596313 366.064728 77.4088821 2157.38696 -3207.92969 -86.5976334 25715.7578 -19695.5820 10529.0039 1.06250811 28.5416107 38.7424545 40.5730629 89.5174179 89.3200073 89.8189926
