Step Volume Temp Press KinEng PotEng E_bond E_angle E_dihed E_impro E_mol E_vdwl E_tail E_coul E_long Enthalpy Density Cella Cellb Cellc CellAlpha CellBeta CellGamma
53.0000000 41387.5352 167.384613 1653.51562 2043.16638 2161.33862 13.2533617 152.292175 5.35868216 0.636570930 171.540787 -3680.73242 -93.8624344 25372.5371 -19702.0078 5202.55859 1.15164340 27.8799992 38.0559998 39.0079994 90.0000000 90.0000000 90.0000000
200.000000 42036.5000 105.628166 3147.56543 1289.34155 3172.88110 283.972778 477.415527 170.751785 40.6798096 972.819885 -3527.10571 -92.4133759 25426.5977 -19699.4316 6391.86670 1.13386416 27.8579445 38.5049744 39.1889114 90.0184326 89.8958130 89.8334351
400.000000 43218.2109 135.640991 1978.68091 1655.69055 3361.42090 277.963440 267.448425 350.070770 33.2613029 928.743958 -3441.10669 -89.8865280 25571.6211 -19697.8379 6264.26074 1.10286105 27.8080368 39.2281532 39.6202049 90.1232910 89.7770538 89.5433731
600.000000 42318.6523 171.603882 1891.01184 2094.66846 3586.53809 351.753662 404.596741 272.020142 36.8203316 1065.19092 -3310.85254 -91.7972336 25530.1504 -19697.9492 6848.29004 1.12630439 27.6011887 38.8299141 39.4896774 90.5506897 89.8362122 89.3969727
800.000000 43441.0781 168.981506 -5392.75879 2062.65869 4203.06836 677.622009 575.479126 328.858276 55.4515915 1637.41101 -3328.57202 -89.4253769 25590.7617 -19696.5312 2849.17920 1.09720302 27.8156815 39.1874809 39.8540192 90.0349731 90.0955429 89.6545563
1000.00000 43655.5742 182.760345 -10887.8223 2230.84912 4332.21338 906.566711 628.587341 290.355133 16.9999638 1842.50916 -3238.47095 -88.9860001 25422.7812 -19694.6055 -368.906403 1.09181213 27.9500656 39.3210068 39.7232132 89.7854309 90.0163803 89.6301422
1200.00000 43696.8398 155.699005 -2187.95044 1900.52698 4474.36768 563.253113 851.870483 497.464020 88.5205383 2001.10815 -3261.15454 -88.9019623 25433.3320 -19698.9199 4980.57178 1.09078097 28.0600433 39.1441956 39.7847519 90.1482162 89.8413391 89.4616928
1400.00000 43335.0820 163.492325 3661.39429 1995.65564 4256.33984 529.212341 710.148132 484.756256 63.0442047 1787.16089 -3293.02148 -89.6441116 25460.8242 -19698.6250 8565.98828 1.09988678 27.9940281 38.8510513 39.8468056 90.2752228 89.8900986 89.5045242
1600.00000 43852.0391 155.542343 4822.61523 1898.61475 4533.45850 669.140991 586.910461 507.815857 70.8492737 1834.71655 -3146.01270 -88.5873260 25542.9258 -19698.1719 9516.31348 1.08692062 27.8641415 39.2698936 40.0767326 90.3111343 89.8837357 89.9032974
1800.00000 43959.9414 177.853989 -6735.29443 2170.95996 4394.97559 697.147766 584.973328 383.341980 16.4642868 1681.92725 -3371.24707 -88.3698807 25783.7598 -19699.4648 2247.86646 1.08425272 27.9551010 39.2823944 40.0322609 90.1779938 89.8604660 89.6391144
2000.00000 43286.7188 183.183792 -2373.32764 2236.01758 4072.51074 545.194702 818.473145 385.229828 28.5883236 1777.48596 -3306.79297 -89.7442703 25295.2773 -19693.4609 4810.26465 1.10111570 27.9387856 38.8708839 39.8597527 90.2838135 89.8105621 89.7506714
2200.00000 43998.5547 178.108795 2273.13574 2174.07031 4125.93652 625.708130 521.315857 240.323090 39.4757614 1426.82288 -3284.24585 -88.2923279 25679.5430 -19696.1816 7758.61816 1.08330119 28.1332207 39.1736946 39.9257469 90.4466782 89.8009720 89.5614471
2400.00000 44402.3320 155.529343 704.582336 1898.45605 4648.31787 756.832581 956.326904 482.417847 54.2751999 2249.85254 -3256.75000 -87.4894333 25350.5898 -19695.3730 7003.03516 1.07344997 28.1125298 39.3108406 40.1805954 89.9319916 89.8352280 89.4398041
2600.00000 44572.7773 205.272507 3576.48022 2505.64185 4035.18262 411.530365 418.972321 343.797302 27.1627865 1201.46277 -3154.13867 -87.1548767 25686.0059 -19698.1484 8865.70898 1.06934524 28.0663738 39.3983116 40.3107185 90.1939011 90.0207138 89.5694199
2800.00000 44657.2773 175.104004 3669.38647 2137.39258 4284.72070 663.858765 725.155334 205.038040 50.1070099 1644.15918 -3255.70020 -86.9899597 25590.4961 -19694.2344 8811.91309 1.06732178 28.1143684 38.9882736 40.7438240 90.1217804 89.7391815 89.3685532
3000.00000 44211.8867 166.803177 1033.19946 2036.06909 4418.47412 652.452393 605.955872 446.263580 48.6001091 1753.27185 -3195.83813 -87.8663025 25554.1445 -19693.1035 7120.73438 1.07807398 28.0514374 39.0393143 40.3791924 90.3654785 89.5794907 89.0877304
3200.00000 44627.8555 156.584213 -1366.53455 1911.33215 4463.10400 584.095947 807.685913 398.838196 29.5221786 1820.14221 -3272.38867 -87.0473099 25607.0156 -19691.6641 5485.02539 1.06802535 27.8724995 39.3286476 40.7195778 90.5919647 89.4597473 89.2316589
3400.00000 44191.0195 189.026443 -159.286591 2307.33569 4328.26025 832.594971 619.427124 395.781189 53.4258385 1901.22913 -3252.63672 -87.9077911 25376.4551 -19696.7871 6532.93848 1.07858312 27.5566597 38.9730682 41.1557693 90.6931534 89.6398468 89.1570816
3600.00000 44171.2461 168.788864 -2153.15894 2060.30713 4362.90234 728.831055 476.510254 389.926666 25.6228294 1620.89075 -3156.15308 -87.9471436 25594.1035 -19695.9375 5036.16113 1.07906592 27.4848919 39.0900154 41.1187592 90.3380432 89.5368805 89.2401047
3800.00000 43820.2500 166.279037 -1477.36475 2029.67126 4368.96582 556.796875 703.111633 514.484314 84.7666550 1859.15955 -3254.60962 -88.6515884 25458.9922 -19694.5762 5454.49268 1.08770907 27.6142330 38.8185692 40.8834572 90.2113190 89.4657135 89.4062424
4000.00000 43896.2891 148.891373 3254.15039 1817.43042 4584.64111 691.242920 470.957489 604.706848 46.8417168 1813.74890 -3138.80371 -88.4980240 25593.5449 -19683.8477 8485.32129 1.08582485 27.6840191 39.0659866 40.5929832 90.0275421 89.3805237 89.3774109
4200.00000 43982.1367 162.224197 3712.96045 1980.17615 4442.35645 493.013489 695.409302 627.918396 127.239502 1943.58069 -3256.48193 -88.3252869 25449.2832 -19694.0273 8804.15332 1.08370554 27.7074432 39.1270866 40.5734673 90.3656616 89.3850021 89.7059021
4400.00000 43625.4062 174.032364 4162.39160 2124.31152 4213.55176 577.861511 576.710876 389.862244 40.8538704 1585.28845 -3267.60059 -89.0475311 25592.3770 -19696.5137 8986.10938 1.09256709 27.6866932 38.9538193 40.4532623 89.7032928 89.4181442 89.6725388
4600.00000 43708.9258 176.479523 -1437.29761 2154.18286 4304.79443 484.246521 645.169495 538.369507 62.8064995 1730.59204 -3254.02783 -88.8773804 25523.3730 -19695.1426 5542.77197 1.09047937 27.8121452 38.8700104 40.4349976 89.6170425 89.4012222 89.7830582
4800.00000 43847.1875 162.747635 -6328.88281 1986.56543 4426.29883 596.127319 607.510376 647.613892 104.986794 1956.23840 -3318.73096 -88.5971222 25483.1426 -19694.3516 2365.75732 1.08704078 28.0169067 38.9692421 40.1646576 89.7730713 89.2954407 89.6448975
5000.00000 44082.1680 178.789642 -1387.29126 2182.38110 4252.02979 643.086121 616.664429 362.383881 41.5749435 1663.70935 -3257.41870 -88.1248627 25532.1699 -19686.4297 5542.53076 1.08124638 28.2459641 39.0083237 40.0139275 89.5899124 89.1344376 89.8554916
5200.00000 44047.0117 166.588943 -367.406372 2033.45398 4409.01807 722.475037 589.503784 542.127075 60.9085732 1915.01453 -3283.72754 -88.1951981 25466.8535 -19689.1211 6206.45752 1.08210945 28.3154068 38.8538742 40.0409164 89.7429504 89.2228622 89.9223099
5400.00000 43859.1719 169.634796 -3962.81201 2070.63306 4378.25342 815.724182 639.106995 424.063354 89.0377045 1967.93225 -3323.38916 -88.5729218 25428.7383 -19695.0273 3914.10913 1.08674383 28.3764896 38.7086830 39.9337349 89.6644821 89.2877655 89.7065506
5600.00000 43983.7031 164.305496 -3199.59717 2005.58154 4330.77393 587.750732 517.603638 555.057434 40.4688416 1700.88074 -3254.12988 -88.3221436 25582.6348 -19698.6113 4283.95068 1.08366692 28.2978363 38.7726288 40.0964851 89.0750198 89.2886734 89.7794418
