Step Volume Temp Press KinEng PotEng TotEng Enthalpy E_vdwl E_tail E_coul E_long v_lbda v_scale_lj v_scale_coul c_lj c_coul
300000.000 51006.1797 202.268402 685.063477 2468.97241 2100.94556 4569.91797 5079.51807 -778.390564 -28.1798115 3611.68188 -2626.59497 0.300000012 0.370000005 0.136899993 -750.210754 3611.68188
300200.000 51006.1797 200.263824 1796.47913 2444.50366 2147.21777 4591.72119 5928.07324 -760.683838 -28.1798115 3610.33813 -2628.45679 0.300000012 0.370000005 0.136899993 -732.504028 3610.33813
300400.000 51006.1797 202.668106 3033.56592 2473.85156 2134.25342 4608.10498 6864.69189 -770.283508 -28.1798115 3614.29980 -2627.89404 0.300000012 0.370000005 0.136899993 -742.103699 3614.29980
300600.000 51006.1797 196.315979 2403.62012 2396.31470 2137.94458 4534.25928 6322.24707 -757.174500 -28.1798115 3613.36304 -2627.17920 0.300000012 0.370000005 0.136899993 -728.994690 3613.36304
300800.000 51006.1797 204.562912 2433.18457 2496.98022 2115.66235 4612.64258 6422.62207 -758.166687 -28.1798115 3608.48730 -2627.43457 0.300000012 0.370000005 0.136899993 -729.986877 3608.48730
301000.000 51006.1797 201.211655 3750.81079 2456.07349 2109.42017 4565.49365 7355.61963 -776.755127 -28.1798115 3619.46509 -2626.19556 0.300000012 0.370000005 0.136899993 -748.575317 3619.46509
301200.000 51006.1797 203.814041 3595.05737 2487.83911 2176.71631 4664.55566 7338.82080 -758.050720 -28.1798115 3615.14526 -2626.86572 0.300000012 0.370000005 0.136899993 -729.870911 3615.14526
301400.000 51006.1797 201.603958 2898.04761 2460.86206 2155.45947 4616.32178 6772.10010 -768.248840 -28.1798115 3621.97754 -2626.64551 0.300000012 0.370000005 0.136899993 -740.069031 3621.97754
301600.000 51006.1797 200.731003 3036.92236 2450.20630 2119.16992 4569.37598 6828.45996 -763.968445 -28.1798115 3616.16699 -2627.11426 0.300000012 0.370000005 0.136899993 -735.788635 3616.16699
301800.000 51006.1797 199.799393 4299.25488 2438.83472 2138.31885 4577.15381 7775.25244 -764.249878 -28.1798115 3617.17920 -2626.28027 0.300000012 0.370000005 0.136899993 -736.070068 3617.17920
