Step Volume Temp Press KinEng PotEng TotEng Enthalpy E_vdwl E_tail E_coul E_long v_lbda v_scale_lj v_scale_coul c_lj c_coul
200000.000 51006.1797 202.888474 2942.26270 2476.54150 1954.60291 4431.14453 6619.81348 -512.443481 -21.3252621 2082.72119 -1501.16675 0.200000003 0.280000001 7.84000009E-02 -491.118195 2082.72119
200200.000 51006.1797 196.950134 2736.48096 2404.05566 1949.82910 4353.88477 6389.47852 -497.451782 -21.3252621 2083.19800 -1501.89502 0.200000003 0.280000001 7.84000009E-02 -476.126526 2083.19800
200400.000 51006.1797 201.273972 2337.42651 2456.83398 1958.28784 4415.12207 6153.86963 -499.133301 -21.3252621 2082.05640 -1501.55176 0.200000003 0.280000001 7.84000009E-02 -477.808044 2082.05640
200600.000 51006.1797 200.784973 2874.02368 2450.86499 1987.80457 4438.66992 6576.57764 -500.126190 -21.3252621 2083.50757 -1499.12280 0.200000003 0.280000001 7.84000009E-02 -478.800934 2083.50757
200800.000 51006.1797 199.987915 2755.18750 2441.13599 1921.88086 4363.01660 6412.52588 -512.788086 -21.3252621 2089.18530 -1497.37793 0.200000003 0.280000001 7.84000009E-02 -491.462860 2089.18530
201000.000 51006.1797 201.505325 2565.94141 2459.65820 2006.36963 4466.02783 6374.76172 -486.791168 -21.3252621 2087.26050 -1499.15015 0.200000003 0.280000001 7.84000009E-02 -465.465912 2087.26050
201200.000 51006.1797 199.614166 2752.54834 2436.57373 2032.08936 4468.66309 6516.20898 -507.161499 -21.3252621 2083.29468 -1500.70898 0.200000003 0.280000001 7.84000009E-02 -485.836243 2083.29468
201400.000 51006.1797 198.198227 3949.43872 2419.29028 1960.31653 4379.60693 7317.48682 -495.620850 -21.3252621 2081.51440 -1500.62854 0.200000003 0.280000001 7.84000009E-02 -474.295593 2081.51440
201600.000 51006.1797 202.943054 3491.79370 2477.20776 1972.84521 4450.05273 7047.50342 -507.921875 -21.3252621 2082.99219 -1500.05896 0.200000003 0.280000001 7.84000009E-02 -486.596588 2082.99219
201800.000 51006.1797 198.956436 3253.59204 2428.54541 1983.22791 4411.77295 6832.03174 -507.043121 -21.3252621 2082.25708 -1500.88123 0.200000003 0.280000001 7.84000009E-02 -485.717865 2082.25708
202000.000 51006.1797 198.598907 3389.29517 2424.18115 1967.42371 4391.60449 6912.80908 -519.054626 -21.3252621 2085.12109 -1500.02930 0.200000003 0.280000001 7.84000009E-02 -497.729401 2085.12109
202200.000 51006.1797 202.780319 2880.73608 2475.22119 1958.35669 4433.57812 6576.47900 -512.274719 -21.3252621 2085.00464 -1500.72705 0.200000003 0.280000001 7.84000009E-02 -490.949432 2085.00464
202400.000 51006.1797 201.229874 1825.95874 2456.29590 1909.74744 4366.04297 5724.32422 -522.621460 -21.3252621 2079.36182 -1501.48804 0.200000003 0.280000001 7.84000009E-02 -501.296234 2079.36182
202600.000 51006.1797 197.868973 2737.65625 2415.27124 1910.70422 4325.97559 6362.44336 -528.143616 -21.3252621 2079.29419 -1502.16516 0.200000003 0.280000001 7.84000009E-02 -506.818359 2079.29419
202800.000 51006.1797 199.163025 2569.49487 2431.06689 1995.50317 4426.57031 6337.94727 -501.332397 -21.3252621 2079.47510 -1501.14099 0.200000003 0.280000001 7.84000009E-02 -480.007141 2079.47510
203000.000 51006.1797 202.227188 2431.87842 2468.46948 1973.76758 4442.23682 6251.24512 -497.759979 -21.3252621 2085.90869 -1500.76819 0.200000003 0.280000001 7.84000009E-02 -476.434723 2085.90869
203200.000 51006.1797 193.995575 1680.44788 2367.99097 1972.15259 4340.14355 5590.18311 -519.675598 -21.3252621 2083.41553 -1501.07971 0.200000003 0.280000001 7.84000009E-02 -498.350342 2083.41553
203400.000 51006.1797 201.276093 2503.47534 2456.85986 1974.97546 4431.83545 6294.10254 -502.979004 -21.3252621 2079.94751 -1502.25525 0.200000003 0.280000001 7.84000009E-02 -481.653748 2079.94751
203600.000 51006.1797 200.302994 2975.09424 2444.98193 1963.64941 4408.63135 6621.72266 -506.362488 -21.3252621 2082.80591 -1502.26538 0.200000003 0.280000001 7.84000009E-02 -485.037231 2082.80591
203800.000 51006.1797 197.533508 2568.98950 2411.17651 1931.81836 4342.99463 6253.99609 -520.328430 -21.3252621 2082.37769 -1503.14807 0.200000003 0.280000001 7.84000009E-02 -499.003174 2082.37769
204000.000 51006.1797 199.806137 2601.06348 2438.91699 2024.96729 4463.88428 6398.74463 -494.141876 -21.3252621 2085.58130 -1501.59424 0.200000003 0.280000001 7.84000009E-02 -472.816620 2085.58130
204200.000 51006.1797 200.256027 2603.58545 2444.40869 1955.76416 4400.17285 6336.90918 -505.786285 -21.3252621 2083.42822 -1500.87952 0.200000003 0.280000001 7.84000009E-02 -484.461029 2083.42822
204400.000 51006.1797 200.755020 2736.29199 2450.49951 1924.03625 4374.53613 6409.98926 -502.089325 -21.3252621 2082.53174 -1500.63342 0.200000003 0.280000001 7.84000009E-02 -480.764069 2082.53174
204600.000 51006.1797 201.465546 2835.73828 2459.17261 1982.34570 4441.51807 6550.94678 -518.757385 -21.3252621 2085.42456 -1501.66345 0.200000003 0.280000001 7.84000009E-02 -497.432129 2085.42456
