Step Volume Temp Press KinEng PotEng TotEng Enthalpy E_vdwl E_tail E_coul E_long v_lbda v_scale_lj v_scale_coul c_lj c_coul
50000.0000 51006.1797 198.417679 1808.21008 2421.96899 1888.84949 4310.81836 5655.89697 -161.766891 -11.0434399 561.405273 -400.547607 5.00000007E-02 0.144999996 2.10250001E-02 -150.723450 561.405273
50200.0000 51006.1797 203.604477 1482.19397 2485.28125 1923.28931 4408.57031 5511.13428 -139.811493 -11.0434399 562.458191 -400.656830 5.00000007E-02 0.144999996 2.10250001E-02 -128.768066 562.458191
50400.0000 51006.1797 201.724564 1030.47668 2462.33423 1925.52295 4387.85742 5154.40088 -164.130035 -11.0434399 562.435303 -400.442810 5.00000007E-02 0.144999996 2.10250001E-02 -153.086594 562.435303
50600.0000 51006.1797 198.307281 2777.84839 2420.62134 1915.01160 4335.63281 6401.99902 -153.307068 -11.0434399 562.125732 -400.206329 5.00000007E-02 0.144999996 2.10250001E-02 -142.263626 562.125732
50800.0000 51006.1797 201.521820 3211.84351 2459.85938 1974.70825 4434.56787 6823.77051 -154.726654 -11.0434399 562.771973 -400.184753 5.00000007E-02 0.144999996 2.10250001E-02 -143.683212 562.771973
51000.0000 51006.1797 196.319122 3005.53076 2396.35303 1946.44751 4342.80029 6578.53320 -135.983963 -11.0434399 563.899841 -400.534363 5.00000007E-02 0.144999996 2.10250001E-02 -124.940529 563.899841
51200.0000 51006.1797 197.497177 3517.15479 2410.73291 1946.20081 4356.93359 6973.24951 -143.231400 -11.0434399 563.367126 -400.630615 5.00000007E-02 0.144999996 2.10250001E-02 -132.187958 563.367126
51400.0000 51006.1797 203.706177 4636.43896 2486.52246 1928.88110 4415.40381 7864.32422 -153.273499 -11.0434399 563.958252 -400.381866 5.00000007E-02 0.144999996 2.10250001E-02 -142.230057 563.958252
51600.0000 51006.1797 197.141037 3882.80811 2406.38574 1896.65930 4303.04492 7191.36035 -147.826599 -11.0434399 563.789429 -400.491913 5.00000007E-02 0.144999996 2.10250001E-02 -136.783157 563.789429
51800.0000 51006.1797 202.288895 2795.25439 2469.22266 1917.08923 4386.31201 6465.62549 -155.832977 -11.0434399 562.464172 -400.589783 5.00000007E-02 0.144999996 2.10250001E-02 -144.789536 562.464172
52000.0000 51006.1797 199.726318 3061.92212 2437.94287 1902.80066 4340.74316 6618.42383 -156.226013 -11.0434399 562.509033 -400.379974 5.00000007E-02 0.144999996 2.10250001E-02 -145.182571 562.509033
52200.0000 51006.1797 198.784363 3463.05664 2426.44482 1872.50891 4298.95361 6875.02734 -158.966614 -11.0434399 563.724426 -400.091461 5.00000007E-02 0.144999996 2.10250001E-02 -147.923172 563.724426
52400.0000 51006.1797 200.833206 2159.22290 2451.45386 1931.65454 4383.10840 5989.29541 -147.180893 -11.0434399 562.983948 -400.266693 5.00000007E-02 0.144999996 2.10250001E-02 -136.137451 562.983948
52600.0000 51006.1797 199.172623 1710.38855 2431.18408 1953.57141 4384.75537 5657.06738 -154.655823 -11.0434399 562.578613 -400.322906 5.00000007E-02 0.144999996 2.10250001E-02 -143.612381 562.578613
52800.0000 51006.1797 197.038712 3284.92212 2405.13672 1875.46960 4280.60645 6724.17041 -161.309357 -11.0434399 562.525818 -400.445068 5.00000007E-02 0.144999996 2.10250001E-02 -150.265915 562.525818
53000.0000 51006.1797 200.193253 3648.55469 2443.64258 1931.57874 4375.22119 7089.28174 -149.335907 -11.0434399 563.119263 -400.611877 5.00000007E-02 0.144999996 2.10250001E-02 -138.292465 563.119263
53200.0000 51006.1797 199.934616 2124.73486 2440.48535 1936.74451 4377.22998 5957.76221 -160.260574 -11.0434399 562.331604 -400.506989 5.00000007E-02 0.144999996 2.10250001E-02 -149.217133 562.331604
53400.0000 51006.1797 195.735138 1808.50903 2389.22485 1882.02771 4271.25244 5616.55322 -156.860672 -11.0434399 563.033997 -400.530731 5.00000007E-02 0.144999996 2.10250001E-02 -145.817245 563.033997
53600.0000 51006.1797 199.378067 2989.31543 2433.69189 1933.11267 4366.80469 6590.47510 -150.924728 -11.0434399 563.517578 -400.689819 5.00000007E-02 0.144999996 2.10250001E-02 -139.881287 563.517578
53800.0000 51006.1797 199.061371 3365.57349 2429.82617 1946.99524 4376.82129 6880.37988 -138.360504 -11.0434399 564.043701 -400.632019 5.00000007E-02 0.144999996 2.10250001E-02 -127.317062 564.043701
54000.0000 51006.1797 200.827972 2673.73486 2451.38989 1962.58081 4413.97070 6402.88916 -158.568832 -11.0434399 563.973022 -400.919159 5.00000007E-02 0.144999996 2.10250001E-02 -147.525406 563.973022
54200.0000 51006.1797 197.926056 2950.83667 2415.96802 1921.54211 4337.51025 6532.55713 -158.262863 -11.0434399 563.875671 -400.992462 5.00000007E-02 0.144999996 2.10250001E-02 -147.219421 563.875671
54400.0000 51006.1797 201.303009 3629.17920 2457.18848 1897.65002 4354.83838 7054.48633 -160.072342 -11.0434399 564.754700 -400.770477 5.00000007E-02 0.144999996 2.10250001E-02 -149.028900 564.754700
54600.0000 51006.1797 202.459702 3278.20752 2471.30762 1914.54480 4385.85254 6824.42139 -172.181870 -11.0434399 563.420044 -400.657623 5.00000007E-02 0.144999996 2.10250001E-02 -161.138428 563.420044
54800.0000 51006.1797 197.870789 2232.05225 2415.29346 1925.58154 4340.87500 6001.23779 -157.814194 -11.0434399 563.154358 -400.562408 5.00000007E-02 0.144999996 2.10250001E-02 -146.770752 563.154358
55000.0000 51006.1797 202.171875 2742.12280 2467.79419 1986.03491 4453.82910 6493.61963 -138.970062 -11.0434399 563.906372 -400.227325 5.00000007E-02 0.144999996 2.10250001E-02 -127.926620 563.906372
55200.0000 51006.1797 199.796082 3784.83765 2438.79419 1948.49060 4387.28467 7202.72266 -139.591248 -11.0434399 562.472778 -400.207458 5.00000007E-02 0.144999996 2.10250001E-02 -128.547806 562.472778
55400.0000 51006.1797 201.160522 3077.49121 2455.44922 1900.16565 4355.61523 6644.87695 -165.650986 -11.0434399 562.084656 -400.664429 5.00000007E-02 0.144999996 2.10250001E-02 -154.607544 562.084656
55600.0000 51006.1797 196.287811 2544.99878 2395.97095 1865.91003 4261.88086 6155.03613 -164.009491 -11.0434399 562.534302 -401.043915 5.00000007E-02 0.144999996 2.10250001E-02 -152.966049 562.534302
