Step Volume Temp Press KinEng PotEng TotEng Enthalpy E_vdwl E_tail E_coul E_long v_lbda v_scale_lj v_scale_coul c_lj c_coul
850000.000 51006.1797 201.699387 387.571136 2462.02686 4609.43701 7071.46387 7359.76758 -2198.79053 -65.8798294 19284.9492 -14443.7344 0.850000024 0.865000010 0.748224974 -2132.91089 19284.9492
850200.000 51006.1797 203.574387 222.479095 2484.91382 4581.82178 7066.73535 7232.23193 -2175.82764 -65.8798294 19257.3672 -14441.6592 0.850000024 0.865000010 0.748224974 -2109.94800 19257.3672
850400.000 51006.1797 200.039658 165.554626 2441.76733 4561.34229 7003.10986 7126.26123 -2169.90356 -65.8798294 19255.0117 -14442.1943 0.850000024 0.865000010 0.748224974 -2104.02368 19255.0117
850600.000 51006.1797 199.956284 436.949921 2440.74976 4607.39258 7048.14209 7373.17773 -2171.35596 -65.8798294 19254.8926 -14440.5361 0.850000024 0.865000010 0.748224974 -2105.47607 19254.8926
850800.000 51006.1797 202.872284 1164.48914 2476.34375 4637.70557 7114.04932 7980.28125 -2181.29712 -65.8798294 19287.9785 -14438.9277 0.850000024 0.865000010 0.748224974 -2115.41724 19287.9785
851000.000 51006.1797 197.209473 1378.27966 2407.22095 4615.03711 7022.25781 8047.52295 -2168.80542 -65.8798294 19255.0938 -14440.9727 0.850000024 0.865000010 0.748224974 -2102.92554 19255.0938
851200.000 51006.1797 200.291687 1591.51453 2444.84375 4629.45898 7074.30273 8258.18750 -2172.13940 -65.8798294 19265.3262 -14444.4453 0.850000024 0.865000010 0.748224974 -2106.25952 19265.3262
851400.000 51006.1797 199.209473 1653.48706 2431.63403 4627.56055 7059.19482 8289.17871 -2154.09790 -65.8798294 19266.8535 -14439.6133 0.850000024 0.865000010 0.748224974 -2088.21802 19266.8535
851600.000 51006.1797 197.820847 1285.93164 2414.68384 4576.45508 6991.13867 7947.70850 -2181.46460 -65.8798294 19258.8184 -14442.6279 0.850000024 0.865000010 0.748224974 -2115.58496 19258.8184
851800.000 51006.1797 204.509644 963.201416 2496.33008 4606.34570 7102.67578 7819.17529 -2152.60400 -65.8798294 19256.6738 -14439.6289 0.850000024 0.865000010 0.748224974 -2086.72437 19256.6738
852000.000 51006.1797 202.553696 175.472382 2472.45483 4562.76611 7035.22119 7165.75000 -2175.51880 -65.8798294 19248.2402 -14443.5566 0.850000024 0.865000010 0.748224974 -2109.63892 19248.2402
852200.000 51006.1797 197.348297 723.653381 2408.91553 4611.47607 7020.39209 7558.69775 -2177.20532 -65.8798294 19259.5215 -14440.7305 0.850000024 0.865000010 0.748224974 -2111.32544 19259.5215
