Step Volume Temp Press KinEng PotEng TotEng Enthalpy E_vdwl E_tail E_coul E_long v_lbda v_scale_lj v_scale_coul c_lj c_coul
0.00000000 51006.1797 201.305756 2036.77832 2457.22192 1982.05615 4439.27832 5954.38232 -48.6644402 -7.61616516 268.589813 -190.027008 0.00000000 0.100000001 9.99999978E-03 -41.0482750 268.589813
200.000000 51006.1797 198.756042 1487.43408 2426.09912 1925.52246 4351.62158 5458.08350 -64.7600937 -7.61616516 268.480255 -190.019302 0.00000000 0.100000001 9.99999978E-03 -57.1439285 268.480255
400.000000 51006.1797 196.216873 2499.22168 2395.10498 1958.61426 4353.71924 6212.82227 -55.1742172 -7.61616516 268.443024 -190.175812 0.00000000 0.100000001 9.99999978E-03 -47.5580521 268.443024
600.000000 51006.1797 199.790039 2562.84619 2438.72070 1979.01953 4417.74023 6324.17139 -46.4862518 -7.61616516 268.256927 -190.209351 0.00000000 0.100000001 9.99999978E-03 -38.8700867 268.256927
800.000000 51006.1797 197.915817 1975.73315 2415.84302 2014.83752 4430.68018 5900.37451 -34.6947250 -7.61616516 268.619446 -190.189621 0.00000000 0.100000001 9.99999978E-03 -27.0785618 268.619446
1000.00000 51006.1797 198.090363 2192.48071 2417.97363 1932.77356 4350.74707 5981.67383 -52.8747139 -7.61616516 268.918488 -189.972198 0.00000000 0.100000001 9.99999978E-03 -45.2585487 268.918488
1200.00000 51006.1797 201.858582 2680.35376 2463.96997 1985.21948 4449.18945 6443.03174 -46.3536797 -7.61616516 268.908875 -189.883408 0.00000000 0.100000001 9.99999978E-03 -38.7375145 268.908875
1400.00000 51006.1797 202.349884 2600.75293 2469.96704 1943.42615 4413.39307 6348.02246 -46.6632156 -7.61616516 268.653809 -190.024246 0.00000000 0.100000001 9.99999978E-03 -39.0470505 268.653809
1600.00000 51006.1797 198.786224 2226.51709 2426.46753 1980.26465 4406.73242 6062.97754 -39.9889183 -7.61616516 268.792328 -190.061615 0.00000000 0.100000001 9.99999978E-03 -32.3727531 268.792328
1800.00000 51006.1797 199.091843 2629.95093 2430.19800 1960.09009 4390.28809 6346.63721 -41.6418571 -7.61616516 268.394165 -190.092178 0.00000000 0.100000001 9.99999978E-03 -34.0256920 268.394165
2000.00000 51006.1797 196.610291 2702.19165 2399.90723 1920.71997 4320.62695 6330.71387 -50.4315605 -7.61616516 268.444824 -190.030746 0.00000000 0.100000001 9.99999978E-03 -42.8153954 268.444824
2200.00000 51006.1797 202.760284 2555.52271 2474.97681 1944.55676 4419.53369 6320.51709 -45.9717941 -7.61616516 268.452545 -189.909836 0.00000000 0.100000001 9.99999978E-03 -38.3556290 268.452545
2400.00000 51006.1797 200.037247 3168.81177 2441.73804 1913.24939 4354.98730 6712.18018 -45.9100380 -7.61616516 269.674561 -189.895081 0.00000000 0.100000001 9.99999978E-03 -38.2938728 269.674561
2600.00000 51006.1797 198.392807 3092.15894 2421.66528 2002.93250 4424.59766 6724.77100 -29.4384460 -7.61616516 268.924225 -190.061295 0.00000000 0.100000001 9.99999978E-03 -21.8222809 268.924225
