Step Volume Temp Press KinEng PotEng TotEng Enthalpy E_vdwl E_tail E_coul E_long v_lbda v_scale_lj v_scale_coul c_lj c_coul
750000.000 51006.1797 198.531601 2617.07568 2423.35962 4020.66089 6444.02051 8390.79199 -1919.85986 -59.0252800 15537.6768 -11583.9014 0.750000000 0.774999976 0.600624979 -1860.83459 15537.6768
750200.000 51006.1797 201.723969 1544.86047 2462.32690 3960.47070 6422.79736 7571.97754 -1919.03284 -59.0252800 15508.1758 -11590.2266 0.750000000 0.774999976 0.600624979 -1860.00745 15508.1758
750400.000 51006.1797 200.190521 744.571533 2443.60889 3958.25146 6401.86084 6955.72705 -1936.35010 -59.0252800 15515.0508 -11589.5273 0.750000000 0.774999976 0.600624979 -1877.32483 15515.0508
750600.000 51006.1797 195.319061 1377.88965 2384.14600 3925.08594 6309.23193 7334.20654 -1926.75574 -59.0252800 15515.3623 -11591.2832 0.750000000 0.774999976 0.600624979 -1867.73035 15515.3623
750800.000 51006.1797 197.113434 1856.90771 2406.04883 3916.45776 6322.50684 7703.80957 -1922.55054 -59.0252800 15510.2480 -11591.0127 0.750000000 0.774999976 0.600624979 -1863.52515 15510.2480
751000.000 51006.1797 200.270386 1631.48413 2444.58398 3966.22729 6410.81152 7624.42773 -1936.01929 -59.0252800 15540.3408 -11589.7080 0.750000000 0.774999976 0.600624979 -1876.99402 15540.3408
751200.000 51006.1797 196.625854 2466.23730 2400.09741 4029.45874 6429.55615 8264.12305 -1921.81445 -59.0252800 15537.3535 -11586.8262 0.750000000 0.774999976 0.600624979 -1862.78906 15537.3535
751400.000 51006.1797 195.814743 1770.60266 2390.19653 3938.65234 6328.84863 7645.95215 -1928.36670 -59.0252800 15518.5859 -11585.9258 0.750000000 0.774999976 0.600624979 -1869.34143 15518.5859
751600.000 51006.1797 198.403305 493.881256 2421.79370 3994.11279 6415.90625 6783.29102 -1906.90979 -59.0252800 15520.6904 -11587.6230 0.750000000 0.774999976 0.600624979 -1847.88452 15520.6904
751800.000 51006.1797 200.517654 -420.536713 2447.60205 3966.07080 6413.67285 6100.84717 -1901.90454 -59.0252800 15511.4102 -11589.7578 0.750000000 0.774999976 0.600624979 -1842.87927 15511.4102
752000.000 51006.1797 197.457748 1193.70874 2410.25171 3937.51807 6347.76953 7235.73730 -1922.35535 -59.0252800 15528.9160 -11586.6172 0.750000000 0.774999976 0.600624979 -1863.33020 15528.9160
752200.000 51006.1797 199.359497 2752.29370 2433.46509 3908.83691 6342.30176 8389.65820 -1923.07507 -59.0252800 15524.8252 -11585.9834 0.750000000 0.774999976 0.600624979 -1864.04980 15524.8252
752400.000 51006.1797 199.426178 3248.41650 2434.27905 3985.29980 6419.57910 8835.98730 -1901.09644 -59.0252800 15527.2871 -11588.5742 0.750000000 0.774999976 0.600624979 -1842.07104 15527.2871
752600.000 51006.1797 197.342957 2251.81738 2408.85059 3930.75317 6339.60400 8014.66943 -1923.16736 -59.0252800 15523.0586 -11588.2422 0.750000000 0.774999976 0.600624979 -1864.14197 15523.0586
752800.000 51006.1797 202.429794 1068.86548 2470.94263 3911.60254 6382.54492 7177.64502 -1925.28442 -59.0252800 15519.6729 -11591.1396 0.750000000 0.774999976 0.600624979 -1866.25916 15519.6729
753000.000 51006.1797 204.522934 365.758209 2496.49219 3929.99878 6426.49121 6698.56885 -1949.93298 -59.0252800 15525.0859 -11586.4102 0.750000000 0.774999976 0.600624979 -1890.90771 15525.0859
