Step Volume Temp Press KinEng PotEng TotEng Enthalpy E_vdwl E_tail E_coul E_long v_lbda v_scale_lj v_scale_coul c_lj c_coul
250000.000 51006.1797 198.412888 2483.56812 2421.91040 2057.01318 4478.92383 6326.38232 -656.105408 -24.7525368 2797.29126 -2023.60986 0.250000000 0.324999988 0.105625004 -631.352905 2797.29126
250200.000 51006.1797 197.077301 2675.17676 2405.60791 2027.70935 4433.31738 6423.30859 -642.886230 -24.7525368 2792.86841 -2024.73730 0.250000000 0.324999988 0.105625004 -618.133667 2792.86841
250400.000 51006.1797 197.983154 1624.10986 2416.66504 2051.86938 4468.53418 5676.66553 -645.248962 -24.7525368 2797.45190 -2024.89038 0.250000000 0.324999988 0.105625004 -620.496460 2797.45190
250600.000 51006.1797 201.482117 1917.51758 2459.37476 2086.85767 4546.23242 5972.62158 -621.750000 -24.7525368 2798.11353 -2024.58105 0.250000000 0.324999988 0.105625004 -596.997437 2798.11353
250800.000 51006.1797 196.266922 2957.49316 2395.71582 2062.74878 4458.46484 6658.46338 -632.892151 -24.7525368 2796.45679 -2025.63794 0.250000000 0.324999988 0.105625004 -608.139587 2796.45679
251000.000 51006.1797 196.994186 3502.14746 2404.59326 2083.46582 4488.05908 7093.21094 -632.661438 -24.7525368 2798.10693 -2027.67603 0.250000000 0.324999988 0.105625004 -607.908875 2798.10693
251200.000 51006.1797 200.289734 2703.10645 2444.82007 2066.09351 4510.91357 6521.68066 -623.082214 -24.7525368 2791.45703 -2026.33301 0.250000000 0.324999988 0.105625004 -598.329651 2791.45703
251400.000 51006.1797 201.979980 3071.77832 2465.45190 2023.89111 4489.34277 6774.35547 -645.556946 -24.7525368 2795.63672 -2025.26123 0.250000000 0.324999988 0.105625004 -620.804382 2795.63672
251600.000 51006.1797 202.079437 3663.34106 2466.66602 2020.06897 4486.73486 7211.79492 -642.051941 -24.7525368 2794.73071 -2026.09399 0.250000000 0.324999988 0.105625004 -617.299438 2794.73071
251800.000 51006.1797 205.721451 2946.54590 2511.12183 2066.72656 4577.84863 6769.70361 -635.795471 -24.7525368 2797.75244 -2026.25415 0.250000000 0.324999988 0.105625004 -611.042969 2797.75244
252000.000 51006.1797 200.972336 1644.89380 2453.15210 2041.28052 4494.43262 5718.02441 -631.755310 -24.7525368 2798.96899 -2025.27100 0.250000000 0.324999988 0.105625004 -607.002808 2798.96899
252200.000 51006.1797 200.877213 2621.63794 2451.99097 2056.61914 4508.61035 6458.77539 -642.891174 -24.7525368 2801.44702 -2025.21313 0.250000000 0.324999988 0.105625004 -618.138672 2801.44702
252400.000 51006.1797 198.062286 3078.25220 2417.63086 2028.45105 4446.08203 6735.90967 -639.849304 -24.7525368 2794.49292 -2025.67834 0.250000000 0.324999988 0.105625004 -615.096802 2794.49292
252600.000 51006.1797 195.311493 1951.97961 2384.05347 2067.26685 4451.32031 5903.34473 -655.008484 -24.7525368 2797.06494 -2024.38025 0.250000000 0.324999988 0.105625004 -630.255981 2797.06494
252800.000 51006.1797 197.738785 3190.53247 2413.68213 2085.25122 4498.93311 6872.28369 -634.374512 -24.7525368 2795.52979 -2025.33789 0.250000000 0.324999988 0.105625004 -609.622009 2795.52979
253000.000 51006.1797 196.198822 3546.04004 2394.88477 2084.62500 4479.50977 7117.31250 -645.512878 -24.7525368 2798.62720 -2024.17224 0.250000000 0.324999988 0.105625004 -620.760376 2798.62720
253200.000 51006.1797 203.352936 3152.90942 2482.21069 2009.42102 4491.63184 6836.99512 -638.083069 -24.7525368 2798.99561 -2021.80615 0.250000000 0.324999988 0.105625004 -613.330505 2798.99561
253400.000 51006.1797 201.605164 2187.04565 2460.87671 2076.10400 4536.98047 6163.86426 -629.124023 -24.7525368 2796.53467 -2022.50537 0.250000000 0.324999988 0.105625004 -604.371460 2796.53467
253600.000 51006.1797 198.377945 3163.22974 2421.48389 2024.57947 4446.06348 6799.10400 -634.853821 -24.7525368 2800.94434 -2022.40723 0.250000000 0.324999988 0.105625004 -610.101257 2800.94434
253800.000 51006.1797 202.372131 4067.28711 2470.23877 2090.29980 4560.53809 7586.08252 -634.551697 -24.7525368 2798.07568 -2023.83582 0.250000000 0.324999988 0.105625004 -609.799194 2798.07568
254000.000 51006.1797 198.333817 2517.06372 2420.94531 2051.88867 4472.83398 6345.20898 -640.740173 -24.7525368 2797.75977 -2023.69080 0.250000000 0.324999988 0.105625004 -615.987610 2797.75977
254200.000 51006.1797 198.997177 1681.93689 2429.04248 2069.64648 4498.68896 5749.83594 -623.289490 -24.7525368 2793.35693 -2023.58875 0.250000000 0.324999988 0.105625004 -598.536987 2793.35693
254400.000 51006.1797 202.079666 2707.80151 2466.66870 2109.98657 4576.65527 6590.91504 -632.429626 -24.7525368 2801.68848 -2022.77893 0.250000000 0.324999988 0.105625004 -607.677124 2801.68848
254600.000 51006.1797 205.673126 4039.55518 2510.53198 2096.94971 4607.48193 7612.39697 -634.157593 -24.7525368 2801.69238 -2021.08496 0.250000000 0.324999988 0.105625004 -609.405090 2801.69238
254800.000 51006.1797 200.459442 3011.81909 2446.89160 2046.84631 4493.73779 6734.14795 -641.743042 -24.7525368 2798.06909 -2021.18127 0.250000000 0.324999988 0.105625004 -616.990479 2798.06909
255000.000 51006.1797 199.911789 2709.45776 2440.20679 2014.00818 4454.21484 6469.70703 -646.380005 -24.7525368 2793.65698 -2022.23840 0.250000000 0.324999988 0.105625004 -621.627441 2793.65698
255200.000 51006.1797 205.055023 4318.56250 2502.98730 2058.03564 4561.02295 7773.48389 -642.910217 -24.7525368 2796.74878 -2022.76270 0.250000000 0.324999988 0.105625004 -618.157715 2796.74878
255400.000 51006.1797 195.895584 4085.10791 2391.18311 2102.53638 4493.71973 7532.52002 -643.401245 -24.7525368 2797.87427 -2022.96533 0.250000000 0.324999988 0.105625004 -618.648743 2797.87427
255600.000 51006.1797 201.151886 2452.03906 2455.34375 2043.23865 4498.58252 6322.58740 -625.705933 -24.7525368 2798.19067 -2022.50220 0.250000000 0.324999988 0.105625004 -600.953430 2798.19067
255800.000 51006.1797 201.785278 2142.87036 2463.07520 2149.03467 4612.10986 6206.13281 -634.477905 -24.7525368 2800.77002 -2024.19629 0.250000000 0.324999988 0.105625004 -609.725403 2800.77002
256000.000 51006.1797 198.677719 3091.43506 2425.14307 2059.88818 4485.03125 6784.66553 -641.017639 -24.7525368 2798.87671 -2024.36084 0.250000000 0.324999988 0.105625004 -616.265076 2798.87671
256200.000 51006.1797 200.718414 3112.30566 2450.05249 2044.60730 4494.65967 6809.81934 -645.884583 -24.7525368 2797.37695 -2024.60962 0.250000000 0.324999988 0.105625004 -621.132080 2797.37695
256400.000 51006.1797 204.582718 2681.39136 2497.22217 2053.58838 4550.81055 6545.42480 -627.180176 -24.7525368 2797.43188 -2023.92407 0.250000000 0.324999988 0.105625004 -602.427673 2797.43188
256600.000 51006.1797 201.678284 2949.48926 2461.76929 2023.60095 4485.37012 6679.41504 -637.674011 -24.7525368 2797.45142 -2024.39807 0.250000000 0.324999988 0.105625004 -612.921509 2797.45142
256800.000 51006.1797 200.035889 2614.94946 2441.72144 2024.01660 4465.73828 6410.92773 -652.515930 -24.7525368 2797.26953 -2025.72021 0.250000000 0.324999988 0.105625004 -627.763428 2797.26953
257000.000 51006.1797 205.424942 2985.06738 2507.50244 2072.16797 4579.67041 6800.18066 -640.466919 -24.7525368 2801.00952 -2024.31287 0.250000000 0.324999988 0.105625004 -615.714417 2801.00952
257200.000 51006.1797 198.632248 2695.37817 2424.58813 2081.36279 4505.95117 6510.96924 -625.628601 -24.7525368 2798.61011 -2025.19287 0.250000000 0.324999988 0.105625004 -600.876038 2798.61011
257400.000 51006.1797 199.192276 2603.58569 2431.42407 2077.94653 4509.37061 6446.10693 -629.570618 -24.7525368 2804.35938 -2025.61292 0.250000000 0.324999988 0.105625004 -604.818054 2804.35938
257600.000 51006.1797 199.024780 1844.90564 2429.37939 2109.77002 4539.14941 5911.52441 -627.864563 -24.7525368 2800.96875 -2024.13538 0.250000000 0.324999988 0.105625004 -603.112000 2800.96875
257800.000 51006.1797 195.136154 2259.79541 2381.91333 2083.91528 4465.82861 6146.82910 -627.088928 -24.7525368 2800.07080 -2023.68994 0.250000000 0.324999988 0.105625004 -602.336426 2800.07080
258000.000 51006.1797 203.265137 2837.61279 2481.13892 2036.94226 4518.08154 6628.90430 -649.599609 -24.7525368 2797.03271 -2023.05396 0.250000000 0.324999988 0.105625004 -624.847046 2797.03271
258200.000 51006.1797 204.284775 3017.26245 2493.58521 2066.12012 4559.70557 6804.16504 -629.042908 -24.7525368 2801.54810 -2022.91504 0.250000000 0.324999988 0.105625004 -604.290405 2801.54810
258400.000 51006.1797 196.197189 2632.16650 2394.86475 2063.73169 4458.59668 6416.59375 -635.273682 -24.7525368 2803.72437 -2022.50708 0.250000000 0.324999988 0.105625004 -610.521118 2803.72437
258600.000 51006.1797 200.014053 2904.88452 2441.45508 2080.70020 4522.15527 6683.02002 -640.184753 -24.7525368 2797.16406 -2023.49792 0.250000000 0.324999988 0.105625004 -615.432190 2797.16406
258800.000 51006.1797 200.197495 3390.81177 2443.69409 2041.00793 4484.70215 7007.03467 -639.069702 -24.7525368 2798.39648 -2023.00940 0.250000000 0.324999988 0.105625004 -614.317200 2798.39648
259000.000 51006.1797 197.430283 1997.93066 2409.91650 2056.03467 4465.95117 5952.15723 -648.487610 -24.7525368 2800.15869 -2023.47192 0.250000000 0.324999988 0.105625004 -623.735107 2800.15869
259200.000 51006.1797 199.137665 2086.62500 2430.75732 2067.58789 4498.34521 6050.52881 -626.882568 -24.7525368 2793.83594 -2023.43591 0.250000000 0.324999988 0.105625004 -602.130005 2793.83594
259400.000 51006.1797 200.791046 3023.36401 2450.93945 2026.78296 4477.72217 6726.72070 -641.880127 -24.7525368 2798.79126 -2023.04346 0.250000000 0.324999988 0.105625004 -617.127563 2798.79126
259600.000 51006.1797 198.849945 3449.66699 2427.24536 2024.88953 4452.13477 7018.24805 -655.720642 -24.7525368 2797.12622 -2023.18408 0.250000000 0.324999988 0.105625004 -630.968079 2797.12622
259800.000 51006.1797 204.950592 2797.39087 2501.71240 2040.12146 4541.83398 6622.73682 -647.796509 -24.7525368 2798.16260 -2024.22461 0.250000000 0.324999988 0.105625004 -623.043945 2798.16260
260000.000 51006.1797 196.771591 1892.69702 2401.87622 2058.95898 4460.83545 5868.76123 -625.670776 -24.7525368 2793.43018 -2024.74707 0.250000000 0.324999988 0.105625004 -600.918274 2793.43018
260200.000 51006.1797 197.406830 2340.33350 2409.63013 2107.37476 4517.00488 6257.91553 -634.217346 -24.7525368 2798.17432 -2024.03088 0.250000000 0.324999988 0.105625004 -609.464783 2798.17432
260400.000 51006.1797 203.854553 2860.45825 2488.33374 2032.57947 4520.91309 6648.73047 -648.098816 -24.7525368 2801.90601 -2024.27649 0.250000000 0.324999988 0.105625004 -623.346252 2801.90601
260600.000 51006.1797 197.824158 2718.66626 2414.72437 2053.10083 4467.82520 6490.16699 -630.558105 -24.7525368 2797.42505 -2024.52039 0.250000000 0.324999988 0.105625004 -605.805542 2797.42505
260800.000 51006.1797 202.867416 2466.89624 2476.28418 2037.85486 4514.13916 6349.19629 -647.473206 -24.7525368 2795.70679 -2025.21875 0.250000000 0.324999988 0.105625004 -622.720703 2795.70679
261000.000 51006.1797 197.623260 2716.33154 2412.27197 1987.87280 4400.14502 6420.75000 -647.128479 -24.7525368 2796.44067 -2026.37085 0.250000000 0.324999988 0.105625004 -622.375977 2796.44067
261200.000 51006.1797 200.196365 3725.57788 2443.68042 2071.42261 4515.10303 7286.45898 -638.677063 -24.7525368 2800.54028 -2025.02686 0.250000000 0.324999988 0.105625004 -613.924500 2800.54028
