Step Volume Temp Press KinEng PotEng TotEng Enthalpy E_vdwl E_tail E_coul E_long v_lbda v_scale_lj v_scale_coul c_lj c_coul
400000.000 51006.1797 199.235062 2492.78516 2431.94629 2396.71387 4828.66016 6682.97510 -1012.59540 -35.0343590 5556.02930 -4067.98804 0.400000006 0.460000008 0.211600006 -977.560974 5556.02930
400200.000 51006.1797 200.930481 2212.12158 2452.64136 2402.79492 4855.43604 6500.97314 -1005.89069 -35.0343590 5558.43848 -4069.02881 0.400000006 0.460000008 0.211600006 -970.856323 5558.43848
400400.000 51006.1797 197.652267 1547.09497 2412.62598 2386.78784 4799.41357 5950.25537 -1017.95392 -35.0343590 5552.73535 -4069.91626 0.400000006 0.460000008 0.211600006 -982.919556 5552.73535
400600.000 51006.1797 198.928406 1437.65051 2428.20312 2383.56934 4811.77246 5881.20117 -1017.22949 -35.0343590 5552.55811 -4066.97144 0.400000006 0.460000008 0.211600006 -982.195129 5552.55811
400800.000 51006.1797 203.280777 1755.17004 2481.32983 2396.17139 4877.50098 6183.12451 -1016.28912 -35.0343590 5554.42920 -4067.40991 0.400000006 0.460000008 0.211600006 -981.254761 5554.42920
401000.000 51006.1797 202.197937 2304.61353 2468.11255 2350.13745 4818.25000 6532.58936 -1003.67157 -35.0343590 5562.96191 -4069.01123 0.400000006 0.460000008 0.211600006 -968.637268 5562.96191
401200.000 51006.1797 202.928848 2095.12476 2477.03418 2341.14722 4818.18115 6376.68750 -1039.73181 -35.0343590 5555.28809 -4069.91040 0.400000006 0.460000008 0.211600006 -1004.69739 5555.28809
401400.000 51006.1797 195.703705 2463.25122 2388.84106 2323.12427 4711.96533 6544.31104 -1033.48730 -35.0343590 5559.19189 -4068.37720 0.400000006 0.460000008 0.211600006 -998.452942 5559.19189
401600.000 51006.1797 200.100983 2591.39087 2442.51611 2365.73364 4808.25000 6735.91504 -1016.38110 -35.0343590 5555.52930 -4069.37061 0.400000006 0.460000008 0.211600006 -981.346680 5555.52930
401800.000 51006.1797 201.247482 2649.72192 2456.51050 2365.37280 4821.88330 6792.93945 -1005.69788 -35.0343590 5554.96484 -4070.59692 0.400000006 0.460000008 0.211600006 -970.663513 5554.96484
402000.000 51006.1797 196.980927 2688.93359 2404.43140 2344.02148 4748.45264 6748.67725 -1007.33319 -35.0343590 5555.06396 -4069.14160 0.400000006 0.460000008 0.211600006 -972.298889 5555.06396
402200.000 51006.1797 201.375229 2548.07568 2458.07007 2397.82910 4855.89941 6751.34326 -1016.06921 -35.0343590 5559.65234 -4067.73633 0.400000006 0.460000008 0.211600006 -981.034790 5559.65234
402400.000 51006.1797 199.199265 2085.70605 2431.50952 2399.76123 4831.27051 6382.77051 -1001.88861 -35.0343590 5556.30322 -4066.70801 0.400000006 0.460000008 0.211600006 -966.854248 5556.30322
402600.000 51006.1797 195.345627 1683.30811 2384.47021 2336.43481 4720.90527 5973.07227 -1020.47028 -35.0343590 5549.39795 -4065.92432 0.400000006 0.460000008 0.211600006 -985.435974 5549.39795
402800.000 51006.1797 203.221069 2075.80566 2480.60132 2369.10474 4849.70605 6393.84131 -1009.44519 -35.0343590 5555.96484 -4067.54858 0.400000006 0.460000008 0.211600006 -974.410889 5555.96484
403000.000 51006.1797 202.239914 3272.46606 2468.62476 2366.84448 4835.46924 7269.76807 -1021.70398 -35.0343590 5552.33740 -4068.64795 0.400000006 0.460000008 0.211600006 -986.669617 5552.33740
403200.000 51006.1797 197.510468 3419.66089 2410.89502 2366.51123 4777.40674 7321.19922 -1030.56812 -35.0343590 5561.59814 -4068.82227 0.400000006 0.460000008 0.211600006 -995.533752 5561.59814
403400.000 51006.1797 200.604004 3344.53320 2448.65625 2441.21948 4889.87549 7377.78320 -1020.99951 -35.0343590 5569.56982 -4068.51001 0.400000006 0.460000008 0.211600006 -985.965149 5569.56982
403600.000 51006.1797 203.733780 2760.00903 2486.85962 2394.13818 4880.99756 6934.09326 -1017.15930 -35.0343590 5565.44922 -4070.75244 0.400000006 0.460000008 0.211600006 -982.124939 5565.44922
403800.000 51006.1797 195.361298 2928.72852 2384.66138 2382.24512 4766.90625 6945.50781 -1022.59369 -35.0343590 5562.13037 -4069.72339 0.400000006 0.460000008 0.211600006 -987.559326 5562.13037
404000.000 51006.1797 201.273926 2414.88354 2456.83350 2378.13184 4834.96533 6631.33154 -1033.13501 -35.0343590 5557.68262 -4068.18335 0.400000006 0.460000008 0.211600006 -998.100586 5557.68262
404200.000 51006.1797 198.709152 2633.54150 2425.52686 2391.81860 4817.34570 6776.36523 -1013.03278 -35.0343590 5552.20996 -4069.23022 0.400000006 0.460000008 0.211600006 -977.998474 5552.20996
404400.000 51006.1797 199.413895 1932.96631 2434.12939 2338.89429 4773.02393 6210.90479 -1013.59381 -35.0343590 5552.84521 -4069.38428 0.400000006 0.460000008 0.211600006 -978.559509 5552.84521
404600.000 51006.1797 203.392975 2504.95581 2482.69971 2369.57910 4852.27881 6715.64697 -1020.58398 -35.0343590 5560.99023 -4067.32251 0.400000006 0.460000008 0.211600006 -985.549622 5560.99023
404800.000 51006.1797 201.239487 2696.60010 2456.41309 2329.66553 4786.07861 6792.00586 -1017.40338 -35.0343590 5564.87109 -4069.73267 0.400000006 0.460000008 0.211600006 -982.369080 5564.87109
405000.000 51006.1797 196.464096 1736.24146 2398.12280 2338.92969 4737.05273 6028.59521 -1025.33789 -35.0343590 5562.11572 -4067.42920 0.400000006 0.460000008 0.211600006 -990.303528 5562.11572
405200.000 51006.1797 201.255554 2175.96631 2456.60938 2410.20801 4866.81738 6485.45947 -1017.69922 -35.0343590 5564.46143 -4067.32422 0.400000006 0.460000008 0.211600006 -982.664795 5564.46143
405400.000 51006.1797 200.957611 2902.34131 2452.97241 2356.58936 4809.56201 6968.53467 -1005.84473 -35.0343590 5555.44824 -4069.24829 0.400000006 0.460000008 0.211600006 -970.810303 5555.44824
405600.000 51006.1797 200.956436 2648.12720 2452.95825 2346.29395 4799.25195 6769.12207 -1028.00635 -35.0343590 5555.56396 -4069.38086 0.400000006 0.460000008 0.211600006 -992.971985 5555.56396
405800.000 51006.1797 203.683563 1846.28210 2486.24658 2389.33667 4875.58301 6248.98193 -1021.02838 -35.0343590 5556.11084 -4068.38110 0.400000006 0.460000008 0.211600006 -985.994080 5556.11084
406000.000 51006.1797 197.371536 2037.10315 2409.19922 2388.82593 4798.02539 6313.37061 -999.574829 -35.0343590 5558.71680 -4069.89844 0.400000006 0.460000008 0.211600006 -964.540466 5558.71680
406200.000 51006.1797 203.477646 2643.64746 2483.73315 2368.69995 4852.43311 6818.97070 -1014.62982 -35.0343590 5558.31152 -4068.45728 0.400000006 0.460000008 0.211600006 -979.595398 5558.31152
406400.000 51006.1797 198.888763 2733.37402 2427.71924 2345.64575 4773.36475 6806.64746 -1009.29163 -35.0343590 5554.64990 -4069.00537 0.400000006 0.460000008 0.211600006 -974.257263 5554.64990
406600.000 51006.1797 199.452499 2308.86743 2434.60034 2363.81470 4798.41504 6515.91846 -1029.69019 -35.0343590 5560.38135 -4067.14014 0.400000006 0.460000008 0.211600006 -994.655884 5560.38135
406800.000 51006.1797 203.524216 2483.41187 2484.30151 2379.59082 4863.89209 6711.23486 -1020.77228 -35.0343590 5554.82324 -4064.58740 0.400000006 0.460000008 0.211600006 -985.737915 5554.82324
407000.000 51006.1797 196.208664 3169.80225 2395.00464 2361.81665 4756.82129 7114.75098 -1014.50940 -35.0343590 5560.02051 -4066.95825 0.400000006 0.460000008 0.211600006 -979.475037 5560.02051
407200.000 51006.1797 192.808365 2912.48340 2353.49951 2415.96484 4769.46436 6935.98145 -1008.96210 -35.0343590 5560.74316 -4066.68066 0.400000006 0.460000008 0.211600006 -973.927734 5560.74316
407400.000 51006.1797 201.139511 2418.35303 2455.19287 2406.15845 4861.35107 6660.29834 -1017.91888 -35.0343590 5558.49316 -4066.05493 0.400000006 0.460000008 0.211600006 -982.884521 5558.49316
407600.000 51006.1797 196.821884 2445.53027 2402.48999 2404.67432 4807.16406 6626.32764 -1017.22357 -35.0343590 5551.45850 -4063.46533 0.400000006 0.460000008 0.211600006 -982.189270 5551.45850
407800.000 51006.1797 194.292343 3476.59937 2371.61328 2402.46143 4774.07471 7360.22266 -1021.39099 -35.0343590 5568.16162 -4064.37305 0.400000006 0.460000008 0.211600006 -986.356628 5568.16162
408000.000 51006.1797 203.015717 3672.10181 2478.09448 2366.85889 4844.95361 7576.52979 -1020.63318 -35.0343590 5566.59961 -4067.82227 0.400000006 0.460000008 0.211600006 -985.598877 5566.59961
408200.000 51006.1797 200.945923 2668.44800 2452.82983 2349.41504 4802.24463 6787.23047 -1026.63916 -35.0343590 5561.87207 -4068.85034 0.400000006 0.460000008 0.211600006 -991.604858 5561.87207
408400.000 51006.1797 198.194855 2134.16113 2419.24902 2382.48145 4801.73047 6389.27490 -1012.00348 -35.0343590 5560.55469 -4069.84351 0.400000006 0.460000008 0.211600006 -976.969116 5560.55469
408600.000 51006.1797 199.653915 2558.08618 2437.05884 2416.85181 4853.91064 6756.80127 -1010.46259 -35.0343590 5560.57373 -4068.85229 0.400000006 0.460000008 0.211600006 -975.428223 5560.57373
408800.000 51006.1797 197.294205 3469.66602 2408.25562 2339.76978 4748.02539 7329.01514 -1002.99249 -35.0343590 5565.40820 -4070.27637 0.400000006 0.460000008 0.211600006 -967.958130 5565.40820
409000.000 51006.1797 198.451172 3260.14478 2422.37769 2424.07520 4846.45264 7271.58594 -1004.61890 -35.0343590 5553.34326 -4070.50610 0.400000006 0.460000008 0.211600006 -969.584534 5553.34326
409200.000 51006.1797 201.706314 2844.33594 2462.11157 2380.39648 4842.50781 6958.33203 -1017.97778 -35.0343590 5557.16260 -4069.68530 0.400000006 0.460000008 0.211600006 -982.943420 5557.16260
409400.000 51006.1797 199.285706 2339.84766 2432.56445 2337.52661 4770.09082 6510.63965 -1020.72662 -35.0343590 5552.54688 -4069.69458 0.400000006 0.460000008 0.211600006 -985.692261 5552.54688
409600.000 51006.1797 202.036713 2698.84473 2466.14429 2416.34277 4882.48730 6890.08447 -989.620117 -35.0343590 5553.70508 -4072.98364 0.400000006 0.460000008 0.211600006 -954.585754 5553.70508
409800.000 51006.1797 201.855637 2325.26123 2463.93408 2353.42212 4817.35596 6547.05469 -1033.09827 -35.0343590 5556.52246 -4069.68311 0.400000006 0.460000008 0.211600006 -998.063965 5556.52246
410000.000 51006.1797 199.505951 2437.40942 2435.25269 2386.79834 4822.05127 6635.17383 -1024.17859 -35.0343590 5564.78027 -4068.31421 0.400000006 0.460000008 0.211600006 -989.144226 5564.78027
410200.000 51006.1797 199.400604 2351.50000 2433.96704 2439.87646 4873.84375 6623.06055 -1009.82190 -35.0343590 5560.28320 -4068.15869 0.400000006 0.460000008 0.211600006 -974.787537 5560.28320
410400.000 51006.1797 202.397598 1975.33093 2470.54956 2369.17456 4839.72412 6309.11914 -1023.31500 -35.0343590 5557.49365 -4068.81665 0.400000006 0.460000008 0.211600006 -988.280640 5557.49365
410600.000 51006.1797 196.440933 2823.16821 2397.84009 2396.09668 4793.93701 6894.01465 -1018.08063 -35.0343590 5564.48145 -4068.98950 0.400000006 0.460000008 0.211600006 -983.046265 5564.48145
410800.000 51006.1797 204.176636 3558.69019 2492.26514 2402.73877 4895.00391 7542.21680 -1002.23041 -35.0343590 5559.41602 -4069.67358 0.400000006 0.460000008 0.211600006 -967.196045 5559.41602
411000.000 51006.1797 200.147842 2781.41382 2443.08813 2395.13818 4838.22607 6907.24414 -1025.89185 -35.0343590 5560.53955 -4067.46460 0.400000006 0.460000008 0.211600006 -990.857422 5560.53955
411200.000 51006.1797 201.005402 1597.48315 2453.55591 2373.49316 4827.04883 6015.37305 -1011.65613 -35.0343590 5545.65820 -4069.23730 0.400000006 0.460000008 0.211600006 -976.621765 5545.65820
411400.000 51006.1797 200.517044 1909.57324 2447.59473 2418.71509 4866.30957 6286.78906 -1015.46082 -35.0343590 5553.09277 -4068.54663 0.400000006 0.460000008 0.211600006 -980.426514 5553.09277
