Step Volume Temp Press KinEng PotEng TotEng Enthalpy E_vdwl E_tail E_coul E_long v_lbda v_scale_lj v_scale_coul c_lj c_coul
800000.000 51006.1797 197.660873 815.200500 2412.73120 4277.07080 6689.80225 7296.20752 -2041.36255 -62.4525566 17329.8105 -12976.1172 0.800000012 0.819999993 0.672399998 -1978.91003 17329.8105
800200.000 51006.1797 202.360748 1281.30664 2470.09961 4251.48486 6721.58447 7674.71387 -2068.29688 -62.4525566 17353.6562 -12977.9824 0.800000012 0.819999993 0.672399998 -2005.84436 17353.6562
800400.000 51006.1797 197.856735 1523.47205 2415.12183 4229.04346 6644.16504 7777.43457 -2032.25488 -62.4525566 17334.8340 -12976.7607 0.800000012 0.819999993 0.672399998 -1969.80237 17334.8340
800600.000 51006.1797 201.067947 1011.69159 2454.31909 4264.59570 6718.91504 7471.48486 -2053.63721 -62.4525566 17364.4414 -12976.3330 0.800000012 0.819999993 0.672399998 -1991.18469 17364.4414
800800.000 51006.1797 198.807266 737.239441 2426.72437 4286.40039 6713.12500 7261.53711 -2051.11157 -62.4525566 17347.6738 -12975.9141 0.800000012 0.819999993 0.672399998 -1988.65906 17347.6738
801000.000 51006.1797 197.633102 528.934937 2412.39209 4270.77148 6683.16357 7076.62402 -2045.12195 -62.4525566 17335.8496 -12978.0029 0.800000012 0.819999993 0.672399998 -1982.66956 17335.8496
801200.000 51006.1797 203.935287 447.736511 2489.31909 4279.89893 6769.21826 7102.27734 -2042.15320 -62.4525566 17328.6289 -12979.0381 0.800000012 0.819999993 0.672399998 -1979.70056 17328.6289
801400.000 51006.1797 200.797882 963.377319 2451.02271 4253.12305 6704.14600 7420.77588 -2040.60278 -62.4525566 17326.0059 -12976.4678 0.800000012 0.819999993 0.672399998 -1978.15015 17326.0059
801600.000 51006.1797 199.648468 1737.93030 2436.99243 4248.48096 6685.47314 7978.27246 -2051.94189 -62.4525566 17351.1641 -12973.9902 0.800000012 0.819999993 0.672399998 -1989.48926 17351.1641
801800.000 51006.1797 200.543289 1998.19849 2447.91504 4276.42920 6724.34424 8210.75000 -2046.95764 -62.4525566 17353.0430 -12979.0967 0.800000012 0.819999993 0.672399998 -1984.50513 17353.0430
802000.000 51006.1797 196.857620 1950.16846 2402.92627 4203.86279 6606.78857 8057.46582 -2054.58911 -62.4525566 17347.5039 -12974.1650 0.800000012 0.819999993 0.672399998 -1992.13647 17347.5039
802200.000 51006.1797 203.799316 875.869507 2487.65942 4222.15967 6709.81934 7361.35449 -2061.94629 -62.4525566 17346.8457 -12974.9834 0.800000012 0.819999993 0.672399998 -1999.49377 17346.8457
802400.000 51006.1797 199.166122 893.824829 2431.10474 4315.07471 6746.17969 7411.07178 -2049.78906 -62.4525566 17349.0156 -12970.3789 0.800000012 0.819999993 0.672399998 -1987.33655 17349.0156
802600.000 51006.1797 197.933456 563.653015 2416.05835 4274.40674 6690.46484 7109.75098 -2026.27246 -62.4525566 17318.8574 -12977.1270 0.800000012 0.819999993 0.672399998 -1963.81982 17318.8574
802800.000 51006.1797 201.628738 595.111084 2461.16455 4210.75488 6671.91943 7114.60645 -2053.96802 -62.4525566 17336.7754 -12975.0361 0.800000012 0.819999993 0.672399998 -1991.51550 17336.7754
803000.000 51006.1797 200.592880 1652.68872 2448.52051 4286.77051 6735.29053 7964.68066 -2042.68433 -62.4525566 17340.4277 -12973.5908 0.800000012 0.819999993 0.672399998 -1980.23181 17340.4277
803200.000 51006.1797 202.331009 1689.71545 2469.73682 4238.91162 6708.64844 7965.58203 -2074.33813 -62.4525566 17336.7227 -12972.7666 0.800000012 0.819999993 0.672399998 -2011.88562 17336.7227
803400.000 51006.1797 201.478241 1499.04492 2459.32739 4244.82422 6704.15186 7819.25049 -2071.15942 -62.4525566 17345.9434 -12973.0693 0.800000012 0.819999993 0.672399998 -2008.70691 17345.9434
803600.000 51006.1797 206.179352 324.613159 2516.71118 4273.59521 6790.30664 7031.77734 -2055.54883 -62.4525566 17334.3770 -12973.2344 0.800000012 0.819999993 0.672399998 -1993.09644 17334.3770
