Step Volume Press KinEng PotEng Enthalpy E_mol E_vdwl E_tail E_coul E_long
1100200.00 47139.9844 3539.90405 2448.53662 2008.68970 6890.86914 1957.18921 -26.9411545 -8.24080658 269.380463 -190.938782
1100400.00 47139.9844 3874.35742 2488.98755 2007.13086 7159.69385 1947.29980 -18.5735722 -8.24080658 269.486877 -191.082108
1100600.00 47139.9844 3671.75342 2432.85547 1966.32068 6923.46338 1916.35352 -28.4481773 -8.24080658 269.544250 -191.128815
1100800.00 47139.9844 2840.48682 2468.61621 1988.76965 6410.18750 1934.68616 -24.4734764 -8.24080658 269.761078 -191.204041
1101000.00 47139.9844 2971.30981 2454.20020 1991.78442 6488.72510 1938.55408 -26.1684189 -8.24080658 270.454346 -191.055618
1101200.00 47139.9844 3199.87817 2406.65479 1953.86768 6560.40137 1906.36084 -30.6189632 -8.24080658 269.403870 -191.278046
1101400.00 47139.9844 1874.36975 2456.27930 1995.95068 5740.83740 1926.85840 -9.55660820 -8.24080658 269.790924 -191.142090
1101600.00 47139.9844 1461.09875 2464.82666 1958.47290 5427.78809 1898.33752 -19.0029812 -8.24080658 269.992615 -190.854218
1101800.00 47139.9844 3131.44946 2371.81494 1973.33984 6497.98975 1908.75183 -14.1440363 -8.24080658 269.778778 -191.046661
1102000.00 47139.9844 3612.72559 2430.22217 2015.24866 6929.17725 1961.47485 -23.6474876 -8.24080658 268.747986 -191.326797
1102200.00 47139.9844 2870.96484 2418.80835 1972.72253 6365.28564 1906.98572 -12.1721821 -8.24080658 269.195709 -191.286728
1102400.00 47139.9844 3208.71240 2477.55151 1984.88379 6668.38770 1939.29504 -32.3675346 -8.24080658 269.217499 -191.261139
1102600.00 47139.9844 5202.91113 2452.04932 1997.17151 8026.16162 1932.85693 -13.8320026 -8.24080658 269.430237 -191.283676
1102800.00 47139.9844 4319.36328 2434.15967 1944.51746 7348.18896 1890.46680 -24.0930500 -8.24080658 269.353363 -191.209747
1103000.00 47139.9844 3227.36987 2424.95459 2034.86902 6678.60254 1968.14905 -11.2899971 -8.24080658 269.555176 -191.545288
1103200.00 47139.9844 4155.66895 2446.77954 1971.93958 7275.69287 1927.18799 -33.0774689 -8.24080658 269.531036 -191.702042
1103400.00 47139.9844 5416.36719 2414.01880 1993.59705 8131.30469 1934.55957 -18.5199585 -8.24080658 269.140594 -191.583145
1103600.00 47139.9844 3166.30054 2546.08374 1962.00806 6684.88623 1907.36133 -23.1818848 -8.24080658 269.392303 -191.563736
1103800.00 47139.9844 2270.88135 2454.06006 2020.06995 6035.33447 1959.54126 -17.2940674 -8.24080658 269.263855 -191.441101
1104000.00 47139.9844 3250.71680 2450.23901 1938.83020 6623.89893 1886.33203 -25.9258099 -8.24080658 269.721466 -191.297562
1104200.00 47139.9844 3487.21973 2455.39233 1949.97095 6802.78613 1908.49316 -36.9556808 -8.24080658 269.604279 -191.170853
1104400.00 47139.9844 2042.07227 2465.10303 2003.17456 5872.17822 1928.18884 -3.68755913 -8.24080658 269.681122 -191.007904
