Step Volume Press KinEng PotEng Enthalpy E_mol E_vdwl E_tail E_coul E_long
1450200.00 47361.8398 18874.9629 2441.76001 2097.46851 17576.6152 1998.64014 20.4710579 -8.20220375 270.035095 -191.677795
1450400.00 47361.8398 19565.4102 2466.54492 2073.18115 18054.0215 1993.28235 1.72684884 -8.20220375 269.785034 -191.613007
1450600.00 47361.8398 19334.9297 2455.32739 2113.08130 17923.5059 2037.57886 -1.99174035 -8.20220375 269.100739 -191.606598
1450800.00 47361.8398 18658.9512 2435.84399 2079.77954 17403.8066 2001.80640 -0.174652576 -8.20220375 269.712555 -191.564667
1451000.00 47361.8398 18521.8340 2443.29126 2093.58081 17330.3457 2022.03064 -6.60948086 -8.20220375 269.762817 -191.603195
1451200.00 47361.8398 19120.7812 2476.29639 2113.37720 17796.8535 2016.25464 19.1336422 -8.20220375 269.382721 -191.393723
1451400.00 47361.8398 19573.9844 2391.98315 2100.81299 18013.0137 2021.31592 1.31785405 -8.20220375 269.568298 -191.389008
1451600.00 47361.8398 19327.9824 2440.43970 2130.14575 17920.8848 2040.56531 10.4559898 -8.20220375 270.381195 -191.256836
1451800.00 47361.8398 19146.4785 2478.03101 2082.43896 17785.4004 2024.39941 -21.2436943 -8.20220375 270.394043 -191.110840
1452000.00 47361.8398 20038.9902 2403.09082 2087.52539 18332.0254 2017.11768 -8.49579144 -8.20220375 269.984192 -191.080780
1452200.00 47361.8398 20166.2676 2454.09082 2131.23364 18514.6465 2040.50916 10.7067776 -8.20220375 270.817871 -190.800201
1452400.00 47361.8398 20410.8359 2447.66699 2144.66455 18690.5820 2049.58911 15.3153419 -8.20220375 270.655365 -190.895386
1452600.00 47361.8398 21032.8066 2391.52271 2122.26880 19041.6523 2031.86938 10.3372536 -8.20220375 270.799957 -190.737747
1452800.00 47361.8398 20848.0840 2454.72656 2159.52490 19014.5195 2075.08350 4.79833603 -8.20220375 270.320648 -190.677673
