Step Volume Temp Press KinEng PotEng TotEng Enthalpy E_vdwl E_tail E_coul E_long v_lbda v_scale_lj v_scale_coul v_scale_gauss c_lj c_coul c_gauss
325000.000 46478.4727 131.998581 904.502869 2417.04150 -2236.62549 180.415924 793.524902 -6423.24219 -49.2262039 9557.67969 -7277.17920 0.324999988 0.588964462 0.374209821 0.714662075 -1666.19983 9557.67969 -4707.81592
325200.000 46478.4727 131.825684 323.020752 2413.87524 -2231.83862 182.036636 400.993286 -6453.34961 -49.2262039 9559.67383 -7277.44873 0.324999988 0.588964462 0.374209821 0.714662075 -1686.91968 9559.67383 -4717.20361
325400.000 46478.4727 131.908081 -284.106415 2415.38428 -2184.39600 230.988068 38.4091148 -6422.45898 -49.2262039 9565.48926 -7276.87451 0.324999988 0.588964462 0.374209821 0.714662075 -1664.51184 9565.48926 -4708.72070
325600.000 46478.4727 132.323105 258.971527 2422.98389 -2204.47241 218.511505 394.052979 -6408.50391 -49.2262039 9555.83301 -7277.90723 0.324999988 0.588964462 0.374209821 0.714662075 -1660.74927 9555.83301 -4698.52832
325800.000 46478.4727 130.426132 352.529785 2388.24780 -2238.51978 149.728256 388.687347 -6429.18213 -49.2262039 9559.20117 -7276.76270 0.324999988 0.588964462 0.374209821 0.714662075 -1672.23035 9559.20117 -4707.72559
326000.000 46478.4727 131.724915 -79.6890106 2412.03003 -2165.74194 246.288086 192.271622 -6409.24902 -49.2262039 9557.33887 -7276.63818 0.324999988 0.588964462 0.374209821 0.714662075 -1664.67017 9557.33887 -4695.35303
326200.000 46478.4727 133.605774 468.563385 2446.47070 -2208.82520 237.645477 555.256897 -6403.49414 -49.2262039 9560.00391 -7277.09033 0.324999988 0.588964462 0.374209821 0.714662075 -1654.58618 9560.00391 -4699.68164
326400.000 46478.4727 131.905853 -415.702881 2415.34326 -2266.26880 149.074493 -132.705917 -6422.74023 -49.2262039 9547.33594 -7277.47559 0.324999988 0.588964462 0.374209821 0.714662075 -1669.51184 9547.33594 -4704.00195
326600.000 46478.4727 135.728455 -476.909332 2485.33936 -2246.94263 238.396683 -84.8719482 -6426.94727 -49.2262039 9555.85547 -7276.80664 0.324999988 0.588964462 0.374209821 0.714662075 -1662.84961 9555.85547 -4714.87158
326800.000 46478.4727 137.033585 274.101410 2509.23779 -2275.96851 233.269379 419.066528 -6435.12793 -49.2262039 9553.33203 -7277.29883 0.324999988 0.588964462 0.374209821 0.714662075 -1677.17566 9553.33203 -4708.72607
327000.000 46478.4727 133.390213 925.308716 2442.52368 -2257.79736 184.726456 811.938538 -6435.08496 -49.2262039 9563.67090 -7276.91553 0.324999988 0.588964462 0.374209821 0.714662075 -1672.87000 9563.67090 -4712.98877
327200.000 46478.4727 130.751297 383.128601 2394.20239 -2252.39380 141.808365 401.508575 -6418.06543 -49.2262039 9552.31836 -7276.92432 0.324999988 0.588964462 0.374209821 0.714662075 -1655.42346 9552.31836 -4713.41553
327400.000 46478.4727 134.505325 -36.3066673 2462.94263 -2243.75781 219.184982 194.574844 -6424.05273 -49.2262039 9568.34277 -7276.69971 0.324999988 0.588964462 0.374209821 0.714662075 -1671.49219 9568.34277 -4703.33447
327600.000 46478.4727 135.143829 -503.270081 2474.63452 -2259.87891 214.755615 -126.381416 -6433.97998 -49.2262039 9550.13965 -7276.12744 0.324999988 0.588964462 0.374209821 0.714662075 -1669.14539 9550.13965 -4715.60840
327800.000 46478.4727 135.039322 -777.795044 2472.72070 -2293.10791 179.612686 -347.608612 -6444.48193 -49.2262039 9564.06055 -7277.06299 0.324999988 0.588964462 0.374209821 0.714662075 -1671.17725 9564.06055 -4724.07861
328000.000 46478.4727 134.280228 -748.513306 2458.82080 -2266.72412 192.096603 -315.276306 -6423.26025 -49.2262039 9548.73242 -7276.33203 0.324999988 0.588964462 0.374209821 0.714662075 -1669.94067 9548.73242 -4704.09326
328200.000 46478.4727 133.045715 -387.993042 2436.21558 -2183.72461 252.490845 -10.5066996 -6381.01855 -49.2262039 9552.92578 -7277.38477 0.324999988 0.588964462 0.374209821 0.714662075 -1637.78296 9552.92578 -4694.00928
328400.000 46478.4727 130.758102 381.142426 2394.32666 -2266.00366 128.323074 386.677002 -6414.99121 -49.2262039 9563.91406 -7276.81250 0.324999988 0.588964462 0.374209821 0.714662075 -1660.54175 9563.91406 -4705.22314
328600.000 46478.4727 134.787430 -23.5956192 2468.10840 -2271.47485 196.633453 180.639374 -6421.80078 -49.2262039 9548.45117 -7278.13281 0.324999988 0.588964462 0.374209821 0.714662075 -1665.39685 9548.45117 -4707.17773
328800.000 46478.4727 131.338959 68.0080261 2404.96289 -2210.08643 194.876495 240.975113 -6408.32422 -49.2262039 9552.64453 -7277.03564 0.324999988 0.588964462 0.374209821 0.714662075 -1658.22449 9552.64453 -4700.87354
329000.000 46478.4727 132.274124 -168.934891 2422.08691 -2306.74023 115.346687 0.835713089 -6457.29443 -49.2262039 9549.90039 -7277.34961 0.324999988 0.588964462 0.374209821 0.714662075 -1686.94775 9549.90039 -4721.12061
329200.000 46478.4727 135.036255 1138.90796 2472.66455 -2227.22095 245.443634 1017.44202 -6416.64941 -49.2262039 9561.17188 -7277.24854 0.324999988 0.588964462 0.374209821 0.714662075 -1667.84009 9561.17188 -4699.58301
329400.000 46478.4727 134.303513 1432.95435 2459.24731 -2276.06934 183.177979 1154.49304 -6443.50635 -49.2262039 9545.35449 -7278.07031 0.324999988 0.588964462 0.374209821 0.714662075 -1679.52075 9545.35449 -4714.75928
329600.000 46478.4727 133.141907 784.430542 2437.97681 -2273.89038 164.086380 695.805481 -6431.90381 -49.2262039 9554.82422 -7277.36426 0.324999988 0.588964462 0.374209821 0.714662075 -1667.83313 9554.82422 -4714.84473
329800.000 46478.4727 133.844360 516.406006 2450.83960 -2257.95483 192.884766 542.925842 -6413.52344 -49.2262039 9559.09180 -7277.18164 0.324999988 0.588964462 0.374209821 0.714662075 -1666.35059 9559.09180 -4697.94629
330000.000 46478.4727 134.494003 552.749084 2462.73560 -2276.73169 186.003906 560.679810 -6407.22168 -49.2262039 9550.06934 -7277.37305 0.324999988 0.588964462 0.374209821 0.714662075 -1648.67737 9550.06934 -4709.31787
330200.000 46478.4727 134.059113 803.075134 2454.77197 -2277.41406 177.357834 721.715027 -6418.37158 -49.2262039 9554.97168 -7277.24219 0.324999988 0.588964462 0.374209821 0.714662075 -1665.95789 9554.97168 -4703.18750
330400.000 46478.4727 137.175140 818.455383 2511.82983 -2221.05249 290.777283 845.559814 -6422.98096 -49.2262039 9554.56738 -7277.89600 0.324999988 0.588964462 0.374209821 0.714662075 -1672.47375 9554.56738 -4701.28076
330600.000 46478.4727 134.217834 310.929047 2457.67847 -2265.78613 191.892288 402.652710 -6410.43701 -49.2262039 9551.23730 -7277.49268 0.324999988 0.588964462 0.374209821 0.714662075 -1665.44861 9551.23730 -4695.76221
330800.000 46478.4727 134.262543 -530.267029 2458.49707 -2285.66528 172.831894 -186.604767 -6431.59473 -49.2262039 9554.73633 -7277.97412 0.324999988 0.588964462 0.374209821 0.714662075 -1676.89380 9554.73633 -4705.47461
331000.000 46478.4727 134.345840 82.9373093 2460.02222 -2216.12061 243.901566 300.119873 -6419.19727 -49.2262039 9551.12012 -7277.15088 0.324999988 0.588964462 0.374209821 0.714662075 -1668.68884 9551.12012 -4701.28223
331200.000 46478.4727 133.539017 1016.39148 2445.24854 -2247.71289 197.535416 886.487122 -6417.07080 -49.2262039 9564.11133 -7277.99512 0.324999988 0.588964462 0.374209821 0.714662075 -1667.28979 9564.11133 -4700.55518
331400.000 46478.4727 132.176743 55.0304565 2420.30371 -2260.55103 159.752533 197.054413 -6442.98193 -49.2262039 9550.61133 -7277.30127 0.324999988 0.588964462 0.374209821 0.714662075 -1683.83875 9550.61133 -4709.91699
331600.000 46478.4727 134.645279 6.93293810 2465.50537 -2210.17969 255.325592 260.025024 -6429.39404 -49.2262039 9555.64062 -7278.15186 0.324999988 0.588964462 0.374209821 0.714662075 -1671.03113 9555.64062 -4709.13672
331800.000 46478.4727 135.115662 70.4739838 2474.11841 -2246.91870 227.199783 274.969940 -6426.41064 -49.2262039 9553.25195 -7277.57471 0.324999988 0.588964462 0.374209821 0.714662075 -1664.70874 9553.25195 -4712.47559
332000.000 46478.4727 132.828964 517.140503 2432.24658 -2288.11182 144.135071 494.674042 -6425.67139 -49.2262039 9552.44141 -7277.83740 0.324999988 0.588964462 0.374209821 0.714662075 -1666.48145 9552.44141 -4709.96387
332200.000 46478.4727 134.799088 160.181320 2468.32153 -2249.18384 219.137680 327.715118 -6419.87646 -49.2262039 9552.27832 -7277.87158 0.324999988 0.588964462 0.374209821 0.714662075 -1670.69275 9552.27832 -4699.95801
332400.000 46478.4727 135.457199 -108.999489 2480.37256 -2256.79468 223.577911 149.693604 -6423.37012 -49.2262039 9559.81836 -7276.51709 0.324999988 0.588964462 0.374209821 0.714662075 -1663.68579 9559.81836 -4710.45801
332600.000 46478.4727 133.630905 -890.159424 2446.93091 -2277.39600 169.535126 -433.851288 -6431.66406 -49.2262039 9546.64746 -7277.19189 0.324999988 0.588964462 0.374209821 0.714662075 -1676.28479 9546.64746 -4706.15332
332800.000 46478.4727 133.339981 -508.075623 2441.60376 -2246.48950 195.114227 -149.280197 -6425.73096 -49.2262039 9562.01172 -7278.26514 0.324999988 0.588964462 0.374209821 0.714662075 -1675.11584 9562.01172 -4701.38916
333000.000 46478.4727 135.025040 18.8920536 2472.45923 -2139.46265 332.996552 345.802368 -6373.19238 -49.2262039 9556.74902 -7276.99805 0.324999988 0.588964462 0.374209821 0.714662075 -1643.70251 9556.74902 -4680.26367
333200.000 46478.4727 136.194443 153.024963 2493.87231 -2268.36719 225.505020 329.231598 -6423.14844 -49.2262039 9553.19922 -7277.82666 0.324999988 0.588964462 0.374209821 0.714662075 -1665.26135 9553.19922 -4708.66113
333400.000 46478.4727 132.071274 451.052246 2418.37256 -2275.40527 142.967377 448.709015 -6440.86816 -49.2262039 9555.57812 -7277.51221 0.324999988 0.588964462 0.374209821 0.714662075 -1678.37305 9555.57812 -4713.26904
333600.000 46478.4727 134.696075 507.290771 2466.43555 -2276.62061 189.815033 533.677490 -6429.43115 -49.2262039 9560.33887 -7276.93604 0.324999988 0.588964462 0.374209821 0.714662075 -1673.05566 9560.33887 -4707.14893
333800.000 46478.4727 134.002167 197.064102 2453.72900 -2222.31396 231.415176 364.993256 -6405.27539 -49.2262039 9558.00391 -7276.86133 0.324999988 0.588964462 0.374209821 0.714662075 -1662.88684 9558.00391 -4693.16260
334000.000 46478.4727 132.579666 -208.079544 2427.68164 -2326.32422 101.357330 -39.6874924 -6414.54639 -49.2262039 9553.33203 -7277.44678 0.324999988 0.588964462 0.374209821 0.714662075 -1659.15308 9553.33203 -4706.16699
334200.000 46478.4727 134.592896 291.523560 2464.54614 -2269.09326 195.452896 393.059479 -6429.10645 -49.2262039 9551.85645 -7277.61377 0.324999988 0.588964462 0.374209821 0.714662075 -1668.86755 9551.85645 -4711.01270
334400.000 46478.4727 134.490753 905.233582 2462.67578 -2253.93604 208.739853 822.344177 -6420.42090 -49.2262039 9555.32910 -7277.65430 0.324999988 0.588964462 0.374209821 0.714662075 -1661.63916 9555.32910 -4709.55518
334600.000 46478.4727 132.906113 832.926086 2433.65918 -2309.07642 124.582741 689.174072 -6435.55322 -49.2262039 9552.80859 -7277.17578 0.324999988 0.588964462 0.374209821 0.714662075 -1670.57129 9552.80859 -4715.75537
334800.000 46478.4727 133.846130 106.985489 2450.87207 -2233.36548 217.506546 290.025665 -6403.15527 -49.2262039 9556.40039 -7276.92969 0.324999988 0.588964462 0.374209821 0.714662075 -1658.61206 9556.40039 -4695.31689
335000.000 46478.4727 131.070465 -1130.64197 2400.04663 -2212.79028 187.256378 -579.138977 -6395.95557 -49.2262039 9557.16406 -7278.04492 0.324999988 0.588964462 0.374209821 0.714662075 -1651.49902 9557.16406 -4695.23047
335200.000 46478.4727 133.369522 389.164825 2442.14478 -2261.98291 180.161713 443.953552 -6420.79443 -49.2262039 9558.27148 -7277.47949 0.324999988 0.588964462 0.374209821 0.714662075 -1660.39221 9558.27148 -4711.17627
335400.000 46478.4727 135.115433 949.316284 2474.11450 -2284.38232 189.732208 833.217590 -6428.87109 -49.2262039 9556.99414 -7277.31201 0.324999988 0.588964462 0.374209821 0.714662075 -1667.30444 9556.99414 -4712.34033
335600.000 46478.4727 132.526550 14.0226212 2426.70898 -2227.25269 199.456375 208.961487 -6419.94043 -49.2262039 9550.79980 -7277.76416 0.324999988 0.588964462 0.374209821 0.714662075 -1671.33044 9550.79980 -4699.38379
335800.000 46478.4727 130.135513 -700.278748 2382.92651 -2266.69360 116.232826 -358.444702 -6421.84082 -49.2262039 9548.90430 -7277.75879 0.324999988 0.588964462 0.374209821 0.714662075 -1656.21362 9548.90430 -4716.40088
336000.000 46478.4727 135.715027 -182.546432 2485.09351 -2265.97632 219.117172 95.3797379 -6424.20410 -49.2262039 9560.23535 -7277.19189 0.324999988 0.588964462 0.374209821 0.714662075 -1672.34265 9560.23535 -4702.63525
336200.000 46478.4727 134.335373 644.314148 2459.83081 -2255.38159 204.449158 641.191650 -6443.31982 -49.2262039 9561.24902 -7277.31787 0.324999988 0.588964462 0.374209821 0.714662075 -1672.06580 9561.24902 -4722.02783
336400.000 46478.4727 132.569000 -120.191002 2427.48633 -2287.98901 139.497452 58.0270767 -6456.73438 -49.2262039 9557.88672 -7277.45410 0.324999988 0.588964462 0.374209821 0.714662075 -1685.71106 9557.88672 -4721.79736
336600.000 46478.4727 138.077637 -1046.00891 2528.35571 -2287.32031 241.035309 -467.992279 -6437.12158 -49.2262039 9549.95020 -7277.59863 0.324999988 0.588964462 0.374209821 0.714662075 -1671.76025 9549.95020 -4716.13525
336800.000 46478.4727 135.186646 -579.256836 2475.41846 -2261.47144 213.946838 -178.697144 -6426.77686 -49.2262039 9555.00879 -7278.46094 0.324999988 0.588964462 0.374209821 0.714662075 -1673.45508 9555.00879 -4704.09570
337000.000 46478.4727 131.783142 -50.3884430 2413.09644 -2270.44287 142.653534 108.498192 -6446.57227 -49.2262039 9543.85938 -7278.61084 0.324999988 0.588964462 0.374209821 0.714662075 -1686.01562 9543.85938 -4711.33057
337200.000 46478.4727 137.239197 -346.798523 2513.00293 -2268.79956 244.203384 9.12916470 -6447.72217 -49.2262039 9556.06445 -7277.24170 0.324999988 0.588964462 0.374209821 0.714662075 -1681.31433 9556.06445 -4717.18164
337400.000 46478.4727 134.346954 -57.8881378 2460.04248 -2243.04077 217.001892 177.762955 -6434.89600 -49.2262039 9553.33398 -7278.26074 0.324999988 0.588964462 0.374209821 0.714662075 -1675.48755 9553.33398 -4710.18213
337600.000 46478.4727 132.915955 180.191406 2433.83936 -2260.85938 172.979874 295.120972 -6442.20801 -49.2262039 9551.92773 -7278.84375 0.324999988 0.588964462 0.374209821 0.714662075 -1671.05420 9551.92773 -4721.92773
337800.000 46478.4727 133.261200 987.674316 2440.16138 -2272.15210 168.009247 837.495239 -6439.79688 -49.2262039 9554.27637 -7277.37256 0.324999988 0.588964462 0.374209821 0.714662075 -1671.93787 9554.27637 -4718.63281
338000.000 46478.4727 135.496063 932.967590 2481.08423 -2250.94458 230.139694 862.543213 -6442.53857 -49.2262039 9557.95020 -7277.53467 0.324999988 0.588964462 0.374209821 0.714662075 -1679.38684 9557.95020 -4713.92578
338200.000 46478.4727 132.646027 340.446930 2428.89673 -2260.00977 168.886856 399.655701 -6442.61328 -49.2262039 9548.87109 -7278.44336 0.324999988 0.588964462 0.374209821 0.714662075 -1671.07996 9548.87109 -4722.30713
338400.000 46478.4727 133.333038 -172.769547 2441.47681 -2272.29224 169.184616 52.0743446 -6423.66602 -49.2262039 9552.51270 -7278.07764 0.324999988 0.588964462 0.374209821 0.714662075 -1670.06726 9552.51270 -4704.37256
338600.000 46478.4727 136.736725 -520.490906 2503.80200 -2232.89014 270.911835 -81.8981552 -6454.79688 -49.2262039 9554.34473 -7277.90820 0.324999988 0.588964462 0.374209821 0.714662075 -1681.25403 9554.34473 -4724.31641
338800.000 46478.4727 132.985031 -81.2462921 2435.10425 -2249.30029 185.803864 130.731812 -6425.92041 -49.2262039 9553.85938 -7277.22168 0.324999988 0.588964462 0.374209821 0.714662075 -1666.30774 9553.85938 -4710.38623
339000.000 46478.4727 132.942078 553.482971 2434.31787 -2245.86792 188.449875 563.623230 -6433.98584 -49.2262039 9549.85352 -7277.58594 0.324999988 0.588964462 0.374209821 0.714662075 -1659.40112 9549.85352 -4725.35840
339200.000 46478.4727 134.471069 637.034607 2462.31519 -2307.22925 155.086075 586.894165 -6442.70508 -49.2262039 9558.47949 -7277.42578 0.324999988 0.588964462 0.374209821 0.714662075 -1667.00745 9558.47949 -4726.47119
339400.000 46478.4727 133.469055 -256.682770 2443.96753 -2289.09692 154.870483 -19.1196003 -6458.32715 -49.2262039 9557.54785 -7277.58447 0.324999988 0.588964462 0.374209821 0.714662075 -1692.52405 9557.54785 -4716.57666
339600.000 46478.4727 134.268921 -71.6556931 2458.61377 -2215.87427 242.739685 194.168533 -6430.09375 -49.2262039 9554.66406 -7277.38037 0.324999988 0.588964462 0.374209821 0.714662075 -1665.58850 9554.66406 -4715.27881
