Step Volume Temp Press KinEng PotEng TotEng Enthalpy E_vdwl E_tail E_coul E_long v_lbda v_scale_lj v_scale_coul v_scale_gauss c_lj c_coul c_gauss
900000.000 46478.4727 134.173447 2866.53638 2456.86548 1911.88354 4368.74902 6311.80469 -37.0490799 -8.35809422 269.811737 -191.824997 0.899999976 0.100000001 9.99999978E-03 1.78200006E-02 -7.97986364 269.811737 -20.7111225
900200.000 46478.4727 135.465195 3220.93579 2480.51880 1966.69861 4447.21729 6630.49951 -14.9213581 -8.35809422 269.594452 -191.738770 0.899999976 0.100000001 9.99999978E-03 1.78200006E-02 13.9998131 269.594452 -20.5630760
900400.000 46478.4727 130.616425 3928.43384 2391.73267 1927.83960 4319.57227 6982.42529 -21.8354073 -8.35809422 269.908234 -191.622635 0.899999976 0.100000001 9.99999978E-03 1.78200006E-02 6.97109318 269.908234 -20.4484062
900600.000 46478.4727 132.857697 2970.88452 2432.77271 1970.99084 4403.76318 6417.55029 -36.4674950 -8.35809422 269.677582 -191.640747 0.899999976 0.100000001 9.99999978E-03 1.78200006E-02 -7.50142956 269.677582 -20.6079712
900800.000 46478.4727 134.418503 1979.30115 2461.35278 1966.78088 4428.13379 5769.78467 -13.6785154 -8.35809422 268.945923 -191.501282 0.899999976 0.100000001 9.99999978E-03 1.78200006E-02 15.3187962 268.945923 -20.6392155
901000.000 46478.4727 131.083878 2345.06812 2400.29199 1918.88586 4319.17773 5908.76074 -25.5044346 -8.35809422 269.518738 -191.526474 0.899999976 0.100000001 9.99999978E-03 1.78200006E-02 3.04357743 269.518738 -20.1899185
901200.000 46478.4727 132.731552 3079.72119 2430.46289 1961.32166 4391.78418 6479.34521 -12.0361261 -8.35809422 269.211273 -191.393692 0.899999976 0.100000001 9.99999978E-03 1.78200006E-02 16.3523579 269.211273 -20.0303879
901400.000 46478.4727 133.641373 3325.89111 2447.12256 1982.15295 4429.27539 6683.70020 -19.0128784 -8.35809422 269.528137 -191.304504 0.899999976 0.100000001 9.99999978E-03 1.78200006E-02 9.19458389 269.528137 -19.8493671
901600.000 46478.4727 131.044800 3553.80737 2399.57642 1927.21765 4326.79395 6735.70996 -25.5894184 -8.35809422 269.746582 -191.221634 0.899999976 0.100000001 9.99999978E-03 1.78200006E-02 2.61207294 269.746582 -19.8433952
901800.000 46478.4727 133.550842 3895.84204 2445.46509 1966.68555 4412.15039 7052.91162 -29.7066879 -8.35809422 269.587677 -190.939804 0.899999976 0.100000001 9.99999978E-03 1.78200006E-02 -2.00645089 269.587677 -19.3421421
902000.000 46478.4727 134.094986 4352.83105 2455.42896 1991.32324 4446.75244 7397.27881 -38.3455620 -8.35809422 268.990479 -191.127869 0.899999976 0.100000001 9.99999978E-03 1.78200006E-02 -11.3037472 268.990479 -18.6837215
902200.000 46478.4727 132.282867 3575.19873 2422.24683 1956.76746 4379.01465 6802.43018 -20.3446198 -8.35809422 269.451111 -191.040405 0.899999976 0.100000001 9.99999978E-03 1.78200006E-02 7.04076910 269.451111 -19.0272923
902400.000 46478.4727 132.301071 2903.62451 2422.58032 1985.64648 4408.22656 6376.42188 -26.7027168 -8.35809422 269.339447 -191.210205 0.899999976 0.100000001 9.99999978E-03 1.78200006E-02 1.34673059 269.339447 -19.6913528
902600.000 46478.4727 132.781967 3399.75000 2431.38599 2001.81958 4433.20557 6737.69531 -22.0280418 -8.35809422 269.354492 -191.136826 0.899999976 0.100000001 9.99999978E-03 1.78200006E-02 6.46547127 269.354492 -20.1354198
902800.000 46478.4727 134.632767 3578.72925 2465.27612 1931.99414 4397.27051 6823.07959 -28.3677368 -8.35809422 269.398224 -191.294617 0.899999976 0.100000001 9.99999978E-03 1.78200006E-02 0.321602732 269.398224 -20.3312454
903000.000 46478.4727 134.275772 3660.05127 2458.73926 1951.53943 4410.27881 6891.21094 -10.4886732 -8.35809422 269.449921 -191.072006 0.899999976 0.100000001 9.99999978E-03 1.78200006E-02 18.5356770 269.449921 -20.6662560
