Step Volume Temp Press KinEng PotEng TotEng Enthalpy E_vdwl E_tail E_coul E_long v_lbda v_scale_lj v_scale_coul v_scale_gauss c_lj c_coul c_gauss
950000.000 46478.4727 132.727234 3658.50269 2430.38379 2034.64294 4465.02686 6944.90918 -4.42996788 -8.35809422 269.525757 -191.258087 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 6.71620941 269.525757 -2.78808284
950200.000 46478.4727 135.208481 4261.26123 2475.81812 2030.24670 4506.06494 7394.52197 -5.77089930 -8.35809422 269.438934 -191.493240 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 5.31430912 269.438934 -2.72711372
950400.000 46478.4727 132.839584 3575.24170 2432.44092 1986.81860 4419.25928 6842.70459 -12.7315187 -8.35809422 268.892273 -191.607697 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 -1.67916596 268.892273 -2.69425821
950600.000 46478.4727 133.005447 2959.41040 2435.47803 1991.58154 4427.05957 6433.06885 3.30645466 -8.35809422 269.104675 -191.519730 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 14.4179344 269.104675 -2.75338531
950800.000 46478.4727 135.430817 3590.55688 2479.88940 2027.86365 4507.75293 6941.57910 -2.26697159 -8.35809422 269.377777 -191.561234 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 8.87779427 269.377777 -2.78667116
951000.000 46478.4727 133.617355 4275.88232 2446.68311 1963.27820 4409.96143 7308.32910 -0.644621015 -8.35809422 269.918610 -191.394073 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 10.6403313 269.918610 -2.92685747
951200.000 46478.4727 133.216187 4305.70459 2439.33691 2010.24353 4449.58057 7368.16309 6.42004585 -8.35809422 269.289612 -191.448486 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 17.6766777 269.289612 -2.89853644
951400.000 46478.4727 136.416809 3918.42212 2497.94409 2019.78821 4517.73242 7173.79883 14.4014292 -8.35809422 269.273163 -191.322479 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 25.6880054 269.273163 -2.92848110
951600.000 46478.4727 134.271729 3948.16040 2458.66528 1966.67200 4425.33740 7101.56152 5.09920195E-02 -8.35809422 269.056458 -191.230225 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 11.2630758 269.056458 -2.85398984
951800.000 46478.4727 132.751083 3851.28296 2430.82056 1972.16284 4402.98340 7013.54053 -1.81612468 -8.35809422 269.557709 -191.206177 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 9.38369846 269.557709 -2.84172869
952000.000 46478.4727 135.276459 3449.41577 2477.06299 2031.53772 4508.60059 6846.75586 6.63801050 -8.35809422 268.915497 -191.133926 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 17.8716927 268.915497 -2.87558699
952200.000 46478.4727 135.830872 3449.23413 2487.21484 1978.54993 4465.76465 6803.79639 -7.40915680 -8.35809422 269.681793 -191.055969 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 3.85868669 269.681793 -2.90974927
952400.000 46478.4727 131.996124 3776.35840 2416.99658 1992.83569 4409.83203 6969.60205 2.00763679 -8.35809422 269.900085 -190.912659 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 13.2600937 269.900085 -2.89436269
952600.000 46478.4727 135.912399 4637.60596 2488.70776 2008.84741 4497.55518 7641.11377 -3.35739923 -8.35809422 270.397217 -190.626434 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 7.82959509 270.397217 -2.82889986
952800.000 46478.4727 133.270935 3830.60791 2440.33960 2008.33655 4448.67627 7045.21875 1.81004214 -8.35809422 269.102814 -190.993073 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 13.0660152 269.102814 -2.89787841
953000.000 46478.4727 131.942673 3874.88965 2416.01758 2015.31299 4431.33057 7057.88916 10.0261488 -8.35809422 269.834900 -190.923233 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 21.2538433 269.834900 -2.86959934
953200.000 46478.4727 132.782333 4535.33154 2431.39282 2005.72742 4437.12012 7511.35303 1.54026449 -8.35809422 269.578674 -191.049515 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 12.7422657 269.578674 -2.84390688
953400.000 46478.4727 131.657990 4450.35449 2410.80469 1976.11670 4386.92139 7403.55371 2.53165960 -8.35809422 269.686035 -191.072647 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 13.6356068 269.686035 -2.74585271
953600.000 46478.4727 132.446884 4438.89062 2425.25049 2044.07361 4469.32422 7478.18506 14.0456123 -8.35809422 269.837067 -191.063416 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 25.1823158 269.837067 -2.77860856
953800.000 46478.4727 133.961945 4971.44385 2452.99292 1975.22278 4428.21582 7798.06348 2.73756003 -8.35809422 269.746735 -190.947784 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 13.8250847 269.746735 -2.72943020
954000.000 46478.4727 132.448395 4658.12061 2425.27783 2005.50439 4430.78223 7588.24658 -0.472427845 -8.35809422 269.999817 -190.907440 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 10.5329742 269.999817 -2.64730692
954200.000 46478.4727 135.563217 4166.32373 2482.31372 2003.76758 4486.08154 7310.18604 -7.08663368 -8.35809422 269.845428 -190.947830 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 3.99865174 269.845428 -2.72719121
954400.000 46478.4727 130.977859 3640.79858 2398.35083 2007.73975 4406.09082 6873.97266 -0.722041965 -8.35809422 269.356171 -190.986053 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 10.3731060 269.356171 -2.73705316
954600.000 46478.4727 131.556458 3408.85718 2408.94531 2020.69324 4429.63867 6740.30127 -14.0935278 -8.35809422 270.036713 -190.928146 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 -3.02516150 270.036713 -2.71027184
954800.000 46478.4727 132.614517 2966.43921 2428.31982 2090.34058 4518.66016 6529.43408 5.11332560 -8.35809422 270.161011 -190.957275 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 16.1965981 270.161011 -2.72517920
955000.000 46478.4727 136.127502 3713.76123 2492.64648 2001.74316 4494.38965 7011.72900 -7.44366026 -8.35809422 270.017212 -191.174103 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 3.58876419 270.017212 -2.67433000
955200.000 46478.4727 133.590591 4394.30420 2446.19287 1965.35742 4411.55029 7390.18896 -21.7287521 -8.35809422 269.904449 -191.272247 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 -10.6849937 269.904449 -2.68566442
955400.000 46478.4727 133.762405 4792.43018 2449.33911 1987.63257 4436.97168 7685.47656 3.30638480 -8.35809422 269.756104 -191.289337 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 14.3795452 269.756104 -2.71506619
955600.000 46478.4727 135.091217 3823.53711 2473.67114 2027.99451 4501.66553 7093.41553 -4.83767700 -8.35809422 269.971893 -191.322067 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 6.18756199 269.971893 -2.66714430
955800.000 46478.4727 132.859955 4412.06689 2432.81421 1996.78857 4429.60303 7420.28223 1.58115077 -8.35809422 270.224976 -190.994293 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 12.5025558 270.224976 -2.56331086
956000.000 46478.4727 133.491119 4302.61377 2444.37134 1989.40186 4433.77344 7350.26074 6.21479416 -8.35809422 269.939789 -191.184723 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 17.2323952 269.939789 -2.65950680
956200.000 46478.4727 135.104111 3123.13135 2473.90698 2042.56995 4516.47705 6633.46289 11.2026434 -8.35809422 269.923370 -191.074600 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 22.2628479 269.923370 -2.70210958
956400.000 46478.4727 133.050064 3420.48462 2436.29541 1975.02893 4411.32422 6729.86865 2.28049421 -8.35809422 269.728180 -190.959045 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 13.3477192 269.728180 -2.70913005
956600.000 46478.4727 132.042297 4031.71143 2417.84180 1970.73169 4388.57373 7121.43213 -1.84273160 -8.35809422 269.262482 -191.254913 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 9.23432350 269.262482 -2.71896100
956800.000 46478.4727 132.336273 3938.95850 2423.22510 2041.31433 4464.53906 7134.52637 -0.492971450 -8.35809422 269.427185 -191.277756 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 10.5907593 269.427185 -2.72563577
957000.000 46478.4727 133.671036 3977.46338 2447.66577 1988.00684 4435.67236 7131.75977 -5.94518137 -8.35809422 269.321838 -191.516006 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 5.12514544 269.321838 -2.71223211
957200.000 46478.4727 132.299927 4843.28027 2422.55908 1986.35144 4408.91064 7691.88428 -3.45644021 -8.35809422 269.386353 -191.611404 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 7.54479027 269.386353 -2.64313579
957400.000 46478.4727 136.656311 4891.53223 2502.32959 1966.69275 4469.02246 7784.70264 -3.09042239 -8.35809422 269.382538 -191.451233 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 7.86572933 269.382538 -2.59805727
957600.000 46478.4727 130.963287 3881.41968 2398.08398 1973.01099 4371.09473 7002.07959 -4.38021040 -8.35809422 269.583130 -191.438553 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 6.59833717 269.583130 -2.62045336
957800.000 46478.4727 132.522842 4558.96191 2426.64136 1948.50159 4375.14307 7465.39355 4.58512974 -8.35809422 269.811035 -191.319183 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 15.5996981 269.811035 -2.65647316
958000.000 46478.4727 134.421143 4231.82178 2461.40088 2008.94824 4470.34912 7338.85107 -9.23314095 -8.35809422 270.099915 -191.221313 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 1.75170374 270.099915 -2.62674975
958200.000 46478.4727 131.787354 3353.77515 2413.17358 1973.21875 4386.39258 6659.71826 -1.52888596 -8.35809422 270.274902 -191.141663 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 9.37441540 270.274902 -2.54520679
958400.000 46478.4727 133.125504 2517.26831 2437.67676 2019.34595 4457.02246 6163.33008 -6.87062168 -8.35809422 270.006653 -191.304153 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 4.06381559 270.006653 -2.57634258
958600.000 46478.4727 134.358215 3125.11841 2460.24878 1974.33752 4434.58643 6552.91943 -9.78766060 -8.35809422 269.605560 -191.397964 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 1.17138588 269.605560 -2.60095215
958800.000 46478.4727 133.151474 3777.39404 2438.15210 1956.79382 4394.94580 6955.41797 -7.94125700 -8.35809422 270.022125 -191.204269 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 3.05940056 270.022125 -2.64256287
959000.000 46478.4727 134.138947 3676.26733 2456.23389 2042.53650 4498.77051 6990.69434 9.70122910 -8.35809422 270.297211 -190.991074 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 20.5943222 270.297211 -2.53499842
959200.000 46478.4727 133.142365 3448.28589 2437.98535 1967.80212 4405.78760 6743.17676 -1.85425484 -8.35809422 269.528595 -191.016113 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 9.02608395 269.528595 -2.52224422
959400.000 46478.4727 133.067154 3278.75098 2436.60815 1992.95837 4429.56641 6652.03760 -13.7679033 -8.35809422 270.068359 -191.082993 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 -2.76752400 270.068359 -2.64228487
959600.000 46478.4727 132.046204 3842.43970 2417.91357 2029.67065 4447.58398 7052.14697 2.09542274 -8.35809422 269.871429 -191.142273 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 13.1773977 269.871429 -2.72388053
959800.000 46478.4727 134.735855 4894.77051 2467.16406 2032.03857 4499.20264 7817.07812 -0.355069637 -8.35809422 269.854492 -191.120941 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 10.7238083 269.854492 -2.72078252
960000.000 46478.4727 131.572113 4229.82373 2409.23242 1986.05200 4395.28418 7262.43164 -7.09581804 -8.35809422 270.152802 -191.153275 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 4.00797224 270.152802 -2.74569559
960200.000 46478.4727 134.923904 4196.08936 2470.60742 1963.26404 4433.87109 7278.15234 -15.1977682 -8.35809422 269.611267 -191.203766 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 -4.18070889 269.611267 -2.65896487
960400.000 46478.4727 134.966675 4698.70312 2471.39038 2078.22485 4549.61523 7734.58789 9.22796535 -8.35809422 270.130280 -190.991455 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 20.1372948 270.130280 -2.55123520
960600.000 46478.4727 134.360687 3710.80103 2460.29419 1997.44971 4457.74414 6973.07666 1.05454385 -8.35809422 269.665039 -190.941635 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 11.9089317 269.665039 -2.49629331
960800.000 46478.4727 133.191254 3065.04297 2438.88062 1969.47607 4408.35693 6485.96777 -11.7778387 -8.35809422 270.001312 -190.670990 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 -0.878628194 270.001312 -2.54111600
961000.000 46478.4727 130.680603 3434.74658 2392.90771 1972.61255 4365.52051 6693.73193 -8.99868584 -8.35809422 270.365082 -190.943527 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 1.96756721 270.365082 -2.60815859
961200.000 46478.4727 135.540085 3886.72388 2481.89038 1980.89185 4462.78223 7097.36230 -2.40098047 -8.35809422 269.527069 -191.204727 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 8.57111359 269.527069 -2.61399961
961400.000 46478.4727 131.396027 3271.27173 2406.00781 1967.47693 4373.48486 6590.88623 -7.80141592 -8.35809422 270.379913 -191.128326 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 3.12615776 270.379913 -2.56947899
961600.000 46478.4727 131.547409 3226.18506 2408.77979 1978.61462 4387.39453 6574.23438 -5.26450634 -8.35809422 269.903870 -191.373352 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 5.65772104 269.903870 -2.56413293
961800.000 46478.4727 132.429047 3966.39185 2424.92383 2022.10889 4447.03271 7135.61523 9.47017097 -8.35809422 269.501282 -191.364532 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 20.4045372 269.501282 -2.57627249
962000.000 46478.4727 134.927002 3581.15527 2470.66406 1933.59155 4404.25537 6831.70898 -12.1569767 -8.35809422 268.987762 -191.351028 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 -1.18928874 268.987762 -2.60959411
962200.000 46478.4727 131.996719 3261.21606 2417.00732 1956.00952 4373.01660 6583.60254 -6.90445137 -8.35809422 268.783142 -191.391953 0.949999988 0.100000001 9.99999978E-03 2.48187501E-03 4.12289953 268.783142 -2.66925621
