Step Volume Temp Press KinEng PotEng TotEng Enthalpy E_vdwl E_tail E_coul E_long v_lbda v_scale_lj v_scale_coul v_scale_gauss c_lj c_coul c_gauss
750000.000 46478.4727 132.401077 2704.66431 2424.41138 986.514771 3410.92603 5244.25830 -1091.16504 -9.57698345 263.490082 -193.272049 0.750000000 0.114583328 9.99999978E-03 0.193359375 -118.754608 263.490082 -962.833496
750200.000 46478.4727 131.701904 2903.09912 2411.60889 899.671570 3311.28052 5279.11963 -1088.91541 -9.57698345 264.096100 -193.319962 0.750000000 0.114583328 9.99999978E-03 0.193359375 -116.982941 264.096100 -962.355469
750400.000 46478.4727 131.120407 2197.58984 2400.96069 886.466736 3287.42749 4777.04395 -1117.05713 -9.57698345 263.467407 -193.302368 0.750000000 0.114583328 9.99999978E-03 0.193359375 -128.890747 263.467407 -978.589417
750600.000 46478.4727 130.265259 3453.67847 2385.30249 957.527710 3342.83008 5683.87451 -1106.57861 -9.57698345 263.418030 -193.291214 0.750000000 0.114583328 9.99999978E-03 0.193359375 -121.155930 263.418030 -975.845642
750800.000 46478.4727 135.210083 3302.43921 2475.84766 936.639832 3412.48730 5651.01562 -1113.10059 -9.57698345 264.167358 -193.081726 0.750000000 0.114583328 9.99999978E-03 0.193359375 -138.878677 264.167358 -964.644958
751000.000 46478.4727 132.601166 2809.04492 2428.07520 992.399231 3420.47461 5324.55957 -1085.08826 -9.57698345 263.891754 -193.148468 0.750000000 0.114583328 9.99999978E-03 0.193359375 -123.453079 263.891754 -952.058228
751200.000 46478.4727 133.750656 2923.65527 2449.12378 888.077820 3337.20166 5318.97461 -1112.49329 -9.57698345 264.030487 -193.226334 0.750000000 0.114583328 9.99999978E-03 0.193359375 -139.368301 264.030487 -963.548035
751400.000 46478.4727 134.866455 2873.18530 2469.55542 981.707336 3451.26270 5398.82520 -1095.59229 -9.57698345 263.550415 -193.348846 0.750000000 0.114583328 9.99999978E-03 0.193359375 -116.311142 263.550415 -969.704163
751600.000 46478.4727 134.420883 2224.63452 2461.39648 944.149597 3405.54614 4913.49414 -1101.09119 -9.57698345 263.472198 -193.200439 0.750000000 0.114583328 9.99999978E-03 0.193359375 -123.249603 263.472198 -968.264648
751800.000 46478.4727 132.679321 2028.26941 2429.50635 917.158142 3346.66455 4721.50830 -1101.00867 -9.57698345 263.346497 -193.084473 0.750000000 0.114583328 9.99999978E-03 0.193359375 -126.006950 263.346497 -965.424805
752000.000 46478.4727 135.761993 2753.08081 2485.95386 952.801941 3438.75562 5304.90625 -1101.35181 -9.57698345 263.401520 -193.281143 0.750000000 0.114583328 9.99999978E-03 0.193359375 -129.933167 263.401520 -961.841614
752200.000 46478.4727 133.827301 2362.58081 2450.52710 955.294800 3405.82202 5007.27588 -1097.51184 -9.57698345 263.414703 -193.282379 0.750000000 0.114583328 9.99999978E-03 0.193359375 -129.588913 263.414703 -958.346069
752400.000 46478.4727 134.780304 1985.19202 2467.97778 888.392212 3356.37012 4702.01416 -1099.77271 -9.57698345 263.897003 -193.300476 0.750000000 0.114583328 9.99999978E-03 0.193359375 -123.268250 263.897003 -966.927490
752600.000 46478.4727 133.706512 2042.28015 2448.31567 923.711487 3372.02710 4756.36816 -1118.33716 -9.57698345 263.460571 -193.291214 0.750000000 0.114583328 9.99999978E-03 0.193359375 -135.818741 263.460571 -972.941528
752800.000 46478.4727 132.645813 2878.24976 2428.89282 864.024902 3292.91772 5243.91309 -1114.82788 -9.57698345 263.114655 -193.415131 0.750000000 0.114583328 9.99999978E-03 0.193359375 -133.643784 263.114655 -971.607117
753000.000 46478.4727 133.879272 2400.36304 2451.47900 931.688232 3383.16724 5010.23145 -1107.80469 -9.57698345 263.169220 -193.289261 0.750000000 0.114583328 9.99999978E-03 0.193359375 -128.021820 263.169220 -970.205933
753200.000 46478.4727 133.292404 1154.42944 2440.73267 866.431641 3307.16431 4089.68359 -1120.22388 -9.57698345 263.763947 -193.241089 0.750000000 0.114583328 9.99999978E-03 0.193359375 -138.795151 263.763947 -971.851746
753400.000 46478.4727 131.327087 1410.07532 2404.74561 928.719299 3333.46484 4289.27148 -1101.96191 -9.57698345 263.250610 -193.358597 0.750000000 0.114583328 9.99999978E-03 0.193359375 -129.355530 263.250610 -963.029419
753600.000 46478.4727 132.004852 2594.16309 2417.15601 973.640564 3390.79663 5149.22656 -1101.04565 -9.57698345 263.902557 -193.274582 0.750000000 0.114583328 9.99999978E-03 0.193359375 -133.443054 263.902557 -958.025696
753800.000 46478.4727 133.106796 2870.17334 2437.33398 942.250977 3379.58496 5325.10547 -1112.69019 -9.57698345 263.938538 -193.141251 0.750000000 0.114583328 9.99999978E-03 0.193359375 -137.899673 263.938538 -965.213501
754000.000 46478.4727 133.346283 2211.75000 2441.71924 887.301880 3329.02124 4828.23584 -1116.00464 -9.57698345 263.722534 -193.150314 0.750000000 0.114583328 9.99999978E-03 0.193359375 -141.762054 263.722534 -964.665527
754200.000 46478.4727 135.280106 2408.51221 2477.12988 956.142944 3433.27271 5065.86084 -1105.84277 -9.57698345 263.625122 -193.204208 0.750000000 0.114583328 9.99999978E-03 0.193359375 -135.179337 263.625122 -961.086487
754400.000 46478.4727 132.122589 2772.87476 2419.31226 956.904663 3376.21680 5255.78467 -1092.76440 -9.57698345 264.457245 -193.314270 0.750000000 0.114583328 9.99999978E-03 0.193359375 -127.942657 264.457245 -955.244751
754600.000 46478.4727 132.831573 2521.36841 2432.29443 942.358154 3374.65259 5083.73926 -1096.96802 -9.57698345 264.039948 -193.236618 0.750000000 0.114583328 9.99999978E-03 0.193359375 -136.948608 264.039948 -950.442444
