Step Volume Temp Press KinEng PotEng TotEng Enthalpy E_vdwl E_tail E_coul E_long v_lbda v_scale_lj v_scale_coul v_scale_gauss c_lj c_coul c_gauss
925000.000 46478.4727 134.587509 4949.15186 2464.44751 1973.96521 4438.41260 7793.14990 4.94783401 -8.35809422 269.263000 -191.197220 0.925000012 0.100000001 9.99999978E-03 7.94126932E-03 22.2265263 269.263000 -8.92059803
925200.000 46478.4727 134.611877 4036.10693 2464.89380 1959.78870 4424.68262 7160.52051 -9.26547241 -8.35809422 269.658783 -191.364685 0.925000012 0.100000001 9.99999978E-03 7.94126932E-03 7.93646717 269.658783 -8.84384537
925400.000 46478.4727 132.484818 3828.17773 2425.94482 1978.40784 4404.35254 6999.24805 -1.40624857 -8.35809422 269.871643 -191.151978 0.925000012 0.100000001 9.99999978E-03 7.94126932E-03 15.8794317 269.871643 -8.92758656
925600.000 46478.4727 133.316757 3702.74683 2441.17871 2055.85205 4497.03076 7006.90381 9.69024467 -8.35809422 269.847290 -190.889404 0.925000012 0.100000001 9.99999978E-03 7.94126932E-03 27.0038509 269.847290 -8.95551109
925800.000 46478.4727 133.406464 3479.23950 2442.82129 1978.81665 4421.63770 6780.00830 -13.0721397 -8.35809422 269.260895 -190.807663 0.925000012 0.100000001 9.99999978E-03 7.94126932E-03 4.26882648 269.260895 -8.98287201
926000.000 46478.4727 133.196472 3465.13086 2438.97583 1980.15674 4419.13281 6767.93994 -11.7410851 -8.35809422 269.642365 -190.769714 0.925000012 0.100000001 9.99999978E-03 7.94126932E-03 5.78414774 269.642365 -9.16713810
926200.000 46478.4727 135.452194 3458.72607 2480.28076 1978.93018 4459.21094 6803.67676 -32.4872398 -8.35809422 270.015717 -190.964508 0.925000012 0.100000001 9.99999978E-03 7.94126932E-03 -15.0008917 270.015717 -9.12825298
926400.000 46478.4727 129.500427 3801.39209 2371.29761 1956.07776 4327.37500 6904.11426 -24.3013325 -8.35809422 270.076263 -191.016296 0.925000012 0.100000001 9.99999978E-03 7.94126932E-03 -6.60378981 270.076263 -9.33944798
926600.000 46478.4727 134.417221 3651.82446 2461.32935 1972.87524 4434.20459 6909.56055 -25.7022152 -8.35809422 269.049469 -191.174866 0.925000012 0.100000001 9.99999978E-03 7.94126932E-03 -7.76304913 269.049469 -9.58107185
926800.000 46478.4727 135.520325 3260.46021 2481.52832 1952.14478 4433.67334 6643.74609 -2.21751928 -8.35809422 268.663940 -191.487122 0.925000012 0.100000001 9.99999978E-03 7.94126932E-03 15.5581150 268.663940 -9.41753960
927000.000 46478.4727 130.632904 3269.34448 2392.03418 1960.44507 4352.47949 6568.57471 0.125173241 -8.35809422 269.593811 -191.450928 0.925000012 0.100000001 9.99999978E-03 7.94126932E-03 17.9981308 269.593811 -9.51486206
927200.000 46478.4727 133.004105 3767.61646 2435.45386 2018.79175 4454.24561 7008.08984 -4.94325924 -8.35809422 269.743469 -191.323288 0.925000012 0.100000001 9.99999978E-03 7.94126932E-03 12.9384422 269.743469 -9.52360725
927400.000 46478.4727 131.978287 4069.17651 2416.66968 2014.52075 4431.19043 7189.44434 -7.00409746 -8.35809422 269.509308 -191.396988 0.925000012 0.100000001 9.99999978E-03 7.94126932E-03 10.6644278 269.509308 -9.31043053
927600.000 46478.4727 131.091797 3523.20801 2400.43701 1922.97437 4323.41113 6711.58545 -22.2136211 -8.35809422 269.152924 -191.330887 0.925000012 0.100000001 9.99999978E-03 7.94126932E-03 -4.70618486 269.152924 -9.14934158
927800.000 46478.4727 131.813324 3923.69556 2413.64917 2008.54810 4422.19727 7081.83838 -5.87146759 -8.35809422 269.374146 -191.376190 0.925000012 0.100000001 9.99999978E-03 7.94126932E-03 11.5998459 269.374146 -9.11321926
928000.000 46478.4727 133.713150 3687.60498 2448.43701 1994.67090 4443.10791 6942.71729 -14.8291321 -8.35809422 269.287781 -191.316895 0.925000012 0.100000001 9.99999978E-03 7.94126932E-03 2.45673203 269.287781 -8.92776966
928200.000 46478.4727 130.343323 3548.45947 2386.73169 1976.26843 4363.00000 6768.29102 -14.0328445 -8.35809422 269.362946 -191.303543 0.925000012 0.100000001 9.99999978E-03 7.94126932E-03 3.07585931 269.362946 -8.75060940
928400.000 46478.4727 134.272232 3380.22583 2458.67432 1990.05847 4448.73291 6739.98828 -19.4708099 -8.35809422 269.079407 -191.268845 0.925000012 0.100000001 9.99999978E-03 7.94126932E-03 -2.40938497 269.079407 -8.70333099
928600.000 46478.4727 132.568848 3714.20288 2427.48364 1995.67090 4423.15479 6940.79297 -21.2788811 -8.35809422 269.388611 -191.283234 0.925000012 0.100000001 9.99999978E-03 7.94126932E-03 -4.22173548 269.388611 -8.69905186
928800.000 46478.4727 131.150620 3666.17798 2401.51440 1998.22925 4399.74365 6884.82861 -14.0753899 -8.35809422 269.575012 -191.379044 0.925000012 0.100000001 9.99999978E-03 7.94126932E-03 2.79888463 269.575012 -8.51618004
929000.000 46478.4727 135.595551 4518.61719 2482.90576 2005.27039 4488.17627 7551.07959 1.22233105 -8.35809422 268.455505 -191.652466 0.925000012 0.100000001 9.99999978E-03 7.94126932E-03 17.8834515 268.455505 -8.30302525
929200.000 46478.4727 132.369354 4003.98926 2423.83057 1980.75745 4404.58789 7118.65576 -10.1377039 -8.35809422 269.168640 -191.682938 0.925000012 0.100000001 9.99999978E-03 7.94126932E-03 6.29694033 269.168640 -8.07654953
929400.000 46478.4727 133.118759 3296.76538 2437.55322 1984.48254 4422.03564 6656.71826 -4.52318239 -8.35809422 269.537079 -191.524002 0.925000012 0.100000001 9.99999978E-03 7.94126932E-03 12.0544682 269.537079 -8.21955585
929600.000 46478.4727 133.931763 3391.62817 2452.44019 2001.28284 4453.72314 6752.70703 -11.5296011 -8.35809422 269.278259 -191.385941 0.925000012 0.100000001 9.99999978E-03 7.94126932E-03 5.14741659 269.278259 -8.31892300
929800.000 46478.4727 129.078064 3347.77197 2363.56348 1985.78345 4349.34668 6618.60352 -7.53032160 -8.35809422 268.721130 -191.662903 0.925000012 0.100000001 9.99999978E-03 7.94126932E-03 9.14678192 268.721130 -8.31900883
930000.000 46478.4727 133.380463 3852.09473 2442.34521 2008.01453 4450.35986 7061.46680 3.24966645 -8.35809422 269.317230 -191.512711 0.925000012 0.100000001 9.99999978E-03 7.94126932E-03 20.1957283 269.317230 -8.58796787
930200.000 46478.4727 132.659683 4171.02490 2429.14722 2017.09436 4446.24121 7273.53271 -5.06316900 -8.35809422 269.909119 -191.281876 0.925000012 0.100000001 9.99999978E-03 7.94126932E-03 12.0349846 269.909119 -8.74005985
930400.000 46478.4727 129.893082 4471.19580 2378.48730 1963.51135 4341.99854 7372.75781 -16.7010365 -8.35809422 270.076569 -191.293945 0.925000012 0.100000001 9.99999978E-03 7.94126932E-03 0.379966050 270.076569 -8.72290802
930600.000 46478.4727 133.703323 5443.51074 2448.25708 1980.56079 4428.81787 8118.65186 -5.40780020 -8.35809422 270.131500 -191.202393 0.925000012 0.100000001 9.99999978E-03 7.94126932E-03 11.5904732 270.131500 -8.64017868
930800.000 46478.4727 133.565384 4727.31445 2445.73120 1989.42688 4435.15820 7639.52490 -7.87270069 -8.35809422 270.150299 -191.115036 0.925000012 0.100000001 9.99999978E-03 7.94126932E-03 9.30096436 270.150299 -8.81557083
931000.000 46478.4727 130.108109 3619.07788 2382.42480 1961.59399 4344.01855 6797.17773 -20.1325340 -8.35809422 269.616180 -191.242477 0.925000012 0.100000001 9.99999978E-03 7.94126932E-03 -2.86306310 269.616180 -8.91137695
931200.000 46478.4727 132.958588 3889.15625 2434.62012 1978.24634 4412.86670 7049.09570 -23.7708778 -8.35809422 269.874634 -191.374161 0.925000012 0.100000001 9.99999978E-03 7.94126932E-03 -6.32455873 269.874634 -9.08822441
931400.000 46478.4727 134.738754 4098.14746 2467.21704 1994.06909 4461.28613 7239.17773 -17.8663807 -8.35809422 269.857819 -191.637894 0.925000012 0.100000001 9.99999978E-03 7.94126932E-03 -0.384594738 269.857819 -9.12369061
